,Job Function,Industry,Seniority,Job Description,Segment,female,male
31,Management and Manufacturing,Retail,Entry level,"WI - Glendale - Bayshore Mall - 2252

Job Summary

Barnes & Noble has a special place in the community, and this holds true whether you shop in our bookstores or in our Cafes. Baristas make the experience special by welcoming each guest and creating the perfect handcrafted beverages. They are also the first to try and experiment with new roasts and blends. A barista is the first step to a wonderful career, and we have plenty of opportunities for you to grow with us. If you enjoy sharing your love for coffee, then this could be the perfect position for you.

As a barista, you provide first class service to our customers with every drink you create and every cookie you bake, ensuring their experience is your top priority. You make the customer experience pleasurable and provide the perfect complement to any book. Your passion for coffee, creating inspiring drinks and your knowledge of the Cafe ensures that customers are delighted by the handcrafted beverages you serve and look forward to coming into the Cafe again and again.

What You Do

Deliver the perfect beverage that exceeds customer expectations with your ability to engage, build rapport, listen, and provide friendly, fast service as you go through a tailored order creating approach.
Make relevant beverage and food recommendations ensuring an engaging experience with the customers that connects them with the right products to meet their needs.
Ensure that the Cafe is welcoming to all customers by having a stocked bake case and neatly displayed merchandise.
Take pride in the Cafe and place a priority on ensuring a clean and tidy environment knowing that cleanliness encompasses all aspects of the customer experience.
Execute all operational standards correctly, in a timely manner and in accordance with the cafe standards, safety and health codes.
Protect company assets by adhering to all processes and working efficiently to control waste and shrink.
Recognize and offer to help both customers and employees with urgency and care.
Work in the Cafe which requires physical activity (i.e., prolonged standing, repetitive bending, lifting, climbing, operating espresso machines), and sales floor when needed.

Knowledge & Experience

Passionate about the products we serve.
Positive and can-do attitude.
Enjoy working with people.
Listen to people and enjoy solving problems.
Make correct recommendations for handcrafted beverages and food items that satisfy the customer.
Well-organized, efficient, and able to multi-task.
Can clearly and respectfully communicate and express oneself.

Expected Behaviors

Treat customers as the first priority at all times.
Take initiative and consistently grow and expands cafe knowledge.
Enjoy making recommendations and engaging with others.
Exhibit and demonstrate initiative.
Support company goals and initiatives and is a team player.
Show respect and kindness to fellow employees and customers.
Accept responsibility and execute all assignments correctly and with care.
Accept coaching and feedback from others openly.
Flexible and can adapt to an ever-changing environment.

Auto req ID

65564BR

Employment Type

Part-Time

City

Glendale

State

Wisconsin

EEO Statement

Barnes & Noble is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, race, color, ancestry, national origin, citizenship status, military or veteran status, religion, creed, disability, sex, sexual orientation, marital status, medical condition as defined by applicable law, genetic information, gender, gender identity, gender expression, hairstyle, pregnancy, childbirth and related medical conditions, reproductive health decisions, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format using a sign language interpreter, or using specialized equipment. Contact (800) 799-5335.
Show less ",1,0,0
32,Other,Retail,Entry level,"Overview




Customer Service Enthusiasts Wanted!




We're looking for a hardworking, enthusiastic full-time team player who wants to be the heartbeat of a dynamic family-owned business.




Responsibilities




Why Blarney Castle? We’re the heartbeat of retail C-Store operations in Michigan! We’re family-owned and have grown up in Michigan since our founding in 1933. Today we’re delighted to have over 1,400 smart, experienced and fun team members across the state, all with one purpose in mind – building great customer experiences one person at a time. You can be a large part of that success by joining our team in this role!




Your Role As a customer service enthusiast, a.k.a Customer Service Associate, you’re the point person for ensuring an exceptional customer experience. You will be able to unlock your inner creativity by doing things like greeting customers and helping them with purchases, building product displays that entice customer engagement, and building your career as part of Michigan’s great C-Store team. You also get to contribute to a fun work environment along the way! You should also be prepared to stock shelves, exercise your basic math skills, handle cash and credit payments. keep the store clean and beautiful along with responsibly selling alcohol, tobacco and lottery products. Be ready to be flexible, because the business needs are always changing! Your role will be a fun and fast paced position, and if you enjoy these things we can’t wait to meet you!




Do We Have Benefits? You bet! Our team members enjoy insurances including Medical & Prescription plan coverages, Dental, Vision, Short Term Disability, Life Insurances, Hospitalization, Accident and Critical Illness. We also offer PTO, Tuition Assistance Programs, Employee Assistance Plan, Identity Theft Protection, and Home Heating Discounts.




Your Skills You must be at least 18 years old, and be able to stand, bend, and reach along with occasionally lifting up to 50. We’re also going to look closely at your ability to communicate and build a relationship throughout the time we get to know one another.
Show less ",1,0,0
33,"Sales, Management, and General Business",Retail,Internship,"*This role is not exclusive to New York. You will be asked to list your top three city preferences when applying.




Similar Industry Titles and Key Words: Retail Operations Intern, Store Management Trainee/Intern




Department: UNIQLO store

Reporting to: Store Manager

Start: June 2023

Duration: about 10 weeks

Locations: Seattle, Los Angeles, Chicago, Orlando, New York City (subject to change)




The UNIQLO Store Management Internship Program offers highly motivated, talented individuals who are passionate about becoming aspiring store managers in the retail industry, the opportunity to gain hands-on experience in a UNIQLO storefront. In this paid program, you will work with key leaders of our team to learn the ins and outs of a global apparel retailer and gain experience in the everyday operations of the store, including customer service, leadership and staff development, and business analysis.




In addition to supporting the business operations of your store, you will focus approximately 20% of your scheduled time on a unique project that tackles an opportunity or area of improvement at your specific store location. Examples of past projects include: tracking and improving in-store app downloads, recruiting and retention, expanding customer base, and localized marketing strategies. At the end of the Internship Program, you will present your project and findings to our store and corporate leaders!




Not only will you gain exposure to all aspects of the UNIQLO store business and focus on solving a challenge at your store through your project, you will also have the opportunity to network and learn from the strongest leaders in the retail industry. The UNIQLO Store Management Internship Program is the first step in an exciting, dynamic career in store management, with the opportunity to be considered for our full-time UNIQLO Manager Candidate (UMC) Program. This program is designed for individuals who want to begin their retail management careers in UNIQLO stores.




Required Qualifications:

Enrolled at an accredited university for an undergraduate or graduate degree as a sophomore or above
Ability to work 30 hours/week
Ability to work a flexible schedule that meets business needs, including evenings and weekends
Passion for UNIQLO and its products
Previous retail, hospitality, or sales experience
Strong leadership experience and work ethic
Interest in a retail store operations career
Attention to detail, organizational skills, and ability to prioritize
Ability to calculate basic retail math




Physical Demands:

This position involves constant moving, talking, hearing, reaching, and standing. Involves standing for at least two consecutive hours. Involves lifting at least 30 lbs. May occasionally involve stooping, kneeling, crouching, and climbing ladders. Vision abilities include close vision, color vision, depth perception, and ability to adjust focus. May involve reaching above eye level. Must be able to perform duties with or without reasonable accommodations




We hope to see you soon!




As an Equal Opportunity Employer, Fast Retailing does not discriminate against applicants or employees because of race, color, creed, religion, sex, national origin, veteran status, disability, age, citizenship, marital or domestic/civil partnership status, sexual orientation, gender identity or expression or because of any other status or condition protected by applicable federal, state or local law.

Show less ",1,0,0
34,Management and Manufacturing,"Automation Machinery Manufacturing, Motor Vehicle Manufacturing, and Retail",Entry level,"Position Mission:




This position will be responsible for, among other things, stages, shrink wraps and loads products by trip number and store number as it is received from the packing and pulling areas of the stockroom. Prepares palletized loads for shipment by shrink-wrapping product to ensure safe transportation or storage, including safe and proper balancing and placement of products. Additionally, this position assists with safe and proper pallet building and selects products for specific routes.




Responsibilities:




Stages product on pallets, shrink wraps to prevent loss, and loads pallets on trucks
Inspects trailers for suitability before loading
Ensures correct parts are placed on the correct truck – packs the right parts for delivery to the right customers with accuracy and speed, maps out the organization of loading customer orders from skids to trucks
Operates pallet jack or forklift as needed
Maintains the integrity of products through proper handling and storage
Keeps work area clean to avoid potential accidents and to allow for rapid loading
Pulls stock orders until time to load trucks as needed
Assists with processing other DC shuttles
Works in a safe manner following all safety procedures, rules and regulations
Performs all other duties as assigned by management




Experience, Education, and Abilities:




High School Diploma or 6 months of equivalent work experience required
Forklift certified preferred
Regular, reliable, predictable attendance
Able to speak clearly and listen attentively
Capable of recognizing and distinguishing letters and numbers (both visually and aurally) and remembering their sequence
Should have basic computer usage skills
Capable of lifting and moving merchandise of up to 60 lbs.
Able to push/pull up to 300 lbs. using mechanical aids, such as hand trucks, barrel dollies, hydraulic lifts, etc.
Able to bend or stoop to floor-level shelves and be able to reach shelves (eight feet) with use of stool or ladder when necessary
Must be able to get in and out of the back of truck with parts while using a ramp when necessary
Able to stand and walk for entire work shift




Work Environment:




While performing the duties of this position, the employee is occasionally exposed to moving mechanical parts, hazardous materials, outside weather conditions of extreme heat and cold. The noise level in the work environment is usually moderate.
Show less ",1,0,0
35,Management and Manufacturing,Retail Groceries,Entry level,"Overview




The Restaurant Server prepares and serves seasonal dishes and pours a rotating variety of beer, wine and cider. They provide excellent, professional customer service.




Job Locations




US-WA-Ballard - Seattle




Address




1451 N.W. 46th St.




Comp Details




$18.69 - $22.80/hour, depending on experience. Overnight and Night Differential when applicable.




Our Culture




PCC is committed to fostering, cultivating and preserving a culture of diversity and inclusion. We value all the individual differences, life experiences, knowledge, self-expression, unique capabilities and talent that our staff members invest in their work, stores and communities. Valuing diversity is a significant part of our culture, our values and PCC’s success.




Our Vision




To inspire and advance the health and well-being of people, their communities and our planet




Our Mission




We ensure that good food nourishes the communities we serve, while cultivating vibrant local, organic food systems




Our Values




We foster high standards




We act with integrity




We embrace stewardship




We take action because we care




Everyone At PCC Is Expected To




PCC is a company where culture and values are at the heart of who we are and what we do.




Collaborate
Demonstrate kindness
Focus on the customer
Instill trust
Value diversity




Main Job Responsibilities




Provides excellent, professional customer service
Prepares venue food items to order
Pours a rotating variety of beer, wine, and cider selected to complement seasonal food offerings
Communicates with customers, PCC staff, and vendors about venue menu and specials
Becomes knowledgeable about venue products and specials, including rotating seasonal dishes, beer, wine, and cider
Participates in the ordering, stocking, receiving and inventory of venue products and supplies
Processes all payments at deli register according to PCC standards
Adheres to PCC standards for serving alcoholic beverages
Ensures department and venue seating area sanitation, cleanliness, and safety standards are met
Oversees production tasks and other staff as assigned
Maintains other front of house deli stations, including food prep and providing counter service
Busses tables and maintains a clean and welcoming space for customers
Completes opening and closing procedures for the restaurant




Qualifications And Skills




Proven ability to provide excellent, professional customer service
Available to work a variety of shifts, including evenings and weekends
Ability to work in a fast paced environment
Excellent attention to detail and multitasking skills
Ability to work independently and as part of a team
Ability to obtain a class 12 MAST (Washington Mandatory Alcohol Server Training) permit
Previous bartending or front of house food service experience required
Previous seafood preparation experience required
Must have beer and wine product knowledge and be motivated to expand knowledge
Math skills for measurement and scale functions
Excellent communication and organizational skills
Must be able to meet physical requirements of standing, twisting, bending, repetitive motion and lifting 10-40lbs
Must be at least 21 years of age




Benefits And Perks




Medical, V ision, D ental, L ife I nsurance, S hort T erm D isability, L ong T erm D isability , and P arental L eave
Vacation A ccrual – 0.06 hours per hour worked
S ick A ccrual – .033 hours per hour worked ( I ncludes U nion, S tate, and C ity A ccrual R ates)
Pension t hrough UFCW 3000
Discounted ORCA P ass
Staff D iscount on I n- S tore P urchases
PCC Cooking C lass es D iscount
Free Co-op M embership
Bereavement L eave
Employee Assistance Program




PCC Benefits Page




https://www.pccmarkets.com/about/jobs/benefits/
Show less ",1,0.18,0
36,Management and Manufacturing,Wholesale,Entry level,"Preferred Qualifications

Ability to understand written material.
Basic math skills.


Job Summary

Works in one to two departments within a distribution center performing various warehousing tasks, including unloading, picking, packing, counting, and/or checking inventory.

Major Tasks, Responsibilities, And Key Accountabilities

Loads and unloads materials to and from designated storage areas, such as racks, shelves, or vehicles.
Fills customer orders using a pick list and prepares orders for shipment according to company standards.
Obtains merchandise from shelves or bins and verifies product and quantity accuracy.
Inspects products for damages and reports issues to management.
Returns misplaced products to proper storage areas.
Maintains a clean working environment in accordance with company safety policies.
Performs other warehousing duties as assigned.


Nature and Scope

Selects correct processes from clearly prescribed rules, past practices, or instruction. Seeks advice and guidance on non-routine or problem areas from supervisor. Deviations from the norm are cleared by the supervisor.
Under close supervision, exercises limited latitude/independent judgment. Work typically involves detailed checks or close review of output by a senior coworker and/or supervisor.


Work Environment

Typically located in a comfortable environment but with regular exposure to factors that may cause noticeable discomfort or a moderate risk of accident or illness, such as temperature extremes, moving machinery, loud noises, and fumes.
Ability to lift and carry up to 50 pounds in a physical environment. Ability to stand for periods of time up to and exceeding 60 minutes. Ability to make repetitive movements, such as using a 10-key or calculator, bending, or squatting.
No travel required.


Education And Experience

HS Diploma or GED strongly preferred. 0-2 years of experience in area of responsibility.


Equal Employment Opportunity

HD Supply is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Show less ",1,0,0
37,Marketing and Sales,Retail,Mid-Senior level,"We are looking for a detail oriented, experienced Growth and Digital Marketing Manager who strives for excellence in a fast-paced industry. Must understand the nuances of digital marketing as it relates to the cannabis community. Passion to always be learning and keep their craft on the pulse and forefront of technology. Must have an excellent eye for design and capability of accurately portraying a brand’s soul. ""Prove by doing"" mentality that thrives on accountability and exceeding benchmarks.

This is a Full-Time position located at our Hollywood Headquarters in Los Angeles, CA.

Hybrid Workplace: Requiring All employees to work from the office 3 days per week.

Key Deliverables And Responsibilities

Collaborate with executives and creatives to foster new ideas and convert them into completed visuals, storyboards, etc. to track, measure and promote our brand awarenessGenerate Social Media Strategies every fiscal quarter

Establish, activate and manage an integrated strategy across multi-channel, multi-territory accounts (Instagram, TikTok, Youtube, Twitter, and other owned channels)

Generate Quarterly and Annual reports on digital efforts for brand performance

Create executive team reports for weekly status and performance reports with analytics, key learnings and potential opportunities for improving ROI

Manage 3rd party agencies involved for various marketing campaigns

Administrate the creation and publishing of relevant, original, high quality content for all channels and ads

Create a regular publishing schedule and promote content through social media advertising

Develop and expand community and/or influencer outreach efforts and collaborations

Develop strategies and processes to proactively capture happy, local customer online reviews

Communicate current trends to the fashion and cannabis department leads

Identify threats and opportunities in user-generated content surrounding the company

Benefits

Health Insurance,
Show less ",1,0,0
38,Purchasing,Retail,Entry level,"Who Is Bristol Farms? Since opening our first market in Rolling Hills, CA, Bristol Farms has brought people together around a love for cooking and sharing delicious food. We have worked to create a community of curious foodies - people who enjoyed exploring the aisles and discovering new and exciting ingredients. We know that in order to achieve this goal, we must provide the freshest, highest-quality, locally sourced meat, seafood and produce, compliment it with an awesome array of groceries in each aisle and create an extraordinary experience for each and every guest. To create that experience, we rely on our amazing team members and leaders to provide extraordinary service; to create a fun, interactive and engaging environment where we invite the guest to participate in the experience. We seek out team members who not only enjoy food but are passionate about it. Team Members who thrive in a fast-paced environment and can still maintain a calm demeanor, who have a positive attitude and work well in a team environment. People who are warm, outgoing, authentically amazing and want to be inspired, challenged and proud of where they work. We look for team members who can connect with people and reach a level of hospitality that exceeds guests' expectations. Ingredients You'll Bring to the Table You love food and have the ability to create an experience that is beyond the everyday. You have a positive attitude and work well in a team environment. You can connect with people and reach a level of hospitality that exceeds guests' expectation. You are warm, outgoing, authentically amazing and want to be inspired, challenged and proud of where you work, You embody a spirit of entrepreneurship and mutual respect. You approach every situation with a YES! attitude and seek to find a solution to all opportunities that arise. What Will Be On Your Plate? Bristol Farms / Lazy Acres Natural Market Job Description Job Title: Bakery Cake Decorator Department: Bakery Reports To: Bakery Manager FLSA Status: Nonexempt Essential Duties and Responsibilities The Cake Decorator prepares, designs, and decorates cakes as well as performs the following duties (other duties may be assigned):




Prepares cakes, icings, and any other necessary items needed for decorating
Follows guidelines established in the Cake Production Manual
Follows production guidelines & schedules established by Bakery Manager
Decorates all cakes within specified time indicated for all customer orders
Assists customers on the service counter as needed
Decorates cookies, cakes, cupcakes, and other baked goods for display and bakery counter
Maintains the integrity of the Dessert Case
Responsible for all material in the Bakery logbook
Assists the Bakery Manager as needed. Duties may include packaging product and serving customers on the counter
Answers the telephone and takes bakery orders as necessary
Serves customers with a smile and willing attitude. Assures high sales through establishing relationships with customers to ensure repeat business
Maintains Bakery Department under current California Weights & Measures mandates. Understands use of proper tares and accurate weights
Maintains Bakery Department in Price Integrity, accurate pricing, signage, and posted weights
Packages, displays, and merchandises all bakery goods according to company standards.
Maintains Bakery Department under current health codes and company standards on sanitation and cleanliness at all times
Knows all cleaning chemicals authorized in the Bakery Department and understands proper usage
Follows the FIFO rotation system (First-in, First-out). Covers, labels, and dates all leftover products. Utilizes leftover products before opening new product
Inspects product during baking process & preparation; including measuring temperatures throughout the preparation process, to maintain quality and sanitation in accordance with the FDA and local health departmental codes and Bristol Farms' stringent standards
Inspects finished bakery products in accordance to Bristol Farms standards of quality, weight specifications, & presentation
Follows safety work standards and reports any safety hazards to the Bakery Manager and/or Store Director
Follows the employee handbook at all times, especially on service standards and appearance
Meets and exceeds Bristol Farms standards in customer service, quality, design, safety, and cleanliness at all times Customer Service Skills The Cake Decorator is expected to provide customer service that is extra ordinary and exceeds the expectations of our customers. The individual is required to follow established policies and guidelines that go beyond simply smiling and greeting customers. Going above and beyond encompasses attitudes, respect, and flexibility. The Cake Decorator is expected to have a positive ""can-do"" attitude; to treat others with respect; and easily adjust to changes in the workplace. Education and/or Experience High School diploma or general education degree (GED); or three to six months related experience. Language Skills Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Ability to write routine reports and correspondence. Knowledge of English This is a customer service driven position. The candidate must have the ability to speak, read and understand English. Mathematical Skills Ability to add, subtract, multiply, and divide using whole numbers. Reasoning Ability Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form. Ability to resolve conflicts in such a manner to create a win-win situation. Ability to analyze a variety of situations, think through to a solution and implement the solution. Physical Demands While performing the duties of this job, the employee is regularly required to stand for long periods of time; walk; frequent use of hands; hands to finger; frequent use of wrists; handle, or feel objects, tools, or controls. The employee occasionally is required to reach with hands and arms. The employee is occasionally required to climb or balance and stoop, kneel, crouch, or crawl. The employee must frequently lift and /or move up to 25 pounds and occasionally lift and/or move up to100 pounds. Specific vision abilities required by this job include close and color vision. Work Environment While performing the duties of this job, the employee regularly works near moving mechanical parts. The employee is occasionally exposed to extreme heat and/or cold, to electrical shock, and to risk of burn. The noise level in the work environment is usually moderate and occasionally loud. Why You'll Love Working at Bristol Farms:
Amazing earning potential, paid weekly!
A values-based culture that will engage and empower your growth and development
A strong training program that will build your restaurant and guest service skills
Opportunity for growth within our family of brands
Benefits available - Including medical, dental, vision, and 401K
Numerous scholarship opportunities available to full & part time team members
20% discount at all Bristol Farms and Lazy Acres locations * $60 credit to Shoes for Crews every 6 months of employment Other details
Job Family Clerk
Pay Type Hourly
Min Hiring Rate $16.30
Max Hiring Rate $22.00 Apply Now
015 Westwood - Bristol Farms, 1515 Westwood Blvd, Los Angeles, California, United States of America
Show less ",1,0,0
39,Purchasing,Retail,Entry level,"Essential Job Functions




Ensure efficient and courteous customer service at all times in support of the company mission to ""Run the Best Store in Town!""
Maintain a positive attitude; create an atmosphere of friendliness and fun through flexibility and teamwork.
Generate a positive, friendly, and fun working environment with a customer first initiative by greeting and speaking to customers, provide prompt, courteous, and efficient customer service.
Prepare all food for the Food Service department per manual guideline, when applicable
Prepare and produce ""Quality"" food & products to meet or exceed our customer & company expectations
Prepare grill orders
Use Fryer per manual guidelines
Slice meats and cheeses
Assist in proper rotation of product in coolers and freezers
Assist in maintaining good code dates on all products
Put up stock
Follow company Food Safety program
Keep workstation and area around workstation neat and clean (washing dishes, mopping, ventilation)
Assist in ordering product and supplies needed for daily operation
Assist in making sure that all packaged products for self-service are in proper package with correct weights and ingredients to satisfy local weights and measures regulations
Food Service Associates should expect to be cross trained in multiple areas with varying responsibilities. Qualifications:
Must be 18 years of age or older
Food Service experience a plus, but not required
Ability to meet standard Physical, Mental, and Visual demands
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less ",1,0,0
40,Purchasing,Retail,Entry level,"Essential Job Functions




Ensure efficient and courteous customer service at all times in support of the company mission to ""Run the Best Store in Town!""
Maintain a positive attitude; create an atmosphere of friendliness and fun through flexibility and teamwork.
Generate a positive, friendly, and fun working environment with a customer first initiative by greeting and speaking to customers, provide prompt, courteous, and efficient customer service.
Prepare all food for the Food Service department per manual guideline, when applicable
Prepare and produce ""Quality"" food & products to meet or exceed our customer & company expectations
Prepare grill orders
Use Fryer per manual guidelines
Slice meats and cheeses
Assist in proper rotation of product in coolers and freezers
Assist in maintaining good code dates on all products
Put up stock
Follow company Food Safety program
Keep workstation and area around workstation neat and clean (washing dishes, mopping, ventilation)
Assist in ordering product and supplies needed for daily operation
Assist in making sure that all packaged products for self-service are in proper package with correct weights and ingredients to satisfy local weights and measures regulations
Food Service Associates should expect to be cross trained in multiple areas with varying responsibilities. Qualifications:
Must be 18 years of age or older
Food Service experience a plus, but not required
Ability to meet standard Physical, Mental, and Visual demands
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less ",1,0,0
41,Purchasing,Retail,Entry level,"Essential Job Functions




Provide efficient and courteous service to customers at all times including asking customers to the check-out. NEVER sign off the register with a customer waiting. Always wait until someone comes to relieve you.
Scan and ring customer orders according to company policy, including store productivity standards. Make sure items are credited to the correct department and all items are removed from the cart.
Receive and be accountable for all funds taken for each transaction.
Assist the courtesy clerk in bagging groceries.
Keep work station and area around work station neat and clean.
Know and follow all state and local laws regarding beer and/or wine sales.
Know and follow all federal laws regarding WIC handling.
Know and follow all coupon handling procedures.
Follow company check cashing and tendering procedures.
Know and follow policies and procedures for Debit Card/Credit Card/ Gift Card/EBT Cash/EBT Food Stamp transactions.
Follow company policy for proper use of assigned tills.
Take weekly produce tests.
Responsible to see that all not-on-file items have been recorded and turned in on a daily basis.
Follow proper procedures for obtaining change.
Proper usage of intercom.
NEVER carry on a conversation with another associate while checking out an order.
Know and understand the ValuCard program and be able to explain the program.
Assist with light stocking duties (candy, cigarettes)
Sweep front end.
Replace misplaced items to the proper location.
Keep bathrooms neat and clean.
Other duties may be assigned as needed. ?Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less ",1,0,0
42,Management and Manufacturing,Wholesale,Entry level,"Preferred Qualifications

Prior experience working in multiple departments in a distribution center.
Previous experience operating material handling equipment.
Ability to understand written material.


Job Summary

Works in multiple departments within a distribution center, including case pick, shipping, receiving, returns, loading, order processing, and replenishment. Operates material handling equipment to move inventory within the facility.

Major Tasks, Responsibilities, And Key Accountabilities

Uses material handling equipment to locate and deliver products, supplies, and equipment to designated areas.
Assists with staging and loading orders into trucks for customer delivery.
Verifies quantity and quality of incoming products from vendors and distribution centers.
Uses packing list information to collect items for customer orders, including building and wrapping pallets of products.
Examines and inspects stock items for wear and defects and notifies management of inventory issues.
Returns misplaced products to proper storage areas.
Maintains a clean working environment in accordance with company safety policies.
Performs inventory control functions as needed.


Nature and Scope

Refers complex, unusual problems to supervisor.
Under general supervision, exercises some judgment in accordance with well-defined policies, procedures, and techniques. Work typically involves regular review of output by a senior coworker or supervisor.


Work Environment

Typically located in a comfortable environment but with regular exposure to factors that may cause noticeable discomfort or a moderate risk of accident or illness, such as temperature extremes, moving machinery, loud noises, and fumes.
Ability to lift and carry up to 50 pounds in a physical environment. Ability to stand for periods of time up to and exceeding 60 minutes. Ability to make repetitive movements, such as using a 10-key or calculator, bending, or squatting.
No travel required.


Education And Experience

HS Diploma or GED strongly preferred. Specialized skills training/certification may be required. Generally 2-5 years of experience in area of responsibility.


Equal Employment Opportunity

HD Supply is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Show less ",1,0,0
43,Management and Manufacturing,Wholesale,Entry level,"Preferred Qualifications

Prior experience working in multiple departments in a distribution center.
Previous experience operating material handling equipment.
Ability to understand written material.


Job Summary

Works in multiple departments within a distribution center, including case pick, shipping, receiving, returns, loading, order processing, and replenishment. Operates material handling equipment to move inventory within the facility.

Major Tasks, Responsibilities, And Key Accountabilities

Uses material handling equipment to locate and deliver products, supplies, and equipment to designated areas.
Assists with staging and loading orders into trucks for customer delivery.
Verifies quantity and quality of incoming products from vendors and distribution centers.
Uses packing list information to collect items for customer orders, including building and wrapping pallets of products.
Examines and inspects stock items for wear and defects and notifies management of inventory issues.
Returns misplaced products to proper storage areas.
Maintains a clean working environment in accordance with company safety policies.
Performs inventory control functions as needed.


Nature and Scope

Refers complex, unusual problems to supervisor.
Under general supervision, exercises some judgment in accordance with well-defined policies, procedures, and techniques. Work typically involves regular review of output by a senior coworker or supervisor.


Work Environment

Typically located in a comfortable environment but with regular exposure to factors that may cause noticeable discomfort or a moderate risk of accident or illness, such as temperature extremes, moving machinery, loud noises, and fumes.
Ability to lift and carry up to 50 pounds in a physical environment. Ability to stand for periods of time up to and exceeding 60 minutes. Ability to make repetitive movements, such as using a 10-key or calculator, bending, or squatting.
No travel required.


Education And Experience

HS Diploma or GED strongly preferred. Specialized skills training/certification may be required. Generally 2-5 years of experience in area of responsibility.


Equal Employment Opportunity

HD Supply is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Show less ",1,0,0
