,Job Function,Industry,Seniority,Job Description,Segment,female,male
22,Administrative,"Transportation, Logistics, Supply Chain and Storage",Mid-Senior level,"Are you detail oriented with killer follow-up skills? Do you love projects and processes and find yourself being called the resident guru on all the things? Do you thrive in a role that offers variety and a fast pace? Are you a confident, proactive self starter who is always thinking ahead? ELITE Transit Solutions is looking for an experienced Executive Assistant to join us in our Scottsdale office!

About The Role-executive Assistant

The primary function of the Executive Assistant is to ensure that the office and offsite office properties (condominiums, etc.) function in a smooth and efficient manner. The Executive Assistant will also provide administrative and operational support to the CEO. It is also the duty of the Executive Assistant to exhibit positivity and approachability in all daily operations as it relates to overseeing the general administrative function and activities of the office.

This is a fully in-office role with a schedule of Monday-Friday 8:00am-5:00pm

About Us

ELITE Transit Solutions is a rapidly growing third-party logistics (3PL) company with an office in the heart of Scottsdale's dynamic Old Town neighborhood. Surround yourself with highly motivated individuals who bring hustle and heart to work every day! At ELITE, we match our shipping partners with the best carriers possible to push the supply chain forward and provide the top customer service in the biz.

Our proprietary technology is pushing us forward & there are big things on the horizon!

Come be part of our team and build something Distinctly ELITE .

Perks

Benefits (medical, dental and vision) start the first of the month following your start date!
Student Loan Reimbursement (up to $1200/year)
9 Paid Holidays
Mental Health Floating Holiday
Diversity Floating Holiday-take time for unique celebrations!
401(k) with match
Parental Leave
Door DashPass for Work
Working Advantage Discount Program
Dell Discount Program
Employee Referral Program

Atmosphere

Modern comforts -open air with couches, lounges, and natural light…no cubicles here!
Competitive spirit -take a break and challenge your neighbor to an office competition (pool or ping pong anyone?)
Casual dress -You do your best work when you’re comfortable. Our offices have a casual dress code.
Free Bevvys- Fuel up with free coffee, tea, and snacks throughout the day. After your shift, pour a pint from our draft beer selection.
Growth opportunity -ELITE is rapidly expanding! Get yourself on the fast track to management.
Collaborate- We work in teams, toward one goal. Bring your best ideas to the front!

Roles And Responsibilities

Performs a broad range of professional and personal administrative support duties to ensure executive administrative work is being managed timely and efficiently.
Assists the CEO with the following tasks: calendar management and scheduling, reviewing, prioritizing, and responding to emails, taking notes at meetings, and providing summaries.
Prints, assembles, files, and organizes documents for executive staff.
Performs duties such as ordering office supplies, opening packages, preparing packages for shipping, and opening general company mail for appropriate distribution.
Ensures office visitors are welcomed and provided with all the items needed to easily access the office and corporate condo during their travels.
Serves as a leader and planner on office committees related to special events, i.e., Culture Club.
Promotes an engaging, positive, and fun office environment.
Makes travel arrangements for staff members including communication of confirmations and travel instructions; maintains travel reporting
Manages the business and relationship of any assigned external vendors.
Ad hoc projects varying from small to large scale, which could involve assembling furniture to organizing office outings
New hire concierge-print/assemble new hire training materials, welcome new hires, and provide an office tour, order new hire lunch, be a resource to new employees as they transition into the organization

Skills And Requirements

Excellent verbal and written communication skills.
Excellent interpersonal and customer service skills.
Organizational skills, attention to detail and the ability to multi-task
Time management skills with a proven ability to meet deadlines.
Takes initiative on projects/tasks and completes with minimal direction
Is a Go-To Person while also being a team player
Previous office manager or administrative assistant experience is preferred.
Proficient with Microsoft Office or related software.
Ability to lift up to 50 lbs.
High school diploma or equivalent required.

We are an Equal Opportunity Employer

Elite Transit Solutions, and its subsidiaries, are proud to be equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex (including pregnancy), age, marital status, sexual orientation, veteran status, gender identity or expressions, or other characteristics protected by law. Elite Transit Solutions also makes reasonable accommodations for individuals with disabilities who are otherwise qualified to perform a job unless such accommodations would impose an undue hardship.
Show less ",1,0,0
23,Administrative,"Transportation, Logistics, Supply Chain and Storage",Entry level,"R.A.S. Logistics is a leader in the logistics industry providing final mile delivery services. We are currently recruiting for an Office Administrator in our Richfield, WI facility. R.A.S. partners with multiple name brand companies in diverse markets and we pride ourselves on exceeding customer expectations.




Office Administrator responsibilities include but are not limited to the following.




Maintain organization of the office and delivery documents
Assist where needed with office tasks
Contact customers and notify of product availability
Reschedule customer deliveries when required
Assemble route paperwork
Communicate with delivery teams




Office Administrator requirements include the following.




Ability to remain professional and courteous with customers and co-workers
Excellent verbal and written communication skills
Exceptional team player with the confidence and integrity to earn customer and internal confidence quickly
Previous customer service experience preferred
Knowledge of Microsoft Office and Windows based applications
Strong organizational skills
Flexibility to work additional hours, if needed




Office Administrator benefits include the following.




Excellent base wage
Insurance available 1 st of month after 60 days; Retirement plan available 1 st of month after 90 days; Retirement match provided after 1 year
Affordable Anthem BCBS Medical, Dental and Vision Insurance.
Company provided life insurance and additional voluntary life insurance available.
Company provided short and long term disability.
Excellent 401k match of 100% on first 3% then 50% on next 2%




R.A.S. Logistics is proud to be an Equal Opportunity employer.
Show less ",1,0,0
24,Administrative,Truck Transportation,Entry level,"Mission Assignment

The Data Entry Specialist is responsible for ensuring that loads are correctly entered through HubTran software in a timely and accurate fashion to meet cut-off times and performance targets.

Key Roles & Responsibilities

Review and correctly label, group and enter documents in Hubtran to meet daily workload and targets.
Utilize TBS software in accordance with HubTran to identify and correctly process potential duplicate loads.
Meet or exceed all daily, weekly and department goals.
Provide feedback to lead and team on how you will accomplish weekly goals.
Use all the resources and software TBS provides to better accomplish tasks.
Maintain communication with Team Lead and members through Teams chat daily.
Promotes and fosters a positive and supportive environment that is committed to the success of the department, peers and the overall goals of TBS.
Understand and keep current on the latest procedures for department and company.

Personal Attributes & Requirements

Excellent customer service and people skills meaning polite, responsive, knowledgeable and follows through with tasks.
Outstanding communication skills (both written and verbal) regardless of organizational level.
High level problem solver and multi-tasker with the ability to independently prioritize and complete tasks.
High level of attention to detail.
Dependable with exceptional attendance and time management skills.
Flexible and highly self-motivated team player.
Willing to work overtime if required.
Strong willingness to respect and support the hierarchy of the company.

Qualifications, Education & Special Requirements

High School Diploma or Equivalent, College Degree Preferred.
Industry knowledge of transportation, factoring and finance preferred.
Highly skilled in computer, electronic communication, and technology proficiencies with ability to quickly learn new software, applications, systems, and operate office equipment.
Strong knowledge of Excel (spreadsheets), Microsoft Outlook, Word, and Power Point.
Ability to move in and out and around the office, including furniture and ability to access file cabinets, office machinery, etc.
Capable of constantly (i) operating a computer, keyboard, and mouse; (ii) viewing monitors, and (iii) working other office equipment, such as a calculator, copy machine, computer printer, fax machine, overhead project systems.
Ability to type efficiently and effectively without excessive errors.
Capacity to learn quickly and accurately apply and communicate the knowledge.
Show less ",1,0,0
25,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Executive,"We are seeking an organized and detail-oriented Warehouse Manager to oversee our warehouse operations. You will schedule warehouse staff and delegate tasks to ensure efficient receiving and shipment of goods. When shipments arrive or before deliveries leave the warehouse, you will check inventory with orders to check that the shipment is complete. It will be vital for you to input inventory and maintain current records into our database. Our ideal candidate has at least seven years of experience in a warehouse, with at least one year in a supervisory role. Warehouse Manager Duties and Responsibilities * Create and manage receiving, warehousing, and distribution processes and procedures, and confirm staff compliance. * Conduct physical counts of products and reconcile with data to maintain adequate inventory levels. * Develop and monitor procedures for safety and security of warehouse environment and all goods. * Inspect all warehouse equipment and order repairs and replacements when required. * Prepare an annual budget, plan out expenses, analyze any variances, and make necessary corrections to help company achieve financial objectives. * Recruit, hire, and train new warehouse employees * Oversee all warehouse employees, including creating schedules, providing coaching and mentoring, and issuing corrective action when required. Warehouse Manager Requirements and Qualifications * High school diploma or equivalent; associate or bachelor's degree preferred * 7+ years of experience in a warehouse * Familiarity with inventory control and management * Knowledge of proper safety procedures, equipment maintenance, and warehouse best practices * Strong leadership and interpersonal communication skills, with the ability to manage and develop a team. * Flexible schedule Company Description At TH Logistics, our team serves as packaging and supply chain experts with an operational edge. As a minority-owned packaging, third-party (3PL) and fourth party (4PL) service provider, our team is made up of seasoned experts who deeply understand supply chain management. Our Network: We have offices along the East Coast, but our footprint expands across the entire United States. Whether you need warehousing and distribution services, transportation management, transload services or contract packaging, our team can deliver. Our Mission: We improve the efficiency and outcomes of all of your projects across the supply chain network. Everything we do should enhance your brand and get it into the eyes and hands of your customers.




At TH Logistics, our team serves as packaging and supply chain experts with an operational edge. As a minority-owned packaging, third-party (3PL) and fourth party (4PL) service provider, our team is made up of seasoned experts who deeply understand supply chain management. Our Network: We have offices along the East Coast, but our footprint expands across the entire United States. Whether you need warehousing and distribution services, transportation management, transload services or contract packaging, our team can deliver. Our Mission: We improve the efficiency and outcomes of all of your projects across the supply chain network. Everything we do should enhance your brand and get it into the eyes and hands of your customers.
Show more ",1,0,0.21
26,Human Resources,"Transportation, Logistics, Supply Chain and Storage",Not Applicable,"Overview

Human Resources Generalist

See yourself at Wallenius Wilhelmsen. We collaborate, we care, we challenge every day to keep the world in motion and transform logistics into a zero- emissions, carbon-free industry. Join us and make it happen!

Are you a highly collaborative HR generalist? Ready to take on a new role that promises to never be boring? Apply today!

Responsibilities

WHAT YOU'LL DO

Manage benefits administration and reporting; communicate benefits information to employees
Support recruitment and talent acquisition,
Oversee new employee orientation and training including onboarding, sexual harassment prevention
Guide career exploration with managers and employees

Qualifications

WHAT YOU'LL NEED

A solid understanding of employee investigations to resolve issues
three to five years of HR experience, or seven years of experience in the HR field, or any similar combination of education and experience
Ability to communicate clearly and effectively
System savvy - able to quickly learn our HR systems

EVEN BETTER IF YOU HAVE

Experience with HRIS, iCIMS, and Payroll systems; Kronos is a plus

About You

You're an experienced HR professional who thrives on leading change and partnering with the business to achieve results

About Us

At Wallenius Wilhelmsen and across our businesses, salaries are determined by position, level, location, and similar factors. The pay or salary range listed on each job posting reflects the minimum and maximum projected rate of pay for the specific position across our United States locations. Equally as important, as a team member, individual earnings may consider knowledge, skills, abilities, work location and related factors. The current salary range for this position is $60,000-$80,000. Wallenius Wilhelmsen team members are also eligible for annual merit-based salary adjustments, and participation in competitive benefit programs. Some roles in the company may offer an additional annual bonus. Additional details on salary or pay ranges and benefits will be available through the interview and employment process. Salary or pay ranges are separate from bonus opportunities and/or benefit plans. At Wallenius Wilhelmsen benefits and perks listed here may vary depending on the nature of employment with Wallenius Wilhelmsen and the country work location. This role will have access to medical, dental, and vision insurance, a 401(k) plan with company match, short-term and long-term disability coverage, basic and supplemental life insurance, and wellbeing benefits, among others. Full-Time U.S. based employees also receive scheduled paid holidays, floating holidays determined each year, as well as paid vacation and sick time.

Wallenius Wilhelmsen is an iconic shipping and logistics company with premium end-to-end supply chain management. Our vision is to empower people and markets through a sustainable flow of goods and services.

We transport and handle cars, tractors, trains, windmills, or even whole factories for some of the most well-known companies in the world. Our eyes will always be on supreme quality in everything we do, while moving towards zero-emission logistics. We are powered by nearly 8200 people, working on vessels and at ports, at vehicle and equipment processing centers, and offices in nearly 45 countries. When added up, the effort of our global workforce keeps the world moving.

OUR COMMITMENT TO DIVERSITY, EQUITY, & INCLUSION

We are a global group of people from diverse backgrounds and lifestyles. Wallenius Wilhelmsen is proud to be an equal opportunity employer committed to building a workplace where all contributors feel they can bring their best selves every day, learn from each other, and be appreciated. We recognize that Diversity, Equity, and Inclusion is central to our business outcomes because it touches every part of our operations and strategy. Our journey towards sustainable and integrated logistics compels us to attract people with diverse experiences, skills, and abilities.
Show less ",1,0,0
27,Management and Manufacturing,Truck Transportation,Executive,"We are seeking a experienced Vice President of Manufacturing. The ideal candidate will have a strong business mind, attention to detail, and proven experience building, managing and scaling a manufacturing organization based on strategic business requirements. ESSENTIAL FUNCTIONS: * Build, lead and develop a highly motivated and world-class team to achieve the goals of the company's manufacturing initiatives. * Champion a culture of continuous improvement to identify and implement efficiency and product enhancement opportunities. * Monitor supplier performance to assess ability to meet quality and delivery requirements. * Manage manufacturing process through product life cycle process including transfer to manufacturing, pilot build process scale-up and production manufacturing. * Develop and manage relationships with key suppliers and potential outsource manufacturers where appropriately aligned with commercialization plans. * Define and drive the operating approach to transition new products from R&D to manufacturing and build product transfer team. * Ownership of Bill of Materials including changes through the product life-cycle management Engineering Change Order process * Oversee the leadership of supply chain management, including negotiation, strategic planning and forecasting, cost reduction initiatives, quality control and consistent supply chain operations. * Lead the process to track in-process manufacturing performance including batch records, in-process component failures and analysis. * Ensure implementation of Quality Management Systems and document control in support of manufacturing including Complaint Review process * Partner with Development teams to ensure product manufacturability, develop process validation plans, and create process instructions and methods for all products and subassemblies. EDUCATION, SKILLS, & EXPERIENCE: * 12 years of progressive manufacturing leadership experience * Strong problem-solving, strategic-thinking, and critical analysis ability; able to make effective decisions and execute an appropriate course of action that complies with quality and regulatory requirements while supporting business objectives * Experience leading an in-house manufacturing team, required * Excellent negotiation, interpersonal and communication skills * Ability to travel 10-20% time both domestically and internationally * Strong understanding of supply chain cost and accounting principles required resumes to: resumesatpermantechcom Company Description The Best career move you'll ever make.




The Best career move you'll ever make.
Show less ",1,0,0
28,Information Technology,"Transportation, Logistics, Supply Chain and Storage",Not Applicable,"Bioenergy Devco, LLC is a developer of anaerobic digestion and composting facilities throughout North America. Bioenergy is affiliated with BTS Biogas, an Italian company that develops anaerobic digestion facilities in Europe and throughout the world. The BDC IT team provides support for these operations.




The IT Support Specialist Performs a variety of moderately complex Information Technology support duties to ensure smooth delivery of technology services. This role will monitor, operate, or coordinate and assist others in the operation of computer hardware, software, and peripherals in order to achieve desired results. They’ll utilize computer equipment, software and diagnostic tools to perform a broad range of customer assistance, production job processing, equipment maintenance and repair and computer operations assignments. Updates supervisor on status of projects or technical issues.




The ideal candidate will exercise judgment and creativity in selecting and applying procedures correctly and determining when to escalate problems to the supervisor or next level of support. The Specialist will also be readily available for all BDC employees and consultants in need of assistance with any hardware or software problems. The IT Support Specialist will report to the IT Lead.




Responsibilities




Provide Onboarding and Offboarding of equipment and software to staff, provide training on supported systems as required
Maintain Inventory tracking databases, software licensing allocation and other IT maintenance tracking systems
Manage the organizations RMM and ticketing systems. Provide remote support, apply patching, and monitor for systems issues. Handle security monitoring and change access requests. Create and maintain documentation for Business Continuity and IT Operations Provide front-line IT support to the organization
Process hardware support and warranty repair as needed
Complete internal IT projects such as researching replacement solutions, new IT initiatives and so on
Participate in on-call support rotation with other staff


Qualifications | Experience




Experience in MS Office 365 Suite
Experience in creating and maintaining document libraries and lists
Advanced knowledge of Microsoft Windows, Mac OS, IOS and Android platforms . Demonstrated ability to troubleshoot common system issues, rebuild and restore systems to working condition
Knowledge of network architecture, troubleshooting, firewall rules, physical wiring connectivity, wireless troubleshooting, and configurations
Experience in analytical IT troubleshooting both hardware and software based
Self-starter with strong quantitative/analytical skills, attention to detail and focus
Strategic and creative thinking skills
Assertive, takes initiative, has leadership qualities and employs a strong work ethic through being a close
member of the IT team
Ability to adapt, learn quickly, share and take on new responsibilities
Experience or interest in renewable energy and/or waste management
6 years experience working with advanced computer troubleshooting and end-user IT support Preferred
Programming / Scripting experience (Powershell, Python, BASH, HTML, JS)
Linux experience
Industrial Systems experience
Microsoft, Cisco and/or other similar support Certifications


Physical Requirements | Work Environment




Day travel to various locations required, must have reliable transportation
Support industrial facilities, which can be high odor locations, moving from indoor to outdoor locations
Must follow requirements for PPE and safe working conditions
Ability to lift up to 50 pounds, sit for periods of time, crawl and climb using a ladder to support equipment as needed
Must be able to reliably work without supervision
Must be outgoing, willing to engage with users and complete tasks within agreed timeframes





Reasonable accommodations may be made to enable individuals with disabilities to perform the essential




functions.




EQUAL OPPORTUNITY EMPLOYER




We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.
Show less ",1,0.16,0
29,Distribution and Supply Chain,Truck Transportation,Entry level,"Put Yourself in the Driver's Seat. At FBM we believe that safe, qualified Drivers are a skilled group of individuals. They masterfully help to move materials and products within the job sites, and they are an important part to our overall team operation. Drive and Thrive - Professional Driving that Fits Your Life We hope your driving career continues to be a long and a safe one. As you make decisions about your career, consider professional driving that fits your life with FBM. Come join our great family of drivers and be home daily! Essential Functions/Qualifications:

Valid Driver's License with clean record is required.
CDL License is preferred, but not required.
The ability to inspect trucks daily and verify that they are loaded and secured properly when leaving the facility in accordance with Company and D.O.T. standards.
Arrive to work on time when scheduled.
The ability to unload, protect, move and stage materials as specified by customer directive.
Attend and participate in all required company training programs.
Operate forklift and other company vehicles and equipment as trained and instructed.
Frequent heavy lifting 100lbs.
Must be able to pass a drug test.
Works well in a team environment.
Conform to all safety rules and regulations of the Company and OSHA standards.
Must attend and participate in all required meetings in relation to material delivery and overall company.
Additional training such as Forklift, and other specified equipment may be required.
Display leadership and may be requested to direct and supervise within their department.
Basic understanding and knowledge of operation of a forklift and other equipment.
Basic understanding and knowledge of building materials.
Support our company values in the stated areas of Safety, Customer Focus, Teamwork, Integrity and being a Company of Choice for both employees and customers.
Other duties may be assigned. FBM Benefits
Offer Competitive pay
Excellent benefits including: Medical, Dental, Vision, and 401K plans
Well-maintained equipment About Foundation Building Materials Foundation Building Materials (FBM) is a leading North American distributor of building materials focused on meeting and exceeding the needs of local construction trades with best-in-class products and services. Based in California, FBM has more than 4,500 employees in more than 250 locations across the U.S. and Canada. FBM's core values - safety first, a focus on customers and team members, honesty and integrity - form the foundation for an outstanding customer experience that is recognized across the industry. FBM promotes an equal employment opportunity workplace with respect to all categories protected under applicable State and Federal law.
Show less ",1,0,0
30,Administrative,Truck Transportation,Entry level,"Transportation Worker is a permanent, full-time position with the Department of Transportation.
Positions are located throughout the state.
Employees perform a variety of routine tasks ranging from simple unskilled manual work to the operation of various pieces of simple mechanized equipment.
Vacancies are filled by direct appointment.
No examination is required. No employment register is maintained.
Applicants meeting the qualifications below may apply directly to the Alabama Department of Transportation Region or District Office for which they wish to work or to the State Personnel Department to be placed on the direct appointment list for Transportation Worker.
MINIMUM REQUIREMENT(S) Completion of eighth grade.
Show less ",1,0,0
31,Human Resources,"Transportation, Logistics, Supply Chain and Storage",Entry level,"Do you enjoy working in a team environment providing strategic counsel and advisory services to leaders on business and people related issues?Do you take an energetic and influential approach to bring challenge and perspective to a business agenda?Would you get job fulfillment by playing a pivotal role in making sure our environment is the best possible workplace for our associates?Do you have a high regard for personal accountability and fully understand why integrity, trust, and customer focus are required qualities to display within the Human Resources function?

If so, DHL Supply Chain has the opportunity for you.

Job Description

We’re looking for top notch HR Representatives to provide outstanding customer service to our business leaders at distributions centers and regional offices across the country. We need people who thrive in a fast-paced environment, who are looking for a good challenge, and who are dedicated to creating and developing superior customer relationships. You’ve got to be sharp, and you must be on your game every day… because you will be an required part of everyday life.

Some of our distribution centers are free-standing. Others are on-site with customers.No matter where we are, we’re part of their team, we’re invested in their success, and our operation is fully transparent. DHL Supply Chain is a world-class company, and we hire only world-class people.People who aren’t afraid to work hard – in fact, people who want to work hard.

In this HR Representative role:


Implement HR strategies and initiatives aligned with the overall business strategy
Employee Relations and Engagement
Serve as an advocate and counsel to hourly and exempt associates
Drive initiatives/activities in support of site climate and culture
Conduct internal investigations as needed
Ensure compliance with required regulations, policies, and laws related to Human Resources activities
Ensure the administration of audit activities for compliance within HR policies and procedures
Train management in interviewing, hiring, terminations, promotions, performance review, safety, and sexual harassment
Provide feedback and coaching to managers, actively listen and ask searching clarifying questions in regards to associates
Assist with staffing, succession planning and associate programs and processes
Understand concepts related to compensation and benefits systems, processes, and employee communications
Administration of and action planning activities related to the annual EOS process
Enter and maintain data in HRMS system
Administration of our performance management process


Required Education And Experience


BS/BA degree in Human Resources or related field or minimum of 5 years HR experience, required
PHR/SPHR SHRM-CP/SHRM-SCP certification, preferred
0-3 years of experience in HR with exposure to all major functional areas of HR, required
Knowledge of HR systems and databases, required
In-depth knowledge of labor law and HR best practices, required


Our Organization has a business casual environment and focuses on teamwork, associate development, training, and continuous improvement. We offer competitive wages, excellent affordable insurance benefits (including health, dental, vision and life), 401K plan, paid vacation and holidays.

Our Organization is an equal opportunity employer.
Show less ",1,0,0
32,Engineering and Information Technology,Truck Transportation,Entry level,"The assistant district engineer is responsible for directing engineering and/or operational activities for the district as assigned and for assuming the authority of the district engineer when necessary. Responsibilities are performed under general supervision.




Division: Leadership
Job Title Code: R09101
Hiring Supervisor: Stacy Reese
Salary Grade: MM06




A Day In The Life




Supervises and provides direction to district department heads; supports employee development through mentoring, performance management and area work plans.
Monitors and ensures district programs and projects are on schedule and will meet the department\'s expectations; investigates schedule delays and recommends remedial action as assigned; conducts field visits to monitor activities for assigned areas.
Directs and tracks the district operating budget, state transportation improvement plan, equipment purchases, facilities program and business plan; allocates resources within the district to meet budget and funding needs; plans for future district operational needs; prioritizes district projects and activities. Serves as the district engineer as required.
Responds to requests for information from other districts and divisions.




What you\'ll need for success:




Bachelor\'s degree in Engineering from an ABET-accredited college or university curriculum.
Licensed as a Professional Engineer in the State of Missouri.
Over nine years of experience in highway or transportation engineering.




Special Working Conditions And Job Characteristics




Job requires occasional, statewide, overnight travel.




Why you\'ll love MoDOT:




You\'ll play a key role in maintaining the seventh largest highway system in the United States.
You\'ll receive training opportunities and a chance to further your career.
You\'ll be able to take advantage of many benefits for you and your family while providing service to others in a culturally diverse workplace. Visit ourCAREERSpage to explore all we have to offer.




At MoDOT, we value team players who are open-minded and work well with others to accomplish goals and fulfill our mission of safety, service, and stability. We see the growth of our team members as an investment, both in MoDOT\'s future and yours. If you\'re looking for diverse opportunities, challenging work, and a family-friendly environment, we want to talk to you about joining our winning team.




Are you interested?




MoDOT operates on shared values and your success in our organization depends upon modeling these values. CLICK HEREto view our mission, values, and tangible results. If you embrace these values, we welcome your application.




For questions about this position, or to check the status of your application, please e-mail: Southwest District Human Resources atSWHR@modot.mo.gov




Your application and ALL requested documents must be received by the closing date on this job posting.




The State of Missouri is an equal opportunity employer.




We celebrate diversity and are committed to creating an inclusive environment for all employees.
Show less ",1,0,0.22
33,Management and Manufacturing,Truck Transportation,Entry level,"The Transit Authority of River City (TARC) is seeking an experienced Mechanic for our 24/7 operation, including weekends and holidays. Candidates must be able to work shifts or flexible work schedules as needed, including nights, weekends and holidays.

Duties

Plans work using experience, charts, and/or manuals.
Performs ""road calls.""
Makes road repairs; makes arrangements for available coach for drivers
Repairs or replaces parts in transmission, adjust brakes, treadle values using mechanics hand tools and lubricating.

Minimum Qualifications

18 years of age
Current valid Driver’s License
No Moving Violations in the past 24 months
No convictions within the past 5 years
Ability to pass DOT physical and drug screen
Ability to obtain and maintain Class B CDL with Passenger endorsement (CDL Permit is acceptable if obtained prior to date of hire).
Successful performance on test(s)
Minimum of 3 years diesel mechanic experience or 5 years automotive experience for Mechanic “A”
Applicants must be eligible to work in the United States and be able to pass a criminal background check and motor vehicle driving review.

Comprehensive Benefits/Pay

“A” Mechanic starting hourly rate of $26.82
Medical, Dental, Vision, Life and Disability Insurance
Participation in County Employee Retirement System
Paid Holiday
Paid Sick Leave and Vacation

Transit Authority of River City (TARC) is an equal opportunity employer with a strong commitment to the community we serve. Applicants shall not be discriminated against based on race, color, religion, national origin, sex (including gender identity, sexual orientation, and pregnancy), age, genetic information, disability, veteran status, or other protected class.

Reasonable accommodations may be made for those who are able to perform the essential duties of the position.

TARC is a Drug Free Workplace
Show less ",1,0,0
