,Job Function,Industry,Seniority,Job Description,Segment,female,male
29,Administrative,Higher Education,Entry level,"Details




Open Date 03/14/2023




Requisition Number PRN34198B




Job Title Administrative Assistant




Working Title Administrative Assistant




Job Grade D




FLSA Code Nonexempt




Patient Sensitive Job Code? No




Standard Hours per Week 40




Full Time or Part Time? Full Time




Shift Day




Work Schedule Summary




VP Area Academic Affairs




Department 00172 - College of Social Work-Dean




Location Campus




City Salt Lake City, UT




Type of Recruitment External Posting




Pay Rate Range $20.00 - $23.00




Close Date




Open Until Filled Yes




Job Summary




The University of Utah College of Social Work is seeking a talented, energetic professional to provide support in a fast-paced, customer-focused, and professional environment. The position requires extensive in-person, phone, and email interaction with prospective students, student applicants, faculty, and other University and College staff. Candidates must have strong communication and customer service skills; organization and project management skills; and effective collegial and team player skills—capable of handling multiple tasks, projects, and relationships at one time.




An excellent benefits package is included (seehere (https://www.hr.utah.edu/benefits/) for a full description of the benefits package):




14.2% employer retirement contribution in addition to employee contributions (automatic and immediately vested)
Paid parental leave (in addition to FMLA )
11 paid holidays per year plusvacation accruals each month (https://www.hr.utah.edu/forms/lib/VacationAccrualTable.pdf)
Excellent health insurance options that are both affordable and allow access to care through the University of Utah health system
Tuition reduction for employees and family members
Options for short-term and long-term disability insurance, life insurance, and HSA / FSA savings plans are available
Free public transportation pass (seehere (https://www.rideuta.com/Fares-And-Passes/Pass-Programs/UTA-School-Pass-Programs/University-of-Utah) for more information)




Responsibilities




Job Functions




Performs clerical support including maintaining a presence in the Advising Office, scheduling appointments, participating in faculty and departmental meetings, transcribing minutes, responding to phone calls, and typing correspondence, manuals, and manuscripts.
Process expense reimbursements, departmental deposits, mileage reimbursements and purchase requests
Update CSW travel policy in collaboration with college administration
Coordinate travel for CSW faculty, staff and other visitors. Use University travel resources to set up travel, book airfare, conference registrations, and process reimbursements
Provide excellent customer service to visitors, students, staff, faculty and the general public
Handle incoming and outgoing telephone calls, mail, email, and faxes
Schedule appointments, maintain schedules and calendars, coordinate meetings and conferences, schedule rooms, and order catering as applicable
Coordinate and report on the completion of tasks in a clear and timely manner
Organize, coordinate, set up, and attend program meetings and events
Reconcile program activities, budgets, deposits, and purchase cards
Provide back-up administrative support
Other duties as assigned




Job responsibilities may include driving. A valid Utah driver’s license and clean driving background as determined through screening required.




This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.




Work Conditions




Nearly continuously: office environment




Work Environment And Level Of Frequency Typically Required




Nearly Continuously: Office environment.




Physical Requirements and Level of Frequency that may be required




Nearly Continuously: Sitting, hearing, listening, talking.




Often: Repetitive hand motion (such as typing), walking.




Seldom: Bending, reaching overhead.




Minimum Qualifications




Associate degree in business or equivalency (2 years related work experience may be substituted for 1 year of education) and three years full-time secretarial experience required. Demonstrated human relations and effective written and verbal communication skills required. Knowledge of basic bookkeeping practices and direct supervisory experience preferred.




Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.




Preferences




Experience with Microsoft Suite




Type Benefited Staff




Special Instructions Summary




Additional Information




The University of Utah values candidates who have experience working in settings with students from diverse backgrounds and possess a strong commitment to improving access to higher education for historically underrepresented students.




Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities and protected veterans are encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities.




The University of Utah is an Affirmative Action/Equal Opportunity employer and does not discriminate based upon race, ethnicity, color, religion, national origin, age, disability, sex, sexual orientation, gender, gender identity, gender expression, pregnancy, pregnancy-related conditions, genetic information, or protected veteran’s status. The University does not discriminate on the basis of sex in the education program or activity that it operates, as required by Title IX and 34 CFR part 106. The requirement not to discriminate in education programs or activities extends to admission and employment. Inquiries about the application of Title IX and its regulations may be referred to the Title IX Coordinator, to the Department of Education, Office for Civil Rights, or both.




To Request a Reasonable Accommodation For a Disability Or If You Or Someone You Know Has Experienced Discrimination Or Sexual Misconduct Including Sexual Harassment, You May Contact The Director/Title IX Coordinator In The Office Of Equal Opportunity And Affirmative Action




Director/ Title IX Coordinator




Office of Equal Opportunity and Affirmative Action ( OEO /AA)




383 University Street, Level 1 OEO Suite




Salt Lake City, UT 84112




801-581-8365




oeo@utah.edu




Online reports may be submitted at oeo.utah.edu




For more information: https://www.utah.edu/nondiscrimination/




To inquire about this posting, email:employment@utah.edu (%20employment@utah.edu) or call 801-581-2300.




The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.




This position may require the successful completion of a criminal background check and/or drug screen.




https://safety.utah.edu/safetyreport This report includes statistics about criminal offenses, hate crimes, arrests and referrals for disciplinary action, and Violence Against Women Act offenses. They also provide information about safety and security-related services offered by the University of Utah. A paper copy can be obtained by request at the Department of Public Safety located at 1658 East 500 South.
Show less ",1,0.18,0
30,Information Technology,Research Services,Entry level,"Duties




Summary




This position is located in the United States Department of Agriculture (USDA), Agricultural Research Service (ARS), Grassland, Soil & Water Research Laboratory, Temple, TX. In this position, you will enhance models to better represent plant community dynamics, food/fiber and bioenergy production, environmental quality, nutrient and carbon cycling, water quality/quantity, and/or other factors and interactions that affect ecosystem services and sustainability.




Requirements




Qualifications




Applicants must meet all qualifications and eligibility requirements by the closing date of the announcement including specialized experience and/or education, as defined below. Basic Education Requirements Degree: biological sciences, agriculture, natural resource management, chemistry, or related disciplines appropriate to the position. OR Combination of education and experience: Courses equivalent to a major, as shown in A above, plus appropriate experience or additional education. AND In addition to meeting the basic education requirement stated above, all applicants must also meet the below minimum qualification requirements. GS-09 Specialized experience is experience directly related to the position to be filled. Specialized experience must be described for each grade level advertised. The specialized experience requirements for this position are:



Qualifying experience for GS-09 includes one year of specialized experience comparable to GS-07 which is directly related to the work of this position and which has equipped the applicant with the knowledge, skills, and abilities to perform successfully the duties of the position. For this position, specialized experience is experience assisting in the development of tools to assess research data; writing original programming code; and performing data management duties related to research studies. OR Education: Successful completion of 2 years of progressively higher level graduate education leading to a master's degree or master's or equivalent graduate degree. Related degrees may include biological sciences or computer sciences. OR A combination of graduate education and specialized experience as described above. GS-11 Specialized experience is experience directly related to the position to be filled. Specialized experience must be described for each grade level advertised. The specialized experience requirements for this position are:



Qualifying experience for GS-11 includes one year of specialized experience comparable to GS-09 which is directly related to the work of this position and which has equipped the applicant with the knowledge, skills, and abilities to perform successfully the duties of the position. For this position, specialized experience is experience developing new interfaces, web-based applications, and other model related tools; participating in the development of tools to assess research data; develop original program code using modem Microsoft.NET programming languages; and conducting model calibration and validation with graphical and statistical techniques. OR 3 years of progressively higher level graduate education leading to a Ph.D. degree Ph.D. or equivalent doctoral degree if directly related. Related degrees may include biological sciences or computer sciences. OR A combination of education and experience as described above.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.




Find Solutions to Agricultural Problems that Affect Americans Every Day, From Field to Table.
Show less ",1,0,0
31,Accounting/Auditing and Finance,Education Administration Programs,Entry level,"Required: High school diploma or ALSDE equivalent




Experience in bookkeeping duties




Proficient computer skills




See Attached Job Description




Experience with computerized accounting systems with Nextgen preferred




Start Date TBD




Duty Days 240




Reports To Principal/Accounting Manager




Job Posting Link www.ccboe.org




Salary Range: From/To Per Salary Schedule




Additional Job Information




240 days / 8 hours per day




Job Attachment View Attachment




240 days / 8 hours per day
Show less ",1,0,0
32,Education and Training,Education Administration Programs,Entry level,"Duty Days 187




Salary Range: From/To Teacher Salary Schedule




Endorsements




Physical Education




Additional Job Information




This position is for the 23/24 school year.




Job Attachment View Attachment




This position is for the 23/24 school year.
Show less ",1,0,0
33,Education and Training,Higher Education,Entry level,"Position Summary

The Curriculum and Instruction Specialist will support Master and Associate Teachers at Fisher to reflect on and refine their practices, evaluate curricula, and improve best practices and instructional quality through coaching, consultation and professional development.

Essential Functions

Curriculum and Instructional Support

Provide support for curriculum development and instruction across all departments at Fisher (infant, toddler, preschool, prekindergarten) by observing, consulting with teachers, connecting teachers with specialists and resources, and informing teachers of professional development opportunities.
Support program implementation of selected curricula, instructional methods, assessment tools and any supplemental materials at all age levels. Align program practices and standards to support quality implementation, and inform teachers of development opportunities.
Provide support to teachers in creating lesson plans that align with the curricula and are developmentally appropriate. Review lesson plans and provide teachers with timely feedback and recommendations.
Provide instructional support by observing students, consulting with teachers, modeling strategies, and supporting differentiation.
Participate in relevant committees at Fisher.
Collaborate with Fisher Inclusion Team to support teachers in the implementation of strategies for children with special needs
Participate in family meetings both formal (IFSP, IEP) and informal, as needed and as appropriate.

Instructional Quality

Evaluate program’s practices and instruction to assess for quality and effectiveness, and collaborate with teachers and administrators to improve program outcomes.
Participate in ongoing professional development opportunities, including workshops and conferences, to bring new and emerging best practices into the program.
Evaluation, purchase and incorporation of texts, material, resources and technology that will support instructional quality and integrate them into classroom instruction and program practices
Analyze and interpret curriculum-based data to improve student outcomes and overall program effectiveness.

Observation and Coaching

Conduct regular observation in all classrooms and provide feedback.
Engage teachers in individual and group reflective coaching to discuss observations and develop a plan to strengthen challenging areas and build on areas of strength.
Support peer (teacher-to-teacher) observation and learning between classrooms.
Participate in Reflective Practice and Supervision.

Professional Development

Provide or plan for formal and informal professional development for teachers and administrators.
In collaboration with the Director and Associate Director, coordinate annual teacher training and professional development plan.
Work with staff to ensure all curriculum objectives are aligned with the program standards including, but not limited to NAEYC and Pyramid Plus.
Provide staff training on newly adopted programs.
Collaborate with teachers to develop individual professional development plans.
Identify a variety of professional development opportunities that align to program and teacher’s goals and needs.
Develop and facilitate a professional learning community focused on instructional excellence.

Fisher Inclusion Team Coordinator

Demonstrate knowledge of best practices in early childhood general and special education and integrate those practices in short and long term plans for and goals of the Center.
Support teachers in integrating Center’s inclusive philosophy through coaching, professional development and training.
Coordinate all Fisher Inclusion Team (FIT) functions, services for children (with internal and external therapists) and communications between classrooms and families.
Work as a liaison and partner in curricular and instructional discussions between the FIT and classroom teachers
Ensure philosophy, curriculum and professional development plans promote the Center’s commitment to best practices in early childhood education, and diversity, equity and inclusion for staff, children and families.
Work with Director and Associate Director to promote a pedagogical philosophy for the Center with a focus on best practices, diversity, inclusion, collaboration and professionalism.
Provide support to teachers and admin team to introduce families to the Center’s inclusive philosophy and connect families to the FIT Team to support the education and development of children with special needs or challenging behaviors.

Knowledge, Skills And Abilities

Supportive and active participant of Fisher’s administrative team collaborating on ongoing program development aligned with licensing regulations and national accreditation
Ability to establish and maintain positive relationships and collaborate with all Fisher staff
Knowledge and experience implementing best practices in early childhood general and special education
Knowledge and experience with a variety of curricula and assessment tools and analyzing data
Strong verbal and written communication skills and ability to utilize technology for communication
Ability to multi-task, maintain confidentiality, think flexibly and to adapt work to the needs of teachers
Good judgment and highly developed planning and organizational skills, and initiative for working with minimal supervision
Attention to detail and ability to effectively adapt to or develop efficient processes and systems
Evidence of ongoing professional learning and reflective practice to continuously improve methods and strategies for adult learning
Work proficiently in Microsoft Office (Word, Excel, Outlook, PowerPoint, etc.) and Adobe for communication, data analysis, gathering and organizing information and presentations.
Work with several teams at Fisher including administration, teachers, committees, Fisher Inclusion Team and families on a variety of year round projects

Required Qualifications

Master’s degree in Early Childhood Education, Curriculum and Instruction, or a related field.
5 or more years of experience teaching in an inclusive early childhood educational setting in a lead teacher capacity
Pyramid Plus Training
At least two years of experience using MyTeachingStrategies
At least two years of experience working with adult learners

Preferred Qualifications

Experience working in a NAEYC accredited program
CLASS Observer Certification
Director qualified
Two or more years of experience in an administrative position
CPR and First Aid Certification

Work Schedule

Approximately 8 hours/day, Monday - Friday, between the hours of 7:45am-5:15pm. Evening and weekends as required.

Application Deadline

For best consideration, please submit your application materials by 4:00 p.m. (MST) April 22, 2023.

Special Instructions

Candidates must apply online through www.jobs.du.edu to be considered. Only applications submitted online will be accepted.

Salary Grade Number

The salary grade for the position is 9.

Salary Range

The salary range for this position is $58,000-$63,000.

The University of Denver has provided a compensation range that represents its good faith estimate of what the University may pay for the position at the time of posting. The University may ultimately pay more or less than the posted compensation range. The salary offered to the selected candidate will be determined based on factors such as the qualifications of the selected candidate, departmental budget availability, internal salary equity considerations, and available market information, but not based on a candidate’s sex or any other protected status.

Benefits

The University of Denver offers excellent benefits, including medical, dental, retirement, paid time off, tuition benefit and ECO pass. The University of Denver is a private institution that empowers students who want to make a difference. Learn more about the University of Denver .

Please Include The Following Documents With Your Application

Resume
Cover Letter

The University of Denver is an equal opportunity employer. The University of Denver prohibits discrimination on the basis of race, color, national origin, age (40 years and over in the employment context), religion, disability, sexual orientation, gender identity, gender expression, genetic information, marital status, veterans status, and any other class of individuals protected from discrimination under federal, state, or local law, regulation, or ordinance in any of the university's educational programs and activities, and in the employment (including application for employment) and admissions (including application for admission) context, as required by Title IX of the Education Amendments of 1972; Title III of the Americans with Disabilities Act of 1990, as amended in 2008; Section 504 of the Rehabilitation Act of 1973; Title VI and VII of the Civil Rights Act of 1964; the Age Discrimination Act of 1975; the Age Discrimination in Employment Act of 1967; and any other federal, state, and local laws, regulations, or ordinances that prohibit discrimination, harassment, and/or retaliation. For the university's complete Non-Discrimination Statement, please see non‑discrimination‑statement .

All offers of employment are contingent upon satisfactory completion of a criminal history background check.
Show less ",1,0,0
34,Administrative,Higher Education,Entry level,"Details




Open Date 03/15/2023




Requisition Number PRN34217B




Job Title Administrative Assistant




Working Title Administrative Assistant




Job Grade D




FLSA Code Nonexempt




Patient Sensitive Job Code? No




Standard Hours per Week 40




Full Time or Part Time? Full Time




Shift Day




Work Schedule Summary




8AM – 5PM, Monday through Friday.




VP Area President




Department 02128 - Chief Safety Officer




Location Campus




City Salt Lake City, UT




Type of Recruitment External Posting




Pay Rate Range $17.50 - $24.75/hour




Close Date




Open Until Filled Yes




Job Summary




Provides complex administrative support for department management. Coordinates and oversees the work of support staff.




Responsibilities




Disclaimer




This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.




Essential Functions




Greet and guide visitors of the Public Safety Building. Ensure impeccable customer service and experience.
Assist with fingerprinting services as determined by schedule and team members.
Coordinate purchases for divisions within the department. Reconcile purchases, maintain organized documentation for purchases and shipments. Report trends to management.
Support department events. Internal and external events of the department, with varied expectations and audiences for each.
Help with organizational efforts of office and building. Inventory supplies and equipment. Maintain efforts in all spaces.
Receive, send, and support with mailings (physical and/or electronic) and packages.
Collaborate on special projects as assigned.
Maintain the physical space of the Public Safety Building. Ensure common spaces are in good working order.
Report maintenance issues and/or concerns to appropriate parties, including facilities requests and management.
Manage room reservations and assigned calendars.




Minimum Qualifications




Associate degree in business or equivalency (2 years related work experience may be substituted for 1 year of education) and three years full-time secretarial experience required. Demonstrated human relations and effective written and verbal communication skills required. Knowledge of basic bookkeeping practices and direct supervisory experience preferred.




Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.




Preferences




Preferences may be given to applicants with previous University of Utah experience.




Type Benefited Staff




Special Instructions Summary




Additional Information




The University of Utah values candidates who have experience working in settings with students from diverse backgrounds and possess a strong commitment to improving access to higher education for historically underrepresented students.




Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities and protected veterans are encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities.




The University of Utah is an Affirmative Action/Equal Opportunity employer and does not discriminate based upon race, ethnicity, color, religion, national origin, age, disability, sex, sexual orientation, gender, gender identity, gender expression, pregnancy, pregnancy-related conditions, genetic information, or protected veteran’s status. The University does not discriminate on the basis of sex in the education program or activity that it operates, as required by Title IX and 34 CFR part 106. The requirement not to discriminate in education programs or activities extends to admission and employment. Inquiries about the application of Title IX and its regulations may be referred to the Title IX Coordinator, to the Department of Education, Office for Civil Rights, or both.




To Request a Reasonable Accommodation For a Disability Or If You Or Someone You Know Has Experienced Discrimination Or Sexual Misconduct Including Sexual Harassment, You May Contact The Director/Title IX Coordinator In The Office Of Equal Opportunity And Affirmative Action




Director/ Title IX Coordinator




Office of Equal Opportunity and Affirmative Action ( OEO /AA)




383 University Street, Level 1 OEO Suite




Salt Lake City, UT 84112




801-581-8365




oeo@utah.edu




Online reports may be submitted at oeo.utah.edu




For more information: https://www.utah.edu/nondiscrimination/




To inquire about this posting, email: employment@utah.edu (%20employment@utah.edu) or call 801-581-2300.




The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.




This position may require the successful completion of a criminal background check and/or drug screen.




https://safety.utah.edu/safetyreport This report includes statistics about criminal offenses, hate crimes, arrests and referrals for disciplinary action, and Violence Against Women Act offenses. They also provide information about safety and security-related services offered by the University of Utah. A paper copy can be obtained by request at the Department of Public Safety located at 1658 East 500 South.
Show less ",1,0.24,0
35,Education and Training,Education Administration Programs,Entry level,"The Work-Based Learning (WBL) Coordinator position presents an opportunity to join a growing field within education. With a focus on facilitating and developing opportunities for students with industry partners via internships, job shadows, apprenticeships, and mentoring, the WBL Coordinator will be responsible to coordinate efforts of many individuals, assuring that work-based learning experiences help CRTC students develop the knowledge, skills, attitudes, and work habits necessary to succeed in this realm.

7.5 hours per day/183 days per year
Show less ",1,0,0
36,Other,Education Administration Programs,Mid-Senior level,"The Duties Include But Are Not Limited To

Exhibits positive human relations skills.
Facilitates positive relationships between students and staff.
Evaluates the educational program and/or student progress.
Communicates with parents/guardians, colleagues, and community groups.
Demonstrates proficiency in written and oral communication.
Maintains and submits records and reports.
Adheres to school system rules, administrative procedures, local board policies, and state and federal rules and regulations.
Engages in personal professional growth and demonstrates professional ethics and leadership.
Implements the school guidance curriculum.
Guides and counsels groups and individual students through the development of educational and career plans.
Counsels small groups and individual students with problems.
Maintains hard copy and electronic folder of counseling documents for purposes of state monitoring.
Maintains confidentiality and privacy of students' records.
Consults with teachers, staff, and parents regarding the developmental needs of students.
Refers students with severe problems to appropriate community resources in consultation with their parents.
Participates in, coordinates, or conducts activities which contribute to the effective operations of the school.
Evaluates and revises the building guidance program.
Performs other duties as assigned by the principal.

Qualifications

Must have a Valid Alabama Teaching Certificate in School Counseling.

Master's Degree in School Counseling preferred.

Teaching Experience Is Preferred.

NOTE: This position also serves Middle School students.

New Applicants click here to login and apply

Current MCPSS Employees click here to login and apply
Show less ",1,0,0
37,Education and Training,Education Administration Programs,Entry level,"Positions That May Be Hired From This Vacancy

Teacher - Grade Kindergarten

Teacher - Grade 1

Teacher - Grade 2

View available positions

https://www-mes.stjohns.k12.fl.us/vacancies/

All “qualified” candidates may be considered for an interview as specific positions become available based on certification areas.
Show less ",1,0,0
38,Education and Training,Primary and Secondary Education,Entry level,"LOCATION: Jefferson County Middle School




DESIRED START DATE: April 3, 2023




CLOSING DATE: March 24, 2023




HOURS: 5.75 hours a day




EMPLOYEE VALUE PROPOSITION




Jefferson County School District is committed to seeing every student realize their full potential while receiving a top-tier education. Our small Central Oregon community is rich in culture and beauty, providing some of the greatest assets Oregon has to offer. You’ll find breathtaking views, an abundance of outdoor activities and plenty of unique and enriching community events. It’s the perfect place to make an impact on the world, one student at a time.




Position Summary




The educational assistant shall assist the teacher or building administrator in a supportive capacity. The role of the educational assistant is adaptable to many support tasks within the educational environment.




JOB SCOPE




This position functions under the direction of licensed educators and operates within established systems of student support. The work is somewhat recurring and routine although the position may occasionally encounter some variations from the norm and are encouraged to suggest ways for handling these. The final action is approved by a supervisor. This position has little to no planning responsibility beyond the need to schedule own work and determine impediments to own work schedule.




View Description




EDUCATION, EXPERIENCE AND CERTIFICATION/LICENSURE (Minimum Qualifications)




All educational assistants or others employed or contracted in that capacity must:




Have a high school diploma or the equivalent;
Be at least 18 years of age; and
Have standards of moral character as required of teachers (OAR 584-005-0005).




Title 1A Educational Assistants Must Have




Completed two years of study at an institution of higher education; or obtained an Associate’s (or higher) degree; or met a rigorous standard of quality and demonstrate through a formal state, or local academic assessment or para-educator certificate program, knowledge of and the ability to assist in instructing: Reading, writing, and mathematics; or reading readiness, writing readiness, and mathematics readiness, as appropriate (Assessment is offered by District).




Preferred Qualifications




1-2 years experience working as an educational assistant in a k-12 school district.
Some college coursework.
Spanish bi-lingual




REQUIRED: Must meet Oregon COVID-19 Vaccination Requirements for Teachers and School Staff ( OAR 333-019-1030 ). Vaccine Exception Forms may be accessed here: Religious Exception , Medical Exception




Compensation




Wage Schedule: $15.98-$19.92/hr
Work days: 179
Personal days, Sick days
JCSD 509-J pays the employee's share (6%) of the Public Employees Retirement System contribution




APPLICATION PROCEDURES Interested candidates are required to apply at the following link: http://jeffersonco.tedk12.com/hire to complete our online application which requires including a letter of interest and current resume.




Employment contingent upon a successful outcome of Fingerprinting and Background check. (The $78.50 fee associated with criminal history record checks & fingerprinting, shall be the responsibility of the individual at the time of hire.)




Visit our website at: https://www.jcsd.k12.or.us/




Jefferson County School District is an Equal Opportunity Employer




Par #3620




CC #5190
Show less ",1,0,0
39,Other,Education Administration Programs,Entry level,"2023-2024 SCHOOL YEAR

1.0 contract

Requires Missouri Physcial Education/Health K-12 certification.

Any interested certified Rockwood employee eligible to transfer (180 day contract or more) must submit a TRANSFER application to this posting before the internal closing date to be considered.

If new to the district, start date is 08/9/23.

Regular teacher orientation start date is 8/15/23.

Benefit eligible
Show less ",1,0,0
40,Human Resources,Higher Education,Mid-Senior level,"About Us

Founded in 1968 to meet the post-secondary and continuing education needs of Cecil County residents, Cecil College has been serving the community and shaping its future for more than 50 years. The College is governed by a Board of Trustees appointed by the governor. The College’s fifth president, Dr. Mary Way Bolt, reports directly to the Board of Trustees.

Cecil College is centrally located in Maryland’s most northeastern county, just one half mile from Interstate 95. It is easily accessible from Philadelphia and Baltimore, as well as from Wilmington, Delaware.

With a diverse student population, Cecil College enrolls approximately 2,500 credit students and 3,400 non-credit students. Cecil offers associate degrees, certificate programs and non-credit classes. Cecil offers a variety of associate degree and certificate programs.

Through its open admissions policy, Cecil College provides learning opportunities for all who have the desire and ability to benefit from its courses and programs, regardless of age, gender, ethnic origin, sexual orientation, disability, or socioeconomic status.

General Responsibilities

The Human Resources Generalist reports to the Executive Director of Human Resources and is responsible for assisting in the day-to day operations of the Human Resources office. The HR generalist performs HR-related duties in the following functional areas: benefits administration, employee relations, professional development, performance management, onboarding, policy implementation, recruitment/employment, and employment law compliance.

Essential Responsibilities

Assist in the daily operations of the human resources office including but not limited to bi-weekly payroll process, benefit administration, and professional development.
Responsible for the administration of employee benefits, retirement plans, Group Life and AD&D plans, worker’s compensation, FMLA, and ADA
Serves as Retirement Coordinator for the Maryland State Retirement and Pension System; assists employees with the retirement process.
Conducts new-employee orientations/onboarding programs.
Coordinates and conducts open enrollment for benefits with the assistance of the HR Specialist. Presents benefit information to employees as needed.
Reconcile and validate data entry to ensure data integrity and support routine reporting requests; point of contact with HRIS and payroll related inquiries.
Assists the Executive Director in the preparation of compensation adjustments for each fiscal year; assists with the annual compensation study/review; assists the Executive Director in conducting job evaluations/re-evaluations
Maintains compliance with federal and state regulations concerning employment
Responsible for handling workers’ compensation for multiple locations; this includes notifying the carrier of injuries/illnesses and completing the OSHA log
Serves as tab administrator for MyCecil for the HR department
Conducts exit interviews with employees; explains termination of benefits and solicits feedback on their employment experience
Coordinates and tracks the Family and Medical Leave benefit and leaves of absences including long-term disability, short term disability and reasonable accommodations.
Assists the Executive Director with professional development activities
Coordinates College responses to inquiries about employment-related information including authorized employment verification and requests for separation information, and other reports, surveys, and studies as requested by Federal, State and County agencies and other private or non-profit employers
Performs other duties as assigned

Required Education And Experience

Education: Bachelor’s degree in human resources or related field required.
Experience: A minimum of three (3) to five (5) years of experience in human resources. Experience with automated payroll system preferred.
Proficiencies: Excellent Microsoft Office Software skills including Word, Excel, PowerPoint, and Outlook; capability to generate reports from a human resource information system and other spreadsheets as required
Skills/Training: Excellent written and oral communication skills. Able to multi-task, work independently, has attention to detail, able to think critically, problem solving ability, the ability to analyze data and able to adapt to changing priorities
Physical Demands: Work is sedentary. May be some walking, standing, bending and carrying of light items. No physical demands are required to perform the work.

Position will be posted until filled.

We are committed to ensuring equal opportunity and non-discrimination in all hiring and employment practices. Cecil College will not discriminate against any individual by reason of race, color, national origin, ancestry, age, religion, disability, sex, sexual orientation, gender identity and expression, genetic status, genetic information, veteran status or any other status protected by federal, state or local law.
Show less ",1,0,0.15
41,Accounting/Auditing and Finance,Education Administration Programs,Entry level,"Accounts Payable Clerk




Primary Purpose




Under the direct supervision of the Business Administrator, to assist in the administration of the school district's accounts payable function, ensuring the accuracy of invoices to be paid, and the timely payment of school district expenses, maintaining accurate account balances, in conformance with school district policies and practices as well as applicable laws and regulations. Essential Functions




Assists in administering the school district's accounts payable function, including the processing of purchase orders and invoices for payment, and inputting and maintaining data and information into the accounting system regarding accounts payable to ensure records are accurate and up-to-date.
Researches discrepancies regarding the accuracy of invoice amounts, word counts, etc. for the purpose of ensuring accuracy and implementing corrective measures, communicating with vendors, consultants, translators, or others as needed to reconcile.
Assists in inputting and maintaining all data and information into the accounting system regarding accounts payable.
Reconciles accounts payable invoice batches, and processes payment checks or wire payments as directed.
Develops reporting procedures and internal controls for timely and accurate completion of reporting and record-keeping requirements.
Maintains accounts payable records for accurate and up-to-date filing and recordkeeping.
Composes correspondence to clients as needed for the purpose of documenting activities, providing written reference and/or conveying information regarding accounts payable issues, balances, etc.
Reconciles general funds
Additional Duties




Performs other related duties, as assigned, for the purpose of ensuring the efficient and effective functioning of the accounting system.




Note: The above description is illustrative of tasks and responsibilities. It is not meant to be all inclusive of every task or responsibility.




Equipment




Uses standard office equipment such as personal computer, copy machine, fax machine, telephone.
Uses calculating devices.




Knowledge, Skills And Abilities




Knowledge of accounting and bookkeeping principles.
Organizational and time management skills.
Ability to report work orally or in writing to supervisor as required.
Ability to carry out instructions furnished in written or oral form.
Ability to add, subtract, multiply and divide, performs complex arithmetic operations and use calculators.
Ability to understand, apply and use personal computers and software applications (e.g., Word, Excel).
Ability to problem-solve job-related issues.
Ability to process paperwork accurately according to standardized procedures.
Ability to maintain confidentiality of information regarding school district financial and other information.
Ability to establish and maintain cooperative working relationships with others contacted in the course of work.
Physical and Mental Demands, Work Hazards




Works in standard office building environments.
See the Summary of Physical, Sensory and Environmental Requirements Needed to Perform Essential Job Duties for this position.
Qualification Profile




Typical Qualifications Would Be Equivalent To




Any combination of education and experience providing the required skill and knowledge for successful performance would be qualifying.




Associates or Bachelor's Degree in Accounting or related field, with course work in business, math, accounting, and bookkeeping and record keeping.
Some successful bookkeeping or accounting experience preferred.
FLSA Status: Non-exempt
Show less ",1,0,0.21
