,Job Function,Industry,Seniority,Job Description,Segment,female,male
51,Finance and Sales,Banking,Mid-Senior level,"Job Details




Description




Responsible for providing superior customer service to clients by processing transactions, recognizing client needs and recommending the appropriate product and/or service. Open, maintain and close all types of transactions and deposit accounts in an efficient manner. Direct the daily work of all tellers within the office and ensure orderly operations of teller staff and the vault. Generate referrals as well as coach tellers on sales and referral techniques/opportunities.




ESSENTIAL DUTIES and RESPONSIBILITIES include, but are not limited to the following:




Strong knowledge of all bank products and services, to include features and benefits.Present various options and suggestions that best fit the needs of each client.
Participate in bank’s referral and sales programs, sales campaigns, and sales training in order to meet specific goal expectations on a weekly, monthly, quarterly and/or yearly basis.
Coordinate daily with Branch Manager regarding sales and service operations.
Coach tellers to meet their daily sales referral goals and provide excellent customer service.
Prepare necessary documents to open new accounts and maintain accounts based on client’s specific needs.
Assist clients with loan-related questions and processes. Prepare loan clients for what to expect during the loan application process and uncover opportunities for further exploration.
Prepare contracts; renew IRA Certificates and all related IRA transactions.
Open, redeem, and calculate interest on Certificates of Deposit.
Assist customers with Safe Deposit Box rentals in accordance with the FNB Safe Deposit Box Manual. Ensure that all negotiable instruments, Safe Deposit Box records, and confidential records in the work area are properly secured each day.
Balance vault cash, ATM, and branch totals in addition to monthly teller cash audits. Ensure that vault cash is managed under dual control to include vault transactions, cash orders/shipments, audits, and the proper strapping and dating of currency denominations from teller to Federal Reserve.
Show empathy and compassion toward customers when assisting with requests, complaints, research and follow-up on details to resolve matters to the customer's satisfaction.
Ensure each teller balances daily, provide assistance to locate differences, ensure that all differences are properly initialed and, if required, report to manager immediately.
Possess a constant awareness of lobby activity to efficiently and effectively service customers (i.e.) adjust time spent on new account transactions when additional customers are waiting.
Knowledge of competing bank’s products, promotions, and operations to effectively make recommendations to gain strength within that market.
Ensure that dual control policies are known and followed by all staff members where ever dual control procedures are in place.
Authority to open and close branch following proper security procedures
Authorization to sign official checks and CD’s, not to exceed $50,000 and to complete teller system overrides.
Make outbound sales calls to current and prospective clients.
Run a teller window as needed.
Flexibility with work schedules to accommodate branch staffing requirements in order to service needs and create a work environment conducive to teamwork.
Other duties as assigned




EDUCATION And/or EXPERIENCE




High School diploma or General Education degree (GED); College degree preferred
Minimum of two (2) years retail banking experience as a teller or customer contact/sales position.
Minimum of one (1) year opening new accounts, sales and operations preferred.
Previous supervisory and sales experience highly preferred




OTHER SKILLS And ABILITIES




Ability to lead and motivate a team and constant involvement in the bank’s referral program.
Must have excellent judgment/decision making skills, time management and organizational skills
Ability to present a professional image and maintain a high level of personality and confidentiality
Must have strong communication skills in order to educate staff on changes in policy or new policies/procedures
Strong knowledge of daily branch, vault and ATM operations.
Expected to exercise sound judgment in resolving client and/or employee issues




Farmers National Banc Corp. is an Equal Opportunity Employer: disability/veteran
Show less ",1,0,0
56,Business Development and Sales,Financial Services,Mid-Senior level,"Job Purpose




This position is responsible for understanding all basic aspects of the Bank Secrecy Act, sanctions laws and regulations, including but not limited to the USA PATRIOT Act. The right candidate will have basic knowledge of all applicable government regulations, including but not limited to: Bank Secrecy Act and other anti-money laundering regulations, as well as OFAC regulations, the USA PATRIOT Act and knowledge of the FFIEC BSA/AML Exam Manual. They must stay abreast of and be knowledgeable of all BSA/AML policies, procedures and regulations.




The primary focus of the BSA Specialist I is to provide support to the BSA staff, including the BSA Officer, with maintaining the Bank's BSA/AML compliance program and to assist in meeting and maintaining all BSA/AML compliance requirements.




Job Duties




The position of the BSA Specialist I is responsible for assisting senior BSA staff with the Bank's Bank Secrecy Act program. This will include but not limited to:




Ensure the required recordkeeping, processing and reporting of Currency Transaction Reports;
Assist with monitoring customer due diligence and enhanced due diligence;
Assist with maintaining the BSA software and responding to the software reports and alerts;
Identify suspicious activity detected in BSA/AML software reports, alerts and/or reports received from staff members;
Attend applicable regulatory training, seminars, and/or conferences and read periodicals to maintain a current, thorough understanding of money laundering and terrorist financing issues, including policies, procedures, regulations, industry best practices, criminal activities and developing trends;
Will be responsible for completing special projects as assigned by manager.




Education, Experience And Job Skills




Associate’s degree required or comparable work experience.
One to two years of BSA compliance experience preferred.
One to two years of experience with BSA case management and/or database systems (maintaining and researching information) preferred.
One to two years investigative and analytical experience preferred.
Must have excellent analytical, investigative and problem solving skills.
Must have excellent written and oral communication skills.
Excellent judgmental, prioritization and planning skills and capable of working within multiple deadlines.
Ability to manage complex assignments independently and while also working effectively as part of a team.
PC proficient with strong word processing and spreadsheet skills.
Knowledge of general bank operations particularly branch cash handling procedures.
Extraordinary attention to detail.
Strong organizational and planning skills.
Must have ability to work in a high stress, fast paced and rapidly changing environment.
Ability to maintain confidentiality in respect to the customer’s financial affairs.
Ability to interact with others (co-workers, management, clients or vendors) in a professional and tactful manner.




Basic Qualifications




Associate’s degree required or comparable work experience.
One to two years investigative and analytical experience.
Knowledge of general bank operations particularly branch cash handling procedures.
Ability to maintain confidentiality in respect to the customer’s financial affairs.




Equal Opportunity Employer M/F/Disabled/Vet




For inquiries regarding employment with Peoples Bank, email humanresources@pebo.com.
Show less ",1,0,0
59,Other,Banking,Mid-Senior level,"Love What you do and make a difference . . .




We are looking for a Customer Service Representative (""CSR""). This is an entry level teller position responsible for day-to-day delivery of exceptional service to our clients. As a CSR you serve a valuable role in our branch by providing a positive first impression through friendly and courteous service while performing efficient and accurate banking transactions.




Consider joining our team if you want




An opportunity to work for an employer of choice that provides a highly engaged work environment where value is placed on simply being nice to our clients and one another
To start a professional career with Monday through Friday work hours and weekends off
A career that provides opportunity for growth; promoting from within is our top priority
A comprehensive benefits package including Health, Dental, and life insurance; Vacation and
Sick Leave; generous retirement contributions; and opportunity to earn a bonus




What you will need to succeed




A smile and great attitude
Highly developed sense of integrity and strong work ethic
Personable and outgoing; able to talk with clients and build rapport and relationships
Great attention to detail and providing accurate service
Technically savvy; able to use multiple computer systems and ability to adapt to change
High school diploma or approved equivalent
Previous experience in customer service, handling cash and/or general clerical duties
Excellent communication skills and personable attitude
Ability to use various technical programs and devices; keyboarding, 10-key, Microsoft Office Suite, Smart phone and digital channels




EEO is The Law - click here for more information




Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled




We are committed to Equal Employment Opportunity and Affirmative Action. We recruit, hire, train and promote persons in all job titles and ensure that all other personnel actions are administered without regard to race, religion, color, national origin, citizenship, sex, sexual orientation, gender identity, age, veteran status, disability, genetic information, or any other protected characteristic. WaFd Bank is committed to providing reasonable accommodations to employees and applicants with disabilities to the full extent required by the Americans with Disabilities Act (ADA). If you feel you need a reasonable accommodation pursuant to the ADA, you are encouraged to contact us at 800.324.9375.




Know Your Rights Workplace Discrimination is Illegal - click here for more information




Pay Transparency Nondiscrimination Provision - click here for more information




WaFd Bank Benefits Summary - click here for more information




USD $32,739.20/Yr.




USD $38,000.00/Yr.
Show less ",1,0.25,0
60,Management and Manufacturing,Financial Services,Mid-Senior level,"JOB PURPOSE




This position’s main responsibility is assisting with the supervision and leadership of the loan operations department in addition to assisting the staff with day-to-day duties as needed. Additionally, this position coordinates activities with the Loan Operations manager and is involved in problem solving with managers of other departments as well as providing support to branch offices. This position must continually look for opportunities to educate staff on changing regulations, seek out efficiencies, and monitor workflow to ensure timely completion of required duties.




Additional responsibilities include assisting the department with process improvements, upkeep of department documentation, providing support on more difficult customer service issues and other administrative duties as outlined below.




Job Duties




Responsible for the leadership and management of direct reports. Duties include recruiting, hiring, training, performance monitoring and overall management and leadership of employees. Responsible for quarterly and annual reviews.
Responsible for the scheduling of department staff.
Will assist Department Manager with completing quarterly and annual reviews of other department associates.
Monitors the workflow of direct reports to ensure timely completion of duties.
Will provide support and resolution to more difficult customer service issues and ensuring the upkeep of department documentation.
Responsible for the review and modification of processes and procedures to meet regulatory requirements.
Responsible for having a thorough understanding of policies and procedures and how they relate to department functionality.
Responsible for the education and training of staff on changing regulations and policies and procedures.
Assists other functional areas with implementation of new products or services and assess the impact of those changes on the department;
Responsible for coordinating and acquiring information for various regulatory agencies or auditors during audits or process walkthroughs.
Will perform special projects as assigned.




Normal departmental hours are 8:00 am to 5:00 pm Monday – Friday, occasional Saturday from 8:00 to noon.




JOB SKILLS AND QUALIFICATIONS REQUIRED:




College Degree in Business Management, Accounting or other business related field or equivalent experience is required.
Prior leadership experience required.
Detailed knowledge of loan servicing and applicable laws and regulations.
Exceptional organizational skills and a high degree of accuracy with close attention to detail.
Extensive knowledge of loan documentation.
Excellent knowledge of Microsoft Word and Excel.
Knowledge of FIS IBS Insight is desired but not required.
Effective communication skills, both oral and written along with solid interpersonal skills.
Ability to problem-solve issues and correct any underlying systematic gaps.
Effectively manage multiple projects with deadlines.
Highly motivated Self Starter.
Ability to problem-solve issues and handle multiple tasks.
Team-player.




Basic Qualifications:




College Degree in Business Management, Accounting or other business related field or equivalent experience is required.
Prior leadership experience required.




Equal Opportunity Employer M/F/Disabled/Vet;

For inquiries regarding employment with Peoples Bank, email humanresources@pebo.com.
Show less ",1,0,0
64,"Accounting/Auditing, Strategy/Planning, and Finance",Financial Services and Accounting,Mid-Senior level,"At KPMG our goal is to be the Clear Choice for our Clients, our People and our Community.




KPMG professionals are individuals who take deep, personal accountability for their work; have a passion for excellence; remain driven to achieve their full potential; and understand the value of building relationships with clients, future clients, their communities, the global firm and each other. A KPMG professional has a strong work ethic, thrives on challenges, and is dedicated to providing outstanding client services.

KPMG in Bermuda serves an international client base. The Advisory team can help businesses address the most complex challenges by drawing on resources and skills across its global network. We are looking for a Manager and Senior Manager to support us in maintaining our reputation as a leader in Advisory services both in Bermuda and globally.




Senior, Assistant Manager and Manager




KPMG Advisory is looking for a Manager and Senior Manager with experience and proven track record in Deal Advisory (Corporate Finance, Transaction Services, Valuations), including, but not limited to, experience in working on a diverse portfolio of engagements with multi-disciplinary teams to deliver the following services:

Financial modelling – project finance and cash flow modelling;
Financial and commercial due diligence and business analysis;
Sell-side and capital raising services;
Business Valuation services; and
Sector-specific research and quantitative analysis




The successful candidate must have the following qualifications, skills and attributes:




A Bachelor’s degree or above;
A minimum of four (Manager), five (Senior Manager) years of experience in an advisory or public accounting business providing related services to a broad range of clients, but preferably clients in the financial service industry;
An accounting or financial analysis qualification is essential to this role;
Strong project management skills;
Good presentation skills as the role requires ability to competently discuss related matters with clients;
Solid business development skills and client relationship skills;
First class written and oral communication skills with the ability to produce and review complex financial reports and proposals;
Exceptional people skills with the ability to work well with staff of all levels, including the ability to coach and develop team members;
Be a strong team player with a proven ability to work effectively with senior management;
A self-motivated individual with the ability to multi-task on a daily basis and maintain high levels of drive and resilience;
A high degree of competence in Microsoft Word, Excel, PowerPoint and Outlook is required;
A willingness and capacity to work overtime at short notice is essential as this is a highly demanding environment often with tight reporting deadlines; and
Previous experience in the insurance and/or broader financial services sectors are beneficial but not essential for this role.

Show less ",1,0,0.22
68,Human Resources,"Banking, Financial Services, and Investment Banking",Mid-Senior level,"Our client, a financial services firm, is seeking a Human Resources Specialist for a long term contract opportunity in their Alpharetta, GA location:

Responsibilities:

-Working with employees, managers and HR Business Partners on a range of sensitive employee matters, including medical accommodations, leaves of absence, work arrangements, background check escalations, and visa/immigration

-Partnering closely with Employment Law and Employee Relations teams on developing consistent solutions across all businesses

-Collaborating with HR Process Optimization team and HR Business Partner teams across the Firm to develop consistent practices on HR generalist processes

-Documenting appropriate case notes in a centralized system and escalating matters when needed




Qualifications:

-Bachelor's degree required with at least 5 years of HR generalist experience

-Excellent interpersonal skills with demonstrated patience, tact, and respect

-Ability to quickly evaluate alternatives and decide on a plan of action

-Excellent judgement; knows when the escalate

-Ability to navigate multiple stakeholders

-Experience dealing with sensitive matters

Show less ",1,0,0.64
75,Business Development and Sales,Banking,Mid-Senior level,"Job Details

Description

General Purpose

The BSA (Bank Secrecy Act) Assistant is the first level in the BSA Specialist series. While working under close supervision, the BSA Assistant assists in monitoring compliance with state and federal BSA, USA PATRIOT ACT, Anti-Money Laundering (AML), and OFAC laws and regulations.

Essential Duties/Responsibilities

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Regular and Reliable on-site attendance is required as an essential function of this position.
With guidance, assists in day-to-day monitoring, reporting, and control processes within the BSA department.
Ensures compliance with Customer Identification Program (CIP) requirements.
Assists in conducting ongoing due diligence and enhanced due diligence (EDD) monitoring of high-risk customer relationships.
Assists in conducting investigations related to suspicious activity.
Reviews the bank’s watch list program including uploading lists, validating potential matches, and reporting hits when applicable.
With guidance, assists in the preparation of documents for audits and examinations.
Serves as a point of contact for all BSA/OFAC related matters.
Relies on instructions and pre-established guidelines to perform the function of the job.
Performs other duties as assigned.

Employees are held accountable for all duties of this job.

Job Qualifications

Knowledge, Skills, and Ability:

With guidance, ability to make independent decisions and developing solid judgement.
Basic understanding of how to recognize aberrations in regulatory compliance situations.
Familiar with standard banking concepts, practices, and procedures regarding bank compliance.
Ability to tactfully work with co-workers, internal customers, and management.
Knowledge of when to refer to a supervisor or senior staff when issues become challenging or complicated.
Knowledge of Personal Computer (PC) skills, including Excel, Word and Outlook.
Strong oral and written communication skills.
Skill in research and problem resolution.
Ability to assist other Alpine Bank Compliance staff.
Ability to understand banking security related regulations, policies, and procedures.
The ability to analyze banking activities and characteristics to assess potential risk.

Education Or Formal Training

High School Diploma or General Education (GED) equivalent required.
Associates Degree in Finance, Accounting, Business or similar preferred.
BSA School preferred or will be provided within six months of hiring.
Possession of, or ability to obtain, a valid Colorado Driver’s License required.

Experience

One (1) to Three (3) years of working with regulatory documents preferably in a financial or banking environment.
An equivalent combination of education and experience may be substituted on a year to year basis.

Working Conditions

Working Environment

This job operates in a professional office environment. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines. On occasion, driving may be required.

Physical Activities

These are representative of those which must be met to successfully perform the essential functions of this job.

While performing the duties of this job, the employee is regularly required to talk or hear. This is largely a sedentary role; however, some filing is required; it would require the ability to reach for and lift files, open filing cabinets and bend or stand on a stool, as necessary. Specific vision abilities required by this job include close vision, distance vision, color vision, and ability to adjust focus. Employee may have to lift up to 25 pounds.

Note: This job description is not intended to be an exhaustive list of all duties, responsibilities, or qualifications associated with the job.

Starting Rate of Pay is from $19.00 to $24.00 per hour, depending on experience.

For an overview of our employee benefits please visit: Alpine Bank Careers Page
Show less ",1,0,0
76,Human Resources,Financial Services,Mid-Senior level,"At Earnest, we believe in a world where paying for your education takes less time than earning your degree. Join us on our mission to empower anyone seeking higher education to reduce the total price tag of their degree, supercharge their ability to pay down student debt, and get on the right financial track fast.




A little background on Earnest We're a remote-first FinTech company with an accomplished team who believe consumer lending can be radically improved and are doing something about it. We are disrupting the trillion-dollar student loan industry by redefining what it means to be creditworthy. We created a company that combines data science, streamlined design, and technology to




Build products that simplify the lending process
Personalize loans to suit the needs of our customers
Engage with our customers through more human experiences




What Makes An “Earnie” Culture




Earnest’s culture is as dynamic as the products we’re building and defining every day. We’re a fast-growing company, and that means we’re constantly integrating the new perspectives of every individual.




Earnies define our culture as




Earn Happy Customers
Our success comes from anticipating their needs and providing the solutions they’re looking for.
Better is Better
The path to great means getting better every day. We push ourselves, and each other, to remain curious and think differently.
PhD in Moving Fast
Our customers are tired of long wait times and large student loan bills so we constantly seek out ways to deliver faster.
Passion for Challenges
Perseverance and optimism are just the start to take on the inertia of a national trillion-dollar problem.
Impact is a Team Sport
We maximize our impact when we act as one team.




Our Earnie's are fun, innovative, and willing to roll up their sleeves to help their team succeed in a fast-paced environment. If this sounds like you, and you want to join us on our mission to radically disrupt a trillion-dollar fintech industry, keep reading to find out how.




As the Senior Employee Experience Specialist, you will report to the Head of Talent Management and You will manage and execute on strategies to create a meaningful and inclusive employee experience and support culture-building to drive engagement for all Earnies. This role is highly visible and has a broad influence on all employees (all locations + remote) across the company. You will project manage new and existing employee engagement initiatives, through collaboration with stakeholders across the company. Given the level of collaboration across the enterprise, the person in this role will have demonstrated knowledge and experience in understanding and navigating cultural norms and be proficient in tailoring initiatives, communications, and actions accordingly.




What You Will Do




Employee Experience
Own and deliver a comprehensive employee onboarding program, from offer acceptance through the first 90 days. Coordinate all logistics of the OnBoarding program ensuring each Earnie has an amazing employee experience. Solicit feedback from new hires and hiring managers on the On-Boarding experience and report results and implement revisions to keep the program current and engaging
Coordinate activities for the recognition program including shoutouts, years of service, and celebrations
Lead and execute employee events including virtual and on-site retreats and team-building activities across all departments, and assist with company-wide events and parties.
Collaborate with external partners to develop community service and volunteer opportunities for employees in their communities.
Create, maintain, and publish weekly BuzzBoards.
Track and maintain metrics on event/workshop attendance, engagement, and reports as needed.
Complete special People & Culture projects as needed
Diversity, Equity & Inclusion
Collaborate with the People team leaders to develop the DEI strategy, and form a leadership council.
Help define measures of success, assist in the execution of strategic priorities, and report on results.
Support the execution of ERG activities and events and calendar. This also includes organizing and running activities for larger events.
Workplace Operations
Partner with executive assistants to coordinate operations support across the offices as needed for onsite visits
Assist in activities supporting, repairing and maintenance of all Earnest facilities
Monitor vendors and contractors to ensure services are completed
Manage mail receiving and issuing including FedEx/USPS/UPS account management, shipments, and deliveries
Participate in quarterly workplace training (safety, elevator, and building trainings) across offices




Experiences You Will Bring With You




3 + years of experience in a People team role(s) with a progressive increase in responsibilities, preferably in a fast-paced and remote-first environment.
Bachelor’s degree preferred, Human Resource Management, Psychology, Communications Degree or related field of study
Strong written and verbal communication skills, comfortable in front of groups, and polished presentation skills
Proven record of success in running effective onboarding and IDE-related programs
A strong commitment to and appreciation of, a diverse, inclusive, and equitable workplace
An orientation toward rolling up your sleeves and getting things done quickly and thoughtfully, with a knack for solving problems and spotting inefficiencies
Ability to handle confidential information, and competing priorities in a fast-paced environment with moving targets
Strong work ethic; ensure confidentiality of all appropriate communications
Strong problem-solving skills, demonstrating initiative, follow-through, creativity, and flexibility
Integrity and strong emotional intelligence.
Experience and proficiency with Google Suite (Google Docs, Google Sheets, etc.)
California law experience (common knowledge of the state/federal laws/regulations)




Enabling our employees to live their best lives. We offer a variety of perks and competitive benefits that include




Health, Dental, & Vision benefits plus savings plans
Work anywhere in the U.S.
Mac computers + work-from-home stipend to set up your home office
Monthly internet and phone reimbursement
Employee Stock Purchase Plan
401(k) plan to help you save for retirement plus a company match
Robust tuition reimbursement program
$1,000 travel perk on each Earnie-versary to anywhere in the world
Competitive days of annual PTO
Annual “my day”
Pet insurance!
Competitive parental leave
Plenty of Earnest swag, optional in person team gatherings, picnics, celebrations, and plenty of fun virtual events




At Earnest, we are committed to building an environment where our employees feel included, valued, and heard. Our belief is that a strong commitment to diversity, inclusion, equity, and belonging enables us to move forward with our mission. We are dedicated to adding new perspectives to the team and encourage anyone to apply if your experience is close to what we are looking for.




Earnest provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. Qualified applicants with criminal histories will be considered for the position in a manner consistent with the Fair Chance Ordinance.




A little about our pay philosophy We take pride in ensuring we are compensating our employees fairly and equitably. We are showcasing a range and actual starting pay may be based on several factors including but not limited to, market rate, the qualified pool of candidates, internal compensation, candidate location, and budgetary constraints. This number does not necessarily reflect your total compensation, but is a range for your base salary.




Pay Range




$94,000—$117,500 USD
Show less ",1,0,0.09
81,Other,Banking,Mid-Senior level,"Job Details

Description

RESPONSIBILITIES

Serve customers, prospective customers and bank associates promptly and professionally and in full accordance with Park Promises and Serving More standards.
Responsible for customer and account origination, retention and maintenance, including but not limited to Retail Deposit Accounts, Digital Products and Services, small business deposit accounts.
Process customer requests within designated authority and respond to customer inquiries and transaction requests made by phone, virtually, in person or digital/website.
Execute retail banking initiatives and strategies through consultative relationship management.
Act as advocate of digital product adoption for customers and internal support for branch associates.
Cross sell products and services and perform related clerical functions, such as a variety of account and customer maintenance
Assist Branch Management with daily Branch Operations duties such as pulling various customer reports and gathering data, as needed.
Responsible to make product referrals to other Lines of Business and subject matter experts. Be an active member in a team of associates serving the customer.
Complete ongoing product knowledge, digital product knowledge, financial services and sales-oriented training in addition to all required course training to sustain broad base of product, service and sales knowledge.
Maintain awareness of and adherence to Bank’s compliance requirements and risk management concepts, expectations, policies and procedures and apply them to daily tasks
Deliver a consistent, high level of service within our Serving More standards
Other duties as assigned

COMPETENCIES

Interpersonal/Customer Service Skills
Written and Verbal Communication
Ability to understand and follow directions
Adaptable to change
Basic Computer Skills
Organizational Skills/Detail Oriented
Problem/Situation Analysis
Technical Expertise
Ability to build collaborative relationships
Ability to work as part of a team

Education - Certifications - Work Experience

Four or more years teller experience preferred.
Strong familiarity with Bank and branch functions, policies and procedures required.

SCHEDULE

Office hours are Monday through Friday 8:30am - 5:00pm. This position is hourly and part-time. Generally the position will require less than 30 hours per week on average.
Show less ",1,0,0
83,"Research, Analyst, and Information Technology",Financial Services and Investment Management,Mid-Senior level,"Fiduciary Trust International is a wealth management firm founded in 1931 by families for families, with a singular focus on growing and protecting our clients’ wealth through generations. We work closely with individuals, families and foundations to build and manage personalized investment portfolios, and to develop estate plans that extend wealth to future generations. And, we are part of Franklin Templeton, a global investment leader. That means we can combine a personalized experience with access to sophisticated research and investment solutions.

Fiduciary Trust International (FTI) has been an active investor and participant in the evolving sustainable investing field for many years and we’re looking to expand our team!

We are hiring a Sustainable Investments Research Analyst to join the team in Lincoln, MA or New York, NY. Our team provides full-service investment advisory, portfolio construction, and manager due diligence to private clients, institutions, and endowments. We provide access to investment strategies and techniques used by the largest and most sophisticated institutional investors. We work across the spectrum of asset class, public and private, with our clients. And for clients with a desire to align their investment portfolios with their personal values and/or institutional missions, we work with them to design an investment strategy and find the right investments across the sustainable investing landscape, ESG, SRI and impact, to meet those objectives.

The Analyst will source, assess, and monitor sustainable investing strategies in public equities, fixed income, and at times, the hedge fund asset classes. While the focus is identifying actively managed, ESG integrated strategies, the Analyst will also seek to enhance our menu of thematic investment options, passive ESG strategies, and impact investment opportunities in public markets.

As a senior member of the sustainable investing team, the Analyst serves as the main point of contact for FTI's Portfolio Managers on sustainable strategies in public markets and will participate in both business development presentations and client meetings. Finally, the Analyst has responsibility for implementing FTI's shareholder engagement strategy, in keeping with the firm’s commitment to the Net Zero Asset Managers Initiative.

We are looking for someone with a passion for sustainable investing, deep knowledge of ESG analysis in the public market context, familiarity with shareholder engagement, and professional investment experience or relevant credentials, such as a CFA charter. Strong critical thinking, communications, and organizational skills are a must for this position. The role is well-suited to candidates with an entrepreneurial mindset, who can propose creative solutions to often unforeseen challenges.

Key Responsibilities

Lead due diligence on prospective sustainable investments in the listed equities and fixed income asset classes. Coverage may, at times, extend to ESG-integrated hedge fund strategies focused on public markets.
Prepare and disseminate quarterly investment and ESG updates on the sustainable mutual funds, ETFs, and other fixed income or listed equity strategies approved for use in client portfolios.
Advise Fiduciary Trust portfolio managers and clients on the use of the firm's approved sustainable investing strategies in client portfolios, with an emphasis on public market strategies.
Enhance Fiduciary Trust's approach to ESG manager due diligence and reporting in public markets, including advancing the development of our ESG assessment tools and practices.
Manage Fiduciary Trust's shareholder engagement efforts, coordinating as needed with outside consultants to identify engagement candidates, educate interested clients, participate in engagement campaigns, and report results.
Contribute to Fiduciary's thought leadership publications, marketing events, and represent the firm at both industry conferences and in meetings with prospective clients.
Assist on client inquiries of all types; collaborate with and support other research team members, client portfolio managers, and other members of the FTI team as needed
Participate in daily market update meeting and news analysis
Contribute to Investment Committee meetings

Ideal Qualifications

Bachelor's degree required; MBA or CFA a plus
5+ years' professional experience in an investment, ESG, or related role
Deep knowledge of ESG and impact investing in public markets, including familiarity with leading investment managers, industry frameworks, and ESG best practices
Passion for sustainable investing, commitment to advancing the field, and willingness to assist in all areas of a growing business as needed
Entrepreneurial mindset and willingness to take the initiative to identify and tackle challenges as they arise
Intellectual curiosity and analytical mindset
Demonstrated experience leading projects or initiatives with minimal guidance
Strong oral and written communication skills; comfort with public speaking
Computer skills (Excel, FactSet, Bloomberg)
Must be eligible to work in the U.S. without the need for sponsorship; unable to consider visa applicants

Compensation Range: Along with base compensation, other compensation is offered such as a discretionary bonus, 401k plan, health insurance, and other perks. There are several factors taken into consideration in making compensation decisions including but not limited to location, job-related knowledge, skills, and experience. At Franklin Templeton, we apply a total reward philosophy where all aspects of compensation and benefits are taken into consideration in determining compensation. We expect the salary for this position to range between $100K - $133K USD.

Learn more about FTI: Explore our career’s site and the link below to learn about our firm, The Story of Fiduciary Trust International.

#MID_SENIOR_LEVEL

What makes Franklin Templeton unique?

In addition to the dynamic and professional environment at Franklin Templeton, we strive to ensure that our employees have access to a competitive and valuable set of Total Rewards—the mix of both monetary and non-monetary rewards provided to you in recognition for your time, talents, efforts, and results.

Highlights Of Our Benefits Include

Three weeks paid time off the first year
Medical, dental and vision insurance
401(k) Retirement Plan with 85% company match on your pre-tax and/or Roth contributions, up to the IRS limits
Employee Stock Investment Program
Tuition Assistance Program
Purchase of company funds with no sales charge
Onsite fitness center and recreation center*
Onsite cafeteria*
Only applicable at certain locations

We believe that being a good corporate citizen is good business. To us, corporate citizenship means being accountable, serving our clients, being an employer of choice, managing our environmental impact, and supporting our communities. An emphasis on corporate citizenship is embedded in our culture and values, and is an important element of how we achieve success.

We are also committed to your learning and development with resources focused around Experience, Exposure, and Education, to help you achieve your professional development goals.

Franklin Templeton is an Equal Opportunity Employer. We are committed to equal employment opportunity for all applicants and existing employees and we evaluate qualified applicants without regard to ancestry, age, color, disability, genetic information, gender, gender identity, or gender expression, marital status, medical condition, military or veteran status, national origin, race, religion, sex, sexual orientation, and any other basis protected by federal, state, or local law, ordinance, or regulation. We invite you to visit us at Franklin Templeton Careers to learn more about our company, career opportunities and recruitment process.

Franklin Templeton is committed to fostering a diverse and inclusive environment. If you believe that you need an accommodation to search for, or apply for, one of our positions please send an email to accommodations@FranklinTempleton.com . In your email, please include the accommodation you are requesting and the job title and job number you are applying for. It may take up to three business days to receive a response to your request. Please note that only requests for accommodations will receive a response.


Show less ",1,0.08,0.08
