"",Job Function,Industry,Job Description,Segment,female,male
18,Management and Manufacturing,"Construction, Renewable Energy Semiconductor Manufacturing, and Oil and Gas","Come be a part of something bigger!

Here Are Just Some Of The Great Benefits We Offer

Benchmark | Pyramid is a strong believer in offering our employees Work-Life Effectiveness through, practices, policies, and programs to help our employees achieve success at both work and home.

Full Time employees have access to Medical and Dental insurance to fit your needs
Benchmark University (You can grow both personally and professionally through on-line webinars and self-study courses)
401K match (Let us help you build your financial future)
Companywide Hotel Room Discounts (Who doesn’t love to get away)
Paid Time Off
Employee Assistance Program (We are here to support you)
Employee family events (bring the kids!)
Partnerships and discounts with major retailers such as AT&T, Verizon and Dish to name a few
Many more, please inquire for more details
INSERT PROPERTY SPECIFIC INFORMATION (i.e. Resort Marketing Details, Sign-On Bonus, Property Specific Benefits, etc..)

What You Will Have An Opportunity To Do

The cleanliness of a hotel is one of the main reasons that keep our guests returning to and recommending our hotels to friends and family. It goes without saying that hotel housekeeping team has one of the most important roles that take place in a hotel daily.

We are looking for individuals with great attention to detail to join our Housekeeping team as a Uniform Attendant. The ideal candidate helps to create a memorable experience for our guests through their attention to detail and care they take in preparing and maintaining our teams uniforms. This role truly is the “Heart of the House” and provides key services for our team so they feel great about how they look. A great housekeeping team can make a guest stay go from OK to Outstanding!

Your Role

Engage with the associates to provide a friendly interaction
Work as a team to accomplish the goal of resort/hotel cleanliness
Duties as required (including washing drying / ironing and folding of all uniforms)
Keep area/ common areas of the department clean and organized
To understand the proper utilization of equipment and chemicals, and the knowledge of appropriate safety procedures
Assist in the Laundry and Housekeeping departments as necessary
Help maintain a safe work environment
Always respond in a friendly, helpful manner to other team members.

What are we looking for?

Qualifications

Housekeeping experience desirable
Engaging personality
Time management skills
Ability to work on feet for an extended period
Ability to communicate effectively
Ability to move, traverse, position self to reach corners on floors and high places; observe conditions, detect odors, position and navigate carts weighing up to 100 lbs in tight spaces; operate equipment including spray bottles, vacuums, mops, brooms, dust pans, scrub pads and dusters.
Lift, carry and position loads of at least 25lbs.

Benchmark Hospitality is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.

Actual compensation packages are based on a wide array of factors unique to each candidate, including but not limited to skill set, years & depth of experience, certifications and specific office location. This may differ in other locations due to cost of labor considerations.
Show less ",1,0,0
19,Accounting/Auditing and Finance,Wholesale Building Materials,"Job Summary The controller is responsible for preparing financial reports, performing account reconciliations, maintaining the general ledger, working with corporate accounting on all tax returns, assisting with audit preparation, reviewing 401(k) plan reports, and performing other finance and accounting duties, as assigned. Key Areas of Responsibility * Balance general ledger accounts and prepare monthly financial statements. * Reconcile bank accounts daily, verify deposits, initiate wire transfers and ACH transactions. * Maintain cash disbursement accounts, payroll, and other accounts payable records, as required. * Ensure all vendor invoices are charged to appropriate accounts. * Balance and post accounts receivable cash receipts on daily basis. * Review and update all fixed asset schedules. * Assure corporate income and sales tax compliance through monthly reconciliations and timely completion of all returns. * Work directly with corporate accounting and prepare documents for annual audit. * Manage banking relationships and provide information, as requested. * Oversee 401(k) Plan with approval by Owners. * Balance corporate credit card statement and review expense reports to ensure internal compliance. * Assist in the design and preparation of annual budgets. * Understand all payroll processes and procedures. Perform as backup when needed. * Prepare monthly union reports and submit payments accordingly. * Maintain knowledge of accounting principles (GAAP), practices, and procedures. * Provide continuous improvement ideas in accounting standards and practices. * Perform other accounting functions, as requested by management. Education, Qualifications & Experience * Bachelor's degree in accounting or finance and 3+ years of general accounting experience. * Ability to work proactively and independently in a fast-paced office environment. * Strong problem solving and organizational skills. * Must be detail oriented. * Proficient with the Microsoft Office suite, primarily Excel. * Excellent verbal and written communication skills as well as ability to resolve issues and follow through. * General understanding of ERP/MRP system functionality and objectives. * Experience in a manufacturing environment preferred. Why Work at Leiden Company Leiden Company offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees, creates an environment for continuous learning, and embraces the ideas and diversity of others. All qualified applicants will receive consideration for employment without regard to sex, pregnancy, race, color, creed, religion, national origin, age, disability status, protected veteran status, marital status, sexual orientation, gender identity or expression, or any other legally protected status. Leiden Cabinet is an Equal Opportunity Employer Company Description Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the ""Leiden Company"") has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.




Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the “Leiden Company”) has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.
Show less ",1,0,0.35
20,Management and Manufacturing,Construction,"Precise Contractor is a full-service general contractor which delivers premium quality services to the commercial, retail, hotel and hospitality markets. Our team is looking for a construction site superintendent with experience in retail and/or medical office. As an on-site superintendent, you will supervise site activities and work together with the project manager to ensure projects are delivered on time. The construction site superintendent is responsible for orderliness, code compliance and to ensure that all on-site staff adhere to safety regulations. You will manage subcontractors to ensure that quality standards are met while continuously planning ahead to prevent delay. You will liaise with inspection authorities, landlords and utilities regarding any necessary approvals. This role requires excellent communication skills as you'll collaborate with various trades, organizations, architects and engineers. Responsibilities




Open and close job site during all hours when work is performed
Direct on-site supervision on a daily basis
Represent the Company in a courteous and professional manner to the Clients
Ability to work as a team and manage all trades and personalities to the benefit of the project
Oversee and audit site safety and quality control
Communicate clearly and effectively with project management team and Clients
Collaborate with engineers, subcontractors, etc. to determine project needs
Set performance goals and deadlines
Plan construction processes
Reviewing and becoming familiar with the schedule and budget, and ensuring adherence to these
Supervise staff and provide constructive feedback
Responsible for providing weekly job progress reports and pictures to the project management team
Maintaining records for site personnel such as daily field reports, field orders, and RFIs
Plan inspections and obtain construction permits from local authorities
Implement safety and quality guidelines
Ensuring quality standards are met
Order the appropriate equipment and arrange for regular maintenance
Keep track of material stock and orders
Ensure the job site remains safe, clean, and orderly
Resolve on-site issues and emergencies
Leading and managing the on-site construction team
Coordinating and overseeing all work on site
Following the project timeline to ensure deadlines are met
Attend and manage all onsite inspections and sign offs Requirements
Previous experience as a construction site superintendent or in a similar role for a minimum of 5 years.
Knowledge of local quality, safety, and health guidelines for construction job sites
In-depth understanding of construction operations and processes
Able to clearly and effectively read plans and specifications and translate them to the jobsite
Proficiency in MS Office
Organizational and time-management skills
Ability to lead and inspire
Excellent communication and interpersonal skills
Commercial construction experience required
Must have valid US driver's license and a car
Bilingual a plus
Some travel may be required within the West Coast
Although we make every effort to maintain quality of life for our employees, some projects may require overnights or weekends If you are organized, able to work well under pressure and have experience in this field, we'd like to meet you.
Show less ",1,0.21,0
21,Management and Manufacturing,Construction,"Summary Under direction of the Manufacturing Operations Manager, the Maintenance Manager is accountable to ensure all machinery, tools and plant equipment are maintained to meet or exceed company standards. A strong belief in the mission and goals of the company and the capability of working in a team environment are necessary for this position. Responsibilities Develop and ensure preventative maintenance programs are properly executed per manufacturer's guidelines Maintain proper records of preventative maintenance and repairs made to all machinery, tools, plant equipment and facilities Track all maintenance work performed in the PBS Help Desk system. Track equipment down time, repair and maintenance costs Demonstrate a commitment to the quality improvement process and the philosophy of continuous improvement. A clear understanding of Lean Manufacturing principles and how those principles relate to maintenance TCO (Total Cost of Ownership) Maintain a readily available inventory of replacement parts to reduce down time Develop and implement detailed PMS program for all equipment to include status reporting Move plant equipment, creating safe zones/paths and making large scale plant floor changes as needed Design, create and install add-on components to existing equipment that enhances production productivity Coach, mentor and direct all Maintenance Technicians in a multi shift environment Comply with all company policies and procedures Other duties as assigned within the scope of the role Education and/or Work Experience Requirements Deep knowledge of Run-to-Failure, Preventive, Predictive and Reliability centered maintenance practices Knowledge of maintenance of machinery, tools and fleet equipment Ability to read and understand electrical, pneumatic and hydraulic schematics Experience in troubleshooting, replacing and repairing electrical, pneumatic and hydraulic components Experience in moving plant equipment, creating safe zones/paths and making large scale plant floor changes as needed Experience in working with budgets relating to labor, equipment maintenance, repair, down-time and stocked supply parts General computer knowledge and understands how they interact with fabrication machinery Able to manage third party vendors and ensure agreements are in place for rapid repair of critical plant components that cannot be managed locally Experience in plant relocations to include managing the logistics of moving equipment from one facility to another and understanding the physical requirements of each piece of equipment Attention to detail, takes pride in quality of work Efficient and able to complete assignment deadlines to include after hours and weekend work Strong verbal and written communication skills Communicates effectively with team members Strong team work ethic Minimum 10 years of experience in machinery and equipment maintenance, managing preventative maintenance systems and being a leader and developing staff Benefits: Great Benefits start after 30days! Generous PTO program! Company Description As a stable, well-established industry leader and a member of the Berkshire Hathaway family of companies, PBS is passionate for our mission to promote the unique value of a turnkey framing solution for our customers, which include some of the most successful home builders in the country. Guided by our ""People First Attitude"" value, we focus on our people's happiness and well-being by offering our people a safe, professional, congenial and FUN work environment, understanding that without them we would not be in business. Their success is our success. We CARE! As a responsible organization and a dedicated partner to our customers, we direct our efforts at sustainability and being a community partner, optimizing billing cycle time, ensuring accuracy through our construction practices and efficient technology, efficient technology links between builders' POS to our design, production and field teams, as well as the highest degrees of oversight under a controlled production environment to ensure quality products.




As a stable, well-established industry leader and a member of the Berkshire Hathaway family of companies, PBS is passionate for our mission to promote the unique value of a turnkey framing solution for our customers, which include some of the most successful home builders in the country. Guided by our ""People First Attitude"" value, we focus on our people's happiness and well-being by offering our people a safe, professional, congenial and FUN work environment, understanding that without them we would not be in business. Their success is our success. We CARE! As a responsible organization and a dedicated partner to our customers, we direct our efforts at sustainability and being a community partner, optimizing billing cycle time, ensuring accuracy through our construction practices and efficient technology, efficient technology links between builders' POS to our design, production and field teams, as well as the highest degrees of oversight under a controlled production environment to ensure quality products.
Show less ",1,0,0
22,Strategy/Planning and Information Technology,Construction,"True Homes, a Top Workplace since 2016 is growing in the Summerville, SC area! Because of this tremendous growth, we are searching for a Supply Chain Manager to join our team. If you are looking to join a team that values you and want to be part of a company that takes a new approach to home building and workplace culture, please apply now!

The Supply Chain Manager is responsible to work with the Supply Chain Operations Partner on the daily execution of Supply Chain Management functions to deliver Trade Partner relationships that bring a compelling cost, competency to deliver first time quality, consistent capacity, and commitment to True Homes as a priority relationship through Value Leveraging. The Supply Chain Manager ensures that all Supply Chain Key Performance Indicators and Plant Charters are met and that Value Creation strategies are fully executed through collaboration and synergy with the Market Partner of Plant, Supply Chain Operations Partner, Plant Labor and Material Specialists, and Centralized Services. The Supply Chain Manager adheres to the Leadership Charter – works in team congruency with The True Difference Culture, demonstrates leadership consistent with the True North Leadership (TNL) Platform, and assists in the maturing of their Functional Platform.

Responsibilities

Leadership

Works in team congruency with The True Difference Culture
Demonstrates leadership consistent with the TNL Platform:
True Approach: Interactions with Associates, Trades, and Strategic Relationships that consistently reflect the values of the company.
True Actions: Daily focus reflects franchise philosophy and synergistic structure including stewardship of resources, congruent leadership, operational excellence, and results-focused execution.
True Acumen: Creates enterprise value through client focus, people development, stakeholder relationships, operational discipline, and financial performance.
Demonstrates high levels of collaboration and synergy with other leaders.
Partners with the Supply Chain Operations Partner to fully mature the disciplines of the Supply Chain and Plant Floor Platforms.
Aligns with the Supply Chain core principles, functional absolutes, relational absolutes, and strategies.
Ensures Trade Partner leadership has clarity on results expected and are competent to perform to established standards .
Leverages Mutual Gain Negotiation skills, principles, and strategies in all interactions to reach durable agreements.
Performs other duties as needed or required.

Trade Partner Capacity
Core
Monitors Transition Report and ensures capacity from active Trade Partners and Suppliers will accomplish current market Volume In a Range (VIR)
Monitors performance and responds to performance challenges related to schedule adherence through the onboard of additional capacity as jointly deemed necessary between Supply Chain and Plant.
Bench
Actively identifies and cultivates bench Trade Partners that have been fully vetted and are able to move into production in a timely manner. All cost codes should have a minimum of one bench Trade Partner with key cost codes having a minimum of 2-3 depending on the market.
Single Family for Rent (SFR)
SFR product is grouped or bid on a project level to identify new capacity and potential Trade Partners outside of normal “market”.
Identifies new products, processes, specifications, and materials that can be vetted and utilized first in SFR to ensure viable for production.
Leverages SFR bidding process to identify cost savings opportunities that have potential to expand beyond SFR into Core.

Trade Partner Commitment
Priority Status
Value Creation environment is actively leveraged to gain priority status with Trade Partners having a commitment to maintain priority and capacity to meet production assignments.
Manufacturer and Supplier agreements are structured to foundational secure priority and capacity to meet production demands. Active forecasting, forward-looking ordering, and meeting/exceeding lead time requirements are in place for all key materials.
True Crews
Commitments gained to maintain consistent crew leaders assigned to True Homes work associated with core volume commitment.
Partners with Plant Labor and Material Specialists to ensure commitments are realized for True Crews.

Compelling Cost
Hard Cost
Leveraging Value Creation environment, relationship equity, volume, and mutual gain/tactical negotiations, achieve market leading hard cost.
Partners with the Plant team, identifies and implements True Lean initiatives to eliminate waste and inefficiency that tangibly reduces hard cost.
Through deep partnership and understanding of Trade Partners businesses, actively partner to identify and eliminate waste and inefficiency in their operations that result in shared savings that tangibly reduce hard cost
Controls variances related to Supply Chain to below budgeted annual amount.

Trade Partner Competency
Trade Partner Performance
Addresses elevated non-conformance as reported by the Plant to ensure sustained improvement and move back into conformance within an acceptable level of time. If non-conformance cannot be improved/sustained, then onboards additional or replacement Trade Partner(s) to address.
TED/CRC
Conducts quarterly/monthly business performance reviews with assigned Trade Partners with a specific focus on first time quality and all other aspects of the partnership.
Provides support to the Plant as needed for data and insights to appropriately lead Trade Partner performance in the field.

Contract Control

Ensures contracts for all active Trade Partner relationships including detailed Pricing Addendums and Quality Standards are current.
Documents all Trade Partner expectations in Trade Agreements through Quality Standards, Trade Contractor Guidelines, Commitments of Conduct, or architecture drawings/details.

Results/Accountability

Minimize delays and disruptions caused by Trade Partners; Achieve 90% WIP On-Time and 90% Completions On-Time
Achieve market leading hard cost
Supply Chain variances less than .2%
No variance costs due to product failures
Trade Partners achieve first time quality as measured by non-billable/billable follow-ups, fines, quality check results, and warranty performance

Qualifications

High School Diploma or GED required
Bachelor’s degree Construction Management, Business, Engineering, or relevant field preferred
Three or more years of relevant work experience required
Two or more years of residential construction industry experience preferred
Background in technical sales, business, or manufacturing management preferred
Strong problem solving, persuasion, and negotiation skills required
Ability to build and maintain relationships
Valid driver’s license, current automobile insurance, and reliable personal transportation required for frequent regional travel and occasional travel to Expansion Markets in NC and SC

General Requirements

Excellent attention to detail
Ability to multi-task
Must be able to work independently
Strong communication skills, written, and verbal skills
Strong organizational skills
Ability to work in a fast-paced environment
Regularly drive between jobs during the workday
Comply with all company policies and procedures
Demonstrate the qualities and character traits as defined in the Sustainable Competitive Advantage

Physical Requirements

Ability to traverse homes, residential communities, and ungraded lots
Ability to ascend/descend stairs and ladders
Ability to move one’s self in confined spaces
Ability to lift up to 25 pounds without assistance

Working Conditions

While performing the duties of this position, the associate will occasionally work in a professional office environment. This position regularly uses standard office equipment. The associate is also exposed to outside weather conditions, which may include wet and/or humid conditions, and extreme cold or extreme heat. The associate is frequently driving between job sites and to community office space.

True Homes offers a highly competitive salary in addition to benefits including health and vision program and company paid dental, Life & AD&D, short-term and long term disability and 18 days of paid time off in your first year.

Employment with True Homes is contingent on the ability to successfully pass a drug screen and background check.

True Homes is an equal opportunity employer.
Show less ",1,0,0.08
23,Administrative,Construction,"The Administrative Assistant is responsible for updating, maintaining and processing various tasks as assigned (see below for sample listing). They will gain a wealth of knowledge in HR and Safety related tasks as well as project management. This individual must maintain a positive working relationship with all our team members, contractors, customers and vendors. This individual will work closely with the HR & Safety Manager as well as the Project Management team to ensure we are in compliance with all local, state and federal standards. This person is also responsible for our heavy equipment permits.
Show less ",1,0,0
24,Management and Manufacturing,Construction,"Come work with the best! At Maine Drilling & Blasting we work with the unity of family and the determination of business owners. As a majority Employee Owned company we provide a unique and generous array of benefits including two retirement plans, an Employer-contributed Stock Ownership Plan (ESOP) and company matched 401(k). In addition to health, dental, vision, life, and disability benefits, we also offer training and development opportunities. The sky is the limit, come rock your career at MD&B!




Our core values of Respect, Fairness, Honesty, and Responsibility provide a firm cultural foundation as we relate to customers and each other as we Make it Happen!




Starting Pay: $18 - $20/per hour plus vehicle/fuel allowance. Target incentives up to an additional $200 per week as you achieve deliverable milestones!




LABORER-CONSTRUCTION




Ability to perform job specific instruction provided by Superintendents, Blasting Supervisor or Drill Operators. Individuals must be safety-minded and able to work well in varying weather environments. Out of town travel and overtime may be required.




Adhere to Company Safety procedures and policies
Physical agility
Submit the following records to Blaster/Foreman on a Weekly basis: Accurate and Signed Time Card
Ability to quickly learn safety aspects of working construction sites and working around explosives
Ability to take direction and perform construction laboring activities
Ability to work unsupervised occasionally
Pump blast holes dry with water pump
Load and unload explosives from truck
Carry buckets of stemming stone to stem blast holes
Maintain clean and organize job site
Other duties as assigned




Meetings




Participate in monthly Foreman, periodic safety and job meetings as needed
Participate in daily heads up safety meetings




Physical Requirements




Ability to perform essential functions of the position
Position requires proficiency to work at a steady pace on uneven and loose surfaces outside
Ability to lift up to 100 lbs occasionally, 5% of time
Ability to lift 50lbs, 50% of the time
Stooping and bending 60 – 70% of the time
Valid Drivers License with good driving record and own transportation
Must be able to pass a pre-employment physical & drug screen.
Must sucessfully pass criminal background check for ATF
Experience with construction laborer helpful, but not necessary
Ability to learn and develop skills to later perform higher level tasks




Maine Drilling & Blasting is proud to be an Equal Employment Opportunity and Affirmative Action employer. We will not discriminate against applicants with regard to any legally recognized basis including, but not limited to, race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, status as a protected veteran, and physical or mental disability.
Show less ",1,0,0
25,Management and Manufacturing,Construction,"Come work with the best! At Maine Drilling & Blasting we work with the unity of family and the determination of business owners. As a majority Employee Owned company we provide a unique and generous array of benefits including two retirement plans, an Employer-contributed Stock Ownership Plan (ESOP) and company matched 401(k). In addition to health, dental, vision, life, and disability benefits, we also offer training and development opportunities. The sky is the limit, come rock your career at MD&B!




Our core values of Respect, Fairness, Honesty, and Responsibility provide a firm cultural foundation as we relate to customers and each other as we Make it Happen!




Starting Pay: $18 - $20/per hour plus vehicle/fuel allowance. Target incentives up to an additional $200 per week as you achieve deliverable milestones!




Travel local to Winchester area only, 100 mile radius.




LABORER-CONSTRUCTION




Ability to perform job specific instruction provided by Superintendents, Blasting Supervisor or Drill Operators. Individuals must be safety-minded and able to work well in varying weather environments. Out of town travel and overtime may be required.




Adhere to Company Safety procedures and policies
Physical agility
Submit the following records to Blaster/Foreman on a Weekly basis: Accurate and Signed Time Card
Ability to quickly learn safety aspects of working construction sites and working around explosives
Ability to take direction and perform construction laboring activities
Ability to work unsupervised occasionally
Pump blast holes dry with water pump
Load and unload explosives from truck
Carry buckets of stemming stone to stem blast holes
Maintain clean and organize job site
Other duties as assigned




Meetings




Participate in monthly Foreman, periodic safety and job meetings as needed
Participate in daily heads up safety meetings




Physical Requirements




Ability to perform essential functions of the position
Position requires proficiency to work at a steady pace on uneven and loose surfaces outside
Ability to lift up to 100 lbs occasionally, 5% of time
Ability to lift 50lbs, 50% of the time
Stooping and bending 60 – 70% of the time
Valid Drivers License with good driving record and own transportation
Must be able to pass a pre-employment physical & drug screen.
Must sucessfully pass criminal background check for ATF
Experience with construction laborer helpful, but not necessary
Ability to learn and develop skills to later perform higher level tasks




Maine Drilling & Blasting is proud to be an Equal Employment Opportunity and Affirmative Action employer. We will not discriminate against applicants with regard to any legally recognized basis including, but not limited to, race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, status as a protected veteran, and physical or mental disability.
Show less ",1,0,0
26,Management and Manufacturing,Construction,"Come work with the best! At Precision Blasting, a division of Maine Drilling & Blasting, we work with the unity of family and the determination of business owners. As a majority Employee Owned company we provide a unique and generous array of benefits including two retirement plans, an Employer-contributed Stock Ownership Plan (ESOP) and company matched 401(k). In addition to health, dental, vision, life, and disability benefits, we also offer training and development opportunities. The sky is the limit, come rock your career at MD&B!




Our core values of Respect, Fairness, Honesty, and Responsibility provide a firm cultural foundation as we relate to customers and each other as we Make it Happen!




Starting Pay: $18 - $20/per hour plus vehicle/fuel allowance. Target incentives up to an additional $200 per week as you achieve deliverable milestones!




LABORER-CONSTRUCTION




Ability to perform job specific instruction provided by Superintendents, Blasting Supervisor or Drill Operators. Individuals must be safety-minded and able to work well in varying weather environments. Out of town travel and overtime may be required.




Adhere to Company Safety procedures and policies
Physical agility
Submit the following records to Blaster/Foreman on a Weekly basis: Accurate and Signed Time Card
Ability to quickly learn safety aspects of working construction sites and working around explosives
Ability to take direction and perform construction laboring activities
Ability to work unsupervised occasionally
Pump blast holes dry with water pump
Load and unload explosives from truck
Carry buckets of stemming stone to stem blast holes
Maintain clean and organize job site
Other duties as assigned




Meetings




Participate in monthly Foreman, periodic safety and job meetings as needed
Participate in daily heads up safety meetings




Physical Requirements




Ability to perform essential functions of the position
Position requires proficiency to work at a steady pace on uneven and loose surfaces outside
Ability to lift up to 100 lbs occasionally, 5% of time
Ability to lift 50lbs, 50% of the time
Stooping and bending 60 - 70% of the time
Valid Drivers License with good driving record and own transportation
Must be able to pass a pre-employment physical & drug screen.
Must sucessfully pass criminal background check for ATF
Experience with construction laborer helpful, but not necessary
Ability to learn and develop skills to later perform higher level tasks




Maine Drilling & Blasting is proud to be an Equal Employment Opportunity and Affirmative Action employer. We will not discriminate against applicants with regard to any legally recognized basis including, but not limited to, race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, status as a protected veteran, and physical or mental disability.




External Company Name: Maine Drilling & Blasting Inc.




External Company URL: mdandb.com
Show less ",1,0,0
27,Management and Manufacturing,Construction,"Casella Construction Inc, a Vermont based heavy civil construction company with multiple jobsites throughout Vermont, is currently seeking to add a Civil Foreman who is experienced in heavy civil construction to our team. In this position, you would be assisting Superintendent with daily planning, directing and motivating workers, equipment and materials and complete the job safely, on time and within budget. Must be a strong team player with a positive can-do attitude.




Apply online or in-person!




Responsibilities




Maintain Productive workflow
Responsible for enforcement of safety standards with crew and others on worksite.
Read plans and coordinate layout with supervisors.
Utilize survey benchmarks and offsets to lay out work at hand.
Complete daily paperwork and communicate effectively with all Casella Construction personnel




Skills




2+ years' experience as a heavy civil construction foreman
Thorough knowledge or planning, layout and execution of excavation, backfill and underground piping/utilities (Ductile iron pipe, PVC pipe, HDE pipe, reinforced concrete pipe, precast structures)
Ability to provide accurate layout for line and grade from established benchmarks.
Competency in working with deep excavations requiring the use of trench boxes and other support systems.
Experience in mass excavation, demolition, site work and utility line work.
Ability to operate heavy equipment - Loader, Haul truck, Excavator.
Ability to read plans and specifications.
Ability to take direction and manage multiple people.
Desire to learn and constantly improve.
Excellent oral communication skills.
Good computer skills and experience with construction software, field logs.
Ability to work outdoors in all weather.
Able to lift 50lbs. Stand, kneel, walk, and stop for extended periods of time.
Must be 18 years or older.
High School Diploma or GED
Valid driver's license.




Company Benefits And Opportunities




Casella Construction offers a comprehensive benefits package including health, dental, vision, Short & Long Term disability supplemental insurances, 401(k) retirement with company match up to 4%, Paid holidays and time off.




If offered the position, you will also receive a company paid iPhone, iPad, company vehicle and fuel card.




Casella Construction is an equal opportunity employer. We promote diversity and are committed to creating an inclusive environment for all employees. Women and minorities are encouraged to apply.




Apply Online or In Person!




About Our Company




Joseph Casella and John Casella II are the second generation of the Casella family, carrying on a legacy that was built on hard work, grit, determination, and most of all, innovation. Together with a team equally committed to exemplifying the highest industry standards, and reinventing systems to create effective solutions when old methods no longer serve new thinking, Casella Construction has evolved to become an industry-leading company in the field.




Our strength is in our team, who we continue to invest in and depend on to help expand critical areas of our business, including heavy highway construction, demolition, utility installation, environmental contracting, commercial site development, land management, aggregate, transportation, and fleet maintenance.




Casella Construction's success is attributed to our employees' love of the industry, our leadership's drive to remain at the forefront of technology and environmental stewardship, and our collective ability to thrive in dynamic situations.
Show less ",1,0.2,0
28,Administrative,Construction,"Job Summary: Completes all aspects residential scheduling, including but not limited to communicating with vendors and field supervisors, customer service, processing purchase orders and assisting the department in all administrative capacities. Supervisory Responsibilities:




This job has no supervisory responsibilities. Essential Duties and Responsibilities:
Retrieves and maintains all builder schedules from trade portal information, emails and phone calls for residential installations.
Complies a file containing information related to selections, elevations, colors and additional options, and calculates the amount of materials required to complete the job.
Orders all materials, and tracks all materials through appropriate software.
Collates project documents and works directly with all Field Supervisors.
Works with Warehouse Manager to order materials that are needed, ensuring that the lowest price and best quality product is purchased.
Track and records information as relevant to specific jobs, communities or builders.
Other duties as assigned. Required Skills/Abilities:
Excellent communication skills, and the ability to follow directions.
Ability to understand basic mathematical principles.
Excellent team player.
Excellent attention to detail. Education and Experience:
High school diploma or general education degree (GED).
12+ months of data entry experience preferred. Physical Requirements:
Prolonged periods sitting at a desk and working on a computer.
Ability to stand, walk, bend and perform some travel.
Light to moderate lifting up to 15 pounds, pushing and pulling abilities. Company Description Alpha Omega Construction Group, Inc. is the #1 roofing contractor in the Southeast. Join Alpha Omega Construction Group, Inc. for the chance to learn, grow, and contribute to people's lives. Be a member of the BEST with #TeamAOCG!




Alpha Omega Construction Group, Inc. is the #1 roofing contractor in the Southeast. Join Alpha Omega Construction Group, Inc. for the chance to learn, grow, and contribute to people’s lives. Be a member of the BEST with #TeamAOCG!
Show less ",1,0,0
29,Management and Manufacturing,Construction,"Responsibilities: * Operate and care for construction equipment and tools. * Assist operators, carpenters and other skilled labor when necessary. * Prep construction sites by cleaning obstacles and hazards. * Load or unload construction materials. * Assembly and take apart temporary structures (e.g., scaffolding). * Remove, fill or compact earth. * Follow instructions from supervisors. Requirements: * Valid driver's license. * Be at least 18 years of age. * Ability to do physical labor and other strenuous physical tasks. * Ability to work in all weather. * Be punctual and reliable. Company Description Premier Group's mission is to provide innovative solutions, continually improve efficiency and exceed client expectations while incorporating a diverse range of services provided by our team.




Premier Group’s mission is to provide innovative solutions, continually improve efficiency and exceed client expectations while incorporating a diverse range of services provided by our team.
Show less ",1,0,0
