,Job Function,Industry,Seniority,Job Description
62,"Research, Analyst, and Information Technology",Research Services,Entry level,"Job Details

Description

JOB TITLE – Lab Technician

SHIFT- Per Diem for the weekend either 7pm-7am or 7am-7pm

GENERAL SUMMARY OF DUTIES – Responsible for performing required vital signs and ECG’s on in-patient/out-patient study participants. Also responsible for all blood/urine collection and lab processing.

SUPERVISOR – Clinical Operations Manager

Duties Include, But Are Not Limited To

Responsible for collecting blood samples from study participants per study protocol;
Performing ECG’s and vital signs on all study participants;
Process labs;
Collect Biohazard lab waste and dispose of properly;
Stock lab rooms;
Ship frozen samples according to study protocol;
Receive lab supplies;
Schedule study participates for lab tests;
Check and file lab reports;
Call processing lab companies regarding questions and abnormal lab values;
Attend site initiation meetings;
Other duties as assigned.

KNOWLEDGE, SKILLS & ABILITIES – This position requires the following minimal requirements:

Knowledge of current medical terminology to perform a full range of laboratory tests;
Knowledge of laboratory equipment and testing to perform quality control checks and troubleshooting of instrumentation.
Knowledge of medical terminology to communicate with study/medical staff regarding laboratory procedures and results;
Skill in performing a full range of laboratory tests;
Skill in anticipating and reacting calmly to emergency situations;
Skill in developing and maintaining department quality assurance;
Skill in establishing and maintaining effective working relationships with study participants, study staff and management;
Ability to read and understand information about instrumentation in laboratory field;
Ability to follow written protocols;
Ability to work independently;
Ability to communicate clearly, both orally and written.

EDUCATION – Certification as a Medical Technologist (ASCP) or as appropriate for lab service

level preferred

EXPERIENCE – One (1) year experience as a medical technologist preferred.
Show less "
63,Education and Training,Education Administration Programs,Entry level,"Position is for the 2023-2024 School Year




Qualifications




Possess or able to obtain a valid Alabama Teacher Certificate with proper endorsement in teaching field
Demonstrates aptitude or competence for assigned duties or responsibilities
Such alternatives to the above qualifications as the Board might find appropriate and acceptable




Duty Days 187




Job Attachment View Attachment
Show less "
64,Education and Training,Education Administration Programs,Entry level,"Please See Attached Job Description

Teacher Pay Scale: 190 Days

ESSER Temporay Funded Position
Show less "
65,Education and Training,Primary and Secondary Education,Internship,"Job Description




Boulder Valley School District is committed to create challenging, meaningful, and engaging learning opportunities so that all children thrive and are prepared for successful, civically engaged lives. Our comprehensive and innovative approach to education ensures that each student meets expectations relative to intellectual growth, physical development and social emotional well-being. The district covers approximately 500 square miles and serves the communities of Boulder, Erie, Louisville, Lafayette, Superior, Broomfield, Nederland, Ward, Jamestown and Gold Hill. Website: BVSD .




Location: US:CO:BOULDER




School: Human Resources




Position Title: Student Teacher




Position Start Date: August 3, 2023




Closing Date: January 15, 2024




General Description




Licensed Student Teacher & Interns (Only Candidates That Have Been Approved To Student Teach Or Intern In BVSD Will Be Considered). Only apply to this vacancy if you have been accepted to student teach or intern in BVSD.




Application And Selection Procedure




External Candidates: Apply on-line at jobs.bvsd
Current BVSD Employees: Must apply through the INFOR portal
If you do not have internet access, a computer is available in the Human Resources Division, Education Center, 6500 E. Arapahoe, Boulder, Colorado.
Applications are reviewed to match candidates with position qualifications, with a limited number selected for interviews. For the final selection, employment is contingent upon successful completion of the post-offer screening process, including a background check and possible medical examination.




The Boulder Valley School District is an equal opportunity educational institution and does not unlawfully discriminate on the basis of race, color, ethnicity, sex, gender identity/expression, national origin, creed, religion, age, sexual orientation, disability or veteran status in admission or access to, and treatment and employment in its educational programs or activities. Inquiries or complaints: BVSD Legal Counsel - 720-561-5903; Office for Civil Rights - http://www2.ed.gov/about/offices/list/ocr/addresses.html
Show less "
66,Management and Manufacturing,Primary and Secondary Education,Entry level,"The Yuba City Unified School District incorporates over 215 square miles in Sutter County, California, and provides quality educational services to nearly 12,000 students from Preschool through 12th grade. The seventeen schools offer K-5, K-8, 6-8, 9-12, alternative high school, and independent study programs. Yuba City is 45 miles north of Sacramento in the lush Central Valley. Several recreational areas, historic landmarks, metropolitan shopping, cultural centers, the Sierra Nevada Mountains, and the Pacific Ocean are within a 1-3 hour drive.




Salary Range: Negotiable




Work Year: 224 days




Contact: Michael Reed




(530) 822-7630




Yuba City Unified School District seeks a knowledgeable, communicative, and collaborative leader to orchestrate educational services to 12,000 students attending our 17 schools.




TRAINING, EDUCATION, AND EXPERIENCE: Bachelor’s degree, and three years increasingly responsible supervisory or administrative experience. District level administrative experience preferred.




REQUIREMENTS: Administrative Services Credential.




For full consideration please include the following documents with your application:




Letter of Introduction
Letter(s) of Recommendation (3 letters dated within 6 months of application)
Resume
Show less "
67,Education and Training,Education Administration Programs,Entry level,"Positions That May Be Hired From This Vacancy

School Counselor

Instructional Literacy Coach (ILC)

Library/Media Specialist

School Interventionist

View available positions

https://www-grms.stjohns.k12.fl.us/vacancies/

All “qualified” candidates may be considered for an interview as specific positions become available based on certification areas.
Show less "
68,Education and Training,E-Learning Providers,Mid-Senior level,"RealCME is a well-established digital educational technology company serving the health professional audience. We are seeking a highly motivated, experienced individual to join our Client Support Team. Candidates should have client-facing experience as well as project management experience. This is an opportunity for someone that wants to drive business success and help grow exciting new learning platforms. The ideal candidate will:




Engage clients and maintain high levels of satisfaction with our digital learning platforms -Help clients create successful courses using our digital learning platforms
Establish credibility with key customer decision makers & influencers
Have strong verbal/written communication & presentation skills; exceptional listening skills
Be well organized and capable of managing multiple accounts & assignments simultaneously
Be goal focused
Be committed to timelines and deliverables Responsibilities : Client Support o Support large portfolio of client accounts o Provide clients with on-boarding and training support; includes the oversight of AI client-support tools o Advise clients as they plan and build courses on platforms o Collaborate with internal teams to ensure client requests are received, prioritized and implemented o Maintain communication & governance of policies and protocols across customer, client, and internal teams o Build courses and input course materials into platform authoring and publishing tools Project Management o Ensure that all contract deliverables are met per project timelines o Maintain documentation for all projects, including but not limited to key dates, next steps, etc. Course Distribution and Marketing o Monitor and track activity performance to meet deliverables o Create and implement marketing materials o Update blog, social media accounts and website news Requirements :
Work experience in instructional design and project management is required.
Work experience in digital education or medical education is highly preferred.
Prior experience with learning management systems, Salesforce.com, Jira, Sendgrid, and Wrike preferred
Familiarity with Social Media platforms: Twitter, Instagram, Facebook
Comfortable using both Mac and Windows Operating Systems Note: This is a hybrid role with 2-3 days in the NY office required each week Company Description HealthCourse is a leading education technology and analytic company based in NYC. Through innovative digital educational products, we are focused on aligning health professionals with best practices and assessing improvement in quality measures and health outcomes.




HealthCourse is a leading education technology and analytic company based in NYC. Through innovative digital educational products, we are focused on aligning health professionals with best practices and assessing improvement in quality measures and health outcomes.
Show less "
69,Education and Training,Education Administration Programs,Entry level,"Bachelor's degree from an accredited educational institution. Certified by the state of Alabama in the appropriate field. Must meet background clearance requirements as specified by Alabama statutes and state board of education regulations.




Start Date TBD




Duty Days 187




Reports To Principal




Job Posting Link myrcsd.org




Salary Range: From/To This position is a nine-month contract. Salary is based on the salary schedule of the teacher and work experience.




Additional Job Information




Applications Should Be Submitted To




myrcsd.org (online only) Russell County School District, quick links, administration, administrative services, employment opportunities, application and follow the prompts to create an account and apply. For questions (334) 468-5540




Job Attachment View Attachment




Applications Should Be Submitted To




myrcsd.org (online only) Russell County School District, quick links, administration, administrative services, employment opportunities, application and follow the prompts to create an account and apply. For questions (334) 468-5540
Show less "
70,Education and Training,Education Administration Programs,Entry level,"NOTE: All Substitute applicants must be able to pay for an ALSDE background check within 5 days of receiving the email from Human Resources with instructions to do so. The cost of the background check is $48.15 and is the responsibility of the applicant. If fingerprints are not submitted within the 5-day timeframe, processing will be canceled and the applicant must apply to the next available posting in order to be considered for the Substitute Process.




The Duties Include But Are Not Limited To




Reports to the building principal or school secretary upon arrival at the school building.
Reviews with the principal, department head, or team leader all plans and schedules to be followed during the teaching day.
Maintains as fully as possible the established routines and procedures of the school and classroom to which he/she is assigned.
Teaches the lesson outlined and described in the Substitute Teachers Handbook as prepared by the absent teacher.
Consults as appropriate, with the building principal, department head, or team leader before initiating any teaching or other procedures not specified in the Substitute Teacher Handbook.
Assumes responsibility for overseeing pupil behavior in class and during lunch and recess periods.
Completes Substitute Teacher Instructions form at the conclusion of each teaching day.
Follows all policies, rules, and procedures to which regular teachers are subject and which good teaching practice dictates.




Qualifications




Must bring a valid driver's license* and Social Security Card to Human Resources upon request.




*If a valid driver's license is not currently owned, applicants must provide a document from one of the ALSDE Acceptable Documentation lists shown below.




Must provide official high school or college transcripts or GED (with scores).




Former MCPSS Teachers are not required to furnish transcripts, unless MCPSS does not have a transcript on file for them.




Must have (or be able to obtain) appropriate valid Alabama Substitute Teaching License or have a valid ALSDE Professional Certificate.




Substitute Applicants click here to login and apply




Acceptable Documentation Lists




If you are a United States citizen and have previously completed and submitted this form to the Educator Certification Section, it does not need to be submitted again.




An Alabama driver's license or non-driver's identification card issued by the Alabama Department of Public Safety
A birth certificate indicating birth in the United States or one of its territories
Pertinent pages of a United States valid or expired passport identifying the person and the person's passport number, or the person's United State passport
United States naturalization documents or the number of the certificate of naturalization
Other documents or methods of proof of United States citizenship issued by the federal government pursuant to the Immigration and Nationality Act of 1952, as amended
Bureau of Indian Affairs card number, tribal treaty card number, or tribal enrollment number
A consular report of birth abroad of a citizen of the United States of America
A certification of citizenship issued by the United States Citizenship and Immigration Services
A certification of report of birth issued by the United States Department of State
An American Indian Card, with KIC classification, issued by the United States Department of Homeland Security
Final adoption decree showing the person's name and United States birthplace
An official United States Military record of service showing the applicant's place of birth in the United States
An extract from a United States hospital record of birth created at the time of the person's birth indicating the place of birth in the United States
AL-verify
A valid Uniformed Services Privileges and Identification Card
Any form of ID authorized by the Alabama Department of Revenue




If you are an alien lawfully present in the United States, this form and documentation must be submitted with every application.




A valid tribal enrollment card or other form of tribal identification bearing a photograph or other biometric identifier
Any valid United States federal or state government issued identification document bearing a photograph or other biometric identifier, including a valid Uniformed Services Privileges and Identification Card if issued by an entity that requires proof of lawful presence in the United States before issuance
A foreign passport with an unexpired United States Visa and a corresponding stamp or notation by the United States Department of Homeland Security indicating the bearer's admission to the United States
A foreign passport issued by a visa waiver country with the corresponding entry stamp and unexpired duration of stay notation or an I-94 W form by the United States Department of Homeland Security indicating the bearer's admission to the United States




NOTE: All Substitute applicants must be able to pay for an ALSDE background check within 5 days of receiving the email from Human Resources with instructions to do so. The cost of the background check is $48.15 and is the responsibility of the applicant. If fingerprints are not submitted within the 5-day timeframe, processing will be canceled and the applicant must apply to the next available posting in order to be considered for the Substitute Process.




Qualifications




Must bring a valid driver's license* and Social Security Card to Human Resources upon request.




*If a valid driver's license is not currently owned, applicants must provide a document from one of the ALSDE Acceptable Documentation lists shown below.




Must provide official high school or college transcripts or GED (with scores).




Former MCPSS Teachers are not required to furnish transcripts, unless MCPSS does not have a transcript on file for them.




Must have (or be able to obtain) appropriate valid Alabama Substitute Teaching License or have a valid ALSDE Professional Certificate.




Salary Range: From/To Non-Certified: $90.00/day Valid Alabama Teaching Certificate: $140.00/day




Additional Job Information




**Applicants selected for classified positions must undergo (or have undergone) an ABI/FBI criminal history background check (fingerprinting administered through sites selected and approved by the MCPSS and State of Alabama Education Department) and be declared suitable and fit to teach under state law. Applicants selected must also pass a drug-screening test via forms provided by Human Resources during the selection process.**




THE MOBILE COUNTY PUBLIC SCHOOL SYSTEM IS AN EQUAL OPPORTUNITY EMPLOYER.




Job Attachment View Attachment
Show less "
71,Management and Manufacturing,Primary and Secondary Education,Entry level,"Job Description




Boulder Valley School District is committed to create challenging, meaningful, and engaging learning opportunities so that all children thrive and are prepared for successful, civically engaged lives. Our comprehensive and innovative approach to education ensures that each student meets expectations relative to intellectual growth, physical development and social emotional well-being. The district covers approximately 500 square miles and serves the communities of Boulder, Erie, Louisville, Lafayette, Superior, Broomfield, Nederland, Ward, Jamestown and Gold Hill. Website: BVSD .




Location: US:CO:BOULDER




School: Eisenhower Elementary




Position Title: Child Care Assistant Supervisor-PSE




Position Start Date: Immediately




Position Type: Non-Represented




FTE: 1.0 - 40 hours per week - Regular, ongoing




Work Schedule: 175 work days




Pay Range:*$18.37 - $19.89




Closing Date: April 4, 2023




$500 sign on bonus (after working for 1 month)




Paid Training & Benefits




Summary




The Preschool Enrichment (PSE) Assistant Supervisor, under the supervision of the Preschool Enrichment Supervisor and overall direction of the Preschool Enrichment Coordinator, is responsible for assisting in the planning and implementation of a developmentally appropriate preschool program that is aligned to the Early Childhood Education curriculum and provides students with half and full day enrichment opportunities. Assistant Supervisors support the Supervisor with the preschooler’s daily experience, learning, supervision, and care. They also step in and lead in the Supervisor’s absence. Assistant supervisors communicate with families, provide supervision during lunch and recess, support with transitions to/from the bus, support naptime, snack time, restroom breaks and other day-to-day programming and operations, and uphold all rules and regulations as outlined by the Colorado Department of Human Services Office of Early Childhood.




Responsibilities




Assist in the planning and implementation of a developmentally appropriate program that is aligned to the Early Childhood Education curriculum and provides students with half and full day enrichment opportunities.
Assist in the creation of an inclusive learning environment that supports early intervention, referral for academic, social-emotional, and/or human services when necessary, and an understanding and appreciation of culturally and linguistically diverse student and family needs.
Assist in the daily operation of the program under the supervision of the Preschool Enrichment Supervisor.
Take student attendance and ensure the safety of students at all times; maintain ratio compliance.
Effectively handle student discipline by establishing and maintaining clear, consistent and fair limits on children’s behavior and implementing and maintaining positive guidance and discipline techniques set by the program.
Create a warm, friendly and cooperative environment in which children and families feel comfortable and secure. Assist in maintaining a clean and safe environment.
Assist in maintaining compliance with licensing rules and regulations set by the Colorado Department of Human Services Office of Early Childhood, local County Health Department and School District policies and procedures.
Participate in trainings and professional learning opportunities that allow for continued licensure and growth.
Remain current on all required trainings and total number of training hours required by the Colorado Department of Human Services Office of Early Childhood.
Work collaboratively as an integral member of the Preschool Enrichment program and within the Community Schools department.
Communicate positively and effectively regarding student needs and overall growth and wellbeing.
Communicate and collaborate with other staff members in the Preschool Enrichment program, within the school, and with the Community Schools team.
Maintain confidentiality and a high level of ethical behavior and professionalism.
Maintain positive working relationships with school personnel.
Perform other duties as assigned.
Qualifications:




Required




Must be at least 18 years of age, have at least 1,365 hours of experience as an Early Childhood Teacher 7.702.43.F.1 (all qualifying documentation must be uploaded to the candidates online application) OR must meet 1 of the following qualifications:




A Bachelor's, Master's, or Doctorate degree from an accredited college or university (Expanded degrees accepted without additional experience include: Child Development, Child Psychology, Early Childhood Education, Early Childhood Special Education, Educational Leadership and Administration, Elementary Education, Family and Human Development, Family Studies, Special Education. ( 7.702.43.F,G ) OR
Completion of at least half of the required coursework for director qualifications in section ( 7.702.43B.3 ), including the following two (2) administration courses: (1) Administration of Early Childhood Care and Education Programs; and, (2) Administration: Human Relations for Early Childhood Professions, or Introduction to Business.
Must be able to lift 50 pounds to assist children in toileting along with delegated health care duties.
Completed and submitted BVSD online application.
Communicate (read, write, and speak) in English.




Preferred




Strong knowledge in Early Childhood Education and best practices including children’s physical, emotional, social, and cognitive development as well as children with special needs.
Knowledge and skill in classroom management tools, including supporting children with special needs.
Ability to mentor, communicate orally and written, interact and work effectively and cooperatively with people from diverse educational backgrounds.
General knowledge of the State of Colorado Child Care Licensing rules and regulations and county health department guidelines.
Supervisory and interpersonal skills.
Ability to manage multiple tasks with frequent interruptions.
Ability to maintain confidentiality in all aspects of the job.
Technology and computer proficiency in multiple software applications-(Google).
Salary Information:




Salary Placement varies according to experience and education.




Pay range listed above is for employees newly hired to BVSD or current BVSD employees that are new to the employee group (existing employees currently in this unit please refer to the pay range on the appropriate salary schedule ). BVSD engages in a salary placement process vs. a salary negotiation process. This information is provided in compliance with the Colorado Equal Pay for Equal Work Act and is the company's good faith and reasonable estimate of the compensation range and benefits offered for this position. The compensation offered to the successful applicant may vary based on factors including experience and education. All salaries are set by Human Resources based on a review of qualifications compared to the requirements on the job description; therefore listing all related education and experience on your application is recommended.




Application And Selection Procedure




External Candidates: Apply on-line at jobs.bvsd
Current BVSD Employees: Must apply through the INFOR portal
If you do not have internet access, a computer is available in the Human Resources Division, Education Center, 6500 E. Arapahoe, Boulder, Colorado.
Applications are reviewed to match candidates with position qualifications, with a limited number selected for interviews. For the final selection, employment is contingent upon successful completion of the post-offer screening process, including a background check and possible medical examination.




The Boulder Valley School District is an equal opportunity educational institution and does not unlawfully discriminate on the basis of race, color, ethnicity, sex, gender identity/expression, national origin, creed, religion, age, sexual orientation, disability or veteran status in admission or access to, and treatment and employment in its educational programs or activities. Inquiries or complaints: BVSD Legal Counsel - 720-561-5903; Office for Civil Rights - http://www2.ed.gov/about/offices/list/ocr/addresses.html
Show less "
72,"Research, Analyst, and Information Technology",Higher Education,Entry level,"Position Function

To assist with the research work involved in establishing, maintaining, and conducting horticulture studies, collecting data, and processing samples from experiments.

The individual will be part of a research team for a horticulture research station. The person will be expected to work independently and in cooperation with faculty, staff, and field labor. The applicant is also expected to perform work assignments outlined by the research professor.

Salary Grade : 11

Please see Staff Compensation Structure or Skilled Crafts and Service Maintenance Compensation Schedule for salary ranges. For salary grade UC, these positions are ""Unclassified"" and salary ranges are determined by the hiring department.

Department Profile

013500 - Truck Crops Experiment Station

Anticipated Appointment Date

April 2023.

These Duties Include

Essential Duties and Responsibilities:

Following research protocols, planning and implementing field experiments, and harvesting/recording data in the field, greenhouse, and lab setting
Planting, fertilizing, scouting for plant problems, cross-pollinating, propagating with cuttings and tissue culture, spraying, weeding, weighing, counting, cataloging, measuring, and harvesting
Growing and maintaining quality plant material in the field, greenhouse, and lab setting
Greenhouse production, including scheduling, monitoring the control system, and checking pH and EC levels etc.
DNA/RNA extraction, PCR, and gel electrophoresis
Safely handling, mixing, and applying pesticides and fertilizers
Meticulous record keeping
Data recording and entry into computer spreadsheets
Assisting with field days and other activities on the experiment station as needed
Updating the trial garden website

Minimum Qualifications

Education: High school diploma or GED.

Experience: Minimum four (4) years of experience in a horticultural field;

Substitutions: An equivalent combination of related education and related experience may be considered for this position.

Preferred Qualifications

A bachelor’s degree in horticulture or a related field.

Knowledge, Skills, And Abilities

Time management and organizational skills required

Proficiency with computer programs, specifically Microsoft Office (Word, Excel, and PowerPoint), and initiative to learn new computer programs as needed

Ability to learn new skills, including proper pipette use and ability to follow written protocols required

Ability to maintain lab sanitation like tissue culture and experience with DNA/RNA isolation, PCR and gel electrophoresis preferred

Working Conditions and Physical Effort

Willingness and ability to work in an outdoor garden environment are essential.

Ability and willingness to work in hot and cold weather are also essential.

Must be able to lift more than 50 lbs.

Instructions For Applying

Link to apply: http://explore.msujobs.msstate.edu/

Apply online at msujobs.msstate.edu. Letters of recommendation are strongly encouraged. A cover letter, resume, and educational transcripts will be required. When submitting documents and transcripts, applicants should redact (mark out) their Social Security Number (SSN) anywhere it appears before creating the PDF and uploading it. Do not mark or alter your transcript other than redacting the SSN.

Please contact Dr. Shaun Broderick at (601) 647-1341 for additional information.

Screening Date

March 24, 2023 until filled.

Equal Employment Opportunity Statement

MSU is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, ethnicity, sex, religion, national origin, disability, age, sexual orientation, genetic information, pregnancy, gender identity, status as a U.S. veteran, and/or any other status protected by applicable law. We always welcome nominations and applications from women, members of any minority group, and others who share our passion for building a diverse community that reflects the diversity in our student population.

What do I do if I need an accommodation?

In compliance with the ADA Amendments Act (ADAAA), if you have a disability and would like to request an accommodation in order to apply for a position with Mississippi State University, please contact the Department of Human Resources Management at tel: (662) 325-3713 or ada@hrm.msstate.edu .

If you have any questions regarding this policy, contact the Department of Human Resources Management at (662) 325-3713 or ada@hrm.msstate.edu . Upon request, sections of this job listing are available in large print, and readers are available to assist the visually impaired.
Show less "
73,"Research, Analyst, and Information Technology",Higher Education,Entry level,"Details




Open Date 03/13/2023




Requisition Number PRN13496N




Job Title Lab Technician




Working Title Lab Technician




Job Grade C




FLSA Code Nonexempt




Patient Sensitive Job Code? No




Type Non Benefited Staff / Student




Temporary? No




Standard Hours per Week 19




Full Time or Part Time? Part Time




Shift Day




Work Schedule Summary




Is this a work study job? No




VP Area U of U Health - Academics




Department 01337 - Molecular Medicine Program




Location Campus




City Salt Lake City, UT




Type of Recruitment External Posting




Pay Rate Range 12.02 to 21.63




Close Date




Job Summary




Performs technical procedures in a research laboratory under minimal supervision by applying standard scientific techniques and analytical principles.




Responsibilities




Confers with senior laboratory personnel regarding the procedures and techniques to be followed in conducting research and recommends modifications as needed.
Performs specialized tests and procedures using complex equipment.
Procures supplies and materials needed for laboratory research.
Conducts literature reviews to obtain abstracts and information to be utilized in research.
Makes statistical calculations, analyzes data and prepares reports summarizing results.
May supervise the care of research animals; perform minor animal surgery or collect animal tissues and specimens for laboratory analysis.
Orders supplies and experimental materials needed to conduct research.




This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.




Work Environment and Level of Frequency that may be required:




Nearly Continuously: Office environment.




Often: Infectious disease, oils ( there is air or skin exposure to oils or other cutting fluids ), hazards ( includes a variety of physical conditions, such as proximity to moving mechanical parts, moving vehicles, electrical current, working on scaffolding and high places, or exposure to chemicals ).




Seldom: Exposure to animals.




Physical Requirements and Level of Frequency that may be required




Nearly Continuously: Hearing, listening, talking.




Often: Repetitive hand motion (such as typing), walking, standing, sitting.




Seldom: Bending, reaching overhead.




Minimum Qualifications




Bachelor’s degree in biology, chemistry, or other scientific disciplines in a related field or equivalency (one year of education can be substituted for two years of related work experience) required; knowledge of complex laboratory techniques, equipment, terminology, materials and substances. Skilled in the use of laboratory equipment, ability to create and analyze statistical calculations and prepare reports required; and demonstrated human relations and effective communication skills also required. OSHA training and certification in animal care and use or the willingness to complete the certification may be required by some departments.




Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.




Preferences




Special Instructions Summary




Additional Information




The University of Utah values candidates who have experience working in settings with students from diverse backgrounds and possess a strong commitment to improving access to higher education for historically underrepresented students.




Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities and protected veterans are encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities.




The University of Utah is an Affirmative Action/Equal Opportunity employer and does not discriminate based upon race, ethnicity, color, religion, national origin, age, disability, sex, sexual orientation, gender, gender identity, gender expression, pregnancy, pregnancy-related conditions, genetic information, or protected veteran’s status. The University does not discriminate on the basis of sex in the education program or activity that it operates, as required by Title IX and 34 CFR part 106. The requirement not to discriminate in education programs or activities extends to admission and employment. Inquiries about the application of Title IX and its regulations may be referred to the Title IX Coordinator, to the Department of Education, Office for Civil Rights, or both.




To Request a Reasonable Accommodation For a Disability Or If You Or Someone You Know Has Experienced Discrimination Or Sexual Misconduct Including Sexual Harassment, You May Contact The Director/Title IX Coordinator In The Office Of Equal Opportunity And Affirmative Action




Director/ Title IX Coordinator




Office of Equal Opportunity and Affirmative Action ( OEO /AA)




383 University Street, Level 1 OEO Suite




Salt Lake City, UT 84112




801-581-8365




oeo@utah.edu




Online reports may be submitted at oeo.utah.edu




For more information: https://www.utah.edu/nondiscrimination/




To inquire about this posting, email:employment@utah.edu (%20employment@utah.edu) or call 801-581-2300.




The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.




This position may require the successful completion of a criminal background check and/or drug screen.




https://safety.utah.edu/safetyreport This report includes statistics about criminal offenses, hate crimes, arrests and referrals for disciplinary action, and Violence Against Women Act offenses. They also provide information about safety and security-related services offered by the University of Utah. A paper copy can be obtained by request at the Department of Public Safety located at 1658 East 500 South.
Show less "
74,Marketing and Project Management,Higher Education,Entry level,"Our amazing client is looking for someone to join their marketing team as a Project Coordinator! If you're in search of a company where you can grow and work with amazing people, then this is the role for you!




In this role you will work directly with project managers, production, and designers to complete requested tasks on time. The ideal candidate will have experience in marketing operations and trafficking, as well as proofreading and grammar skills.







Qualifications

Bachelor's degree
MUST HAVE 1+ years of operations or project coordination experience
Strong proofreading and grammar skills
Must have experience with Monday.com










Please send your updated resume to: careers@arrowmac.com




For more information about Arrowmac and all of our jobs, please visit www.arrowmac.com

Show less "
75,Education and Training,Higher Education,Mid-Senior level,"Position Summary




Recruit appropriate students to Columbia College, represent the College to external constituencies, and contribute to the effective operation of the Admissions Office.




Essential Job Functions




The essential functions of this position include, but are not limited to:




Overall management of a geographically-assigned recruitment territory, to include but not be limited, school visits, attendance at college fair programs, extensive phone and electronic outreach to prospective students and parents, general relationship building with prospective students and parents
Discretion and professional judgment to determine the most appropriate students to recruit to Columbia College
Recruitment travel, including research on appropriate high schools to visit, scheduling of visits, and appropriate follow-up to build and maintain an ongoing relationship with guidance counselors and teachers in those schools
Review of applications within a geographic territory, including making decisions about which students should be admitted
Annual assessment of individual and group recruitment results
Represent Columbia College within carious professional organizations
Specific projects as assigned by Director and/or VPEM according to individual strengths, such as open house planning, supervision of tour guides or overnight hostesses, international and transfer admissions, social media, marketing/publications, etc.




Management retains the discretion to add or change the duties of the position at any time.




This position is classified as non-exempt.




Requirements




Education: Bachelors degree required
Ability to effectively communicate with various groups both orally and in writing
Knowledge of and the ability to articulate the strengths and needs of an excellent liberal arts college for women
Ability to work cooperatively in a team environment
Ability to interact with a wide range of people/personalities
Ability to travel extensively at the request of the Director and/or VPEM
Skilled judgment
Ability to effectively manage multiple tasks
Ability to maintain confidentiality
Knowledge of field of higher education




Management retains the discretion to add or change the duties of the position at any time.




Please submit cover letter, resume and references through the online submission.

Applications accepted until position is filled.

If interested in applying for this position, submit resume with cover letter through the online submission website @ https://www.columbiasc.edu/about/employment .

If you have any additional questions regarding the position, please contact Aniysa Capers, Assistant Director of Admissions, via email at acapers@columbiasc.edu

Columbia College is an Equal Opportunity Employer. The College does not discriminate in access to its educational programs and activities, or with respect to hiring or the terms and conditions of employment, on the basis of race, color, national origin, religion, sex, gender identity and expression, political affiliation, age, disability, veteran status, genetic information or sexual orientation.

Columbia College is EOE M/F/D/V
Show less "
76,Engineering and Information Technology,Education Administration Programs,Entry level,"Duty Days 187




Salary Range: From/To Teacher Salary Schedule




Endorsements




Other, please specify




Additional Job Information




This position is for the 23/24 school year.




Job Attachment View Attachment




This position is for the 23/24 school year.
Show less "
77,,,Full-time,"Our Customer Success Team is responsible for ensuring schools and parents have a happy and successful experience with Pikmykid. Ultimately, the Onboarding Specialist will ensure our customers excel at using the software, by providing coaching and training on the product, helping support a prompt resolution to any issues our customers face, and ensuring our clients realize the ROI of their Pikmykid program in a timely manner.




Responsibilities

Manage and deepen relationships with a portfolio of schools and district partners, drive renewals, reduce churn, and increase customer satisfaction.
Lead annual retrospectives with schools sharing compelling data around usage and growth, while identifying actionable feedback.
Proactively understand client’s needs and ensure they maximize their use of their Pikmykid solution by growing customer product usage and up-selling new features when applicable. 
Support safer learning environment goals, from updating applications to refining processes to working with internal data and technical resources to track every successful milestone.
Monitor customer health through data analysis of product use, support inquiries, NPS scoring, and other health criteria.
Promote optimal product usage behaviors as guided by defined benchmarks of success for both frequency and depth of product interaction.
Collect and manage product feedback from clients to share with our product team and participate in conversations advocating for an improved client experience.
Collaborate with team members across Support, Professional Services, Customer Success, Product, and Engineering as needed to resolve issues and deliver great customer experiences.
Contribute to team initiatives, including the creation of knowledge, processes, and tools to improve the efficiency and productivity of customer success
Collaborate with peers on best practice sharing and solutions




Qualifications

Bachelor’s degree or equivalent experience
Experience in Customer Success in Tech or comparable experience in K12 environment
Strong written and verbal communication skills
Detail-oriented and analytical
Demonstrated ability to increase customer satisfaction
Show less "
