,Job Function,Industry,Seniority,Job Description,Segment,female,male
26,Marketing and Sales,"Museums, Historical Sites, and Zoos",Internship,"Marketing Internship

Museum of Science, Boston

www.mos.org 

Program Description

The Marketing department handles a variety of marketing, external public relations, and media relations activities to help promote the museum to the general public and the press in order to drive awareness and attendance, and enhance the museum's reputation.

Position Summary

The Intern assists with day-to-day activities in the department including content development, data analysis, and other marketing assignments. The Intern is responsible for carrying out requests for marketing content, selected data analysis projects, email marketing related to e-news. The Intern will work with internal and external partners to help promote the museum through its exhibits, programs and curriculum.

Responsibilities

Help write content for various channels including email, social media, or newsletters to media Assist with requests for museum information and photos Assist with requests for museum information, photos, or assets
Update and grow marketing contacts database
Update web materials
Assist with email marketing, and newsletter building and distribution
Assist with social media content creation including occasional live coverage at events
Industry analysis, research, and assisting with presentations

Basic Qualifications

(Including career-changers) Undergraduate student, graduate student, or recent higher-education graduate
Demonstrated experience with Microsoft Office including Powerpoint, Excel and Word
Demonstrated ability to take directions and work independently

LENGTH OF INTERNSHIP: Fall Semester (Sept. December)

WORK SCHEDULE: 21 hours/week consistently within the workweek and hours of Monday-Friday 9am-5pm.

PAY RATE: The pay rate for internships are $12.75 per hour for an undergrad or $13.00 for a graduate.

BENEFITS: Intern benefits include free parking in the Museum garage, close proximity to the Green Line, free admission, discounts in the Museum store and caf and much more!

Application Notes

All internship applications require a resume and cover letter.

No phone inquiries, please. Qualified applicants will be contacted within two to four weeks of the initial application.

The Museum of Science is fully committed to Equal Employment Opportunity and to attracting, retaining, developing and promoting the most qualified employees without regard to their race, gender, color, religion, sexual orientation, national origin, age, physical or mental disability, citizenship status, veteran status, or any other characteristic prohibited by federal, state or local law. We are dedicated to providing a work environment free from discrimination and harassment, and where employees are treated with respect and dignity.

Job Posted by ApplicantPro
Show less ",1,0,0
27,Human Resources,Hospitals and Health Care,Internship,"St. Luke's is proud of the skills, experience and compassion of its employees. The employees of St. Luke's are our most valuable asset! Individually and together, our employees are dedicated to satisfying the mission of our organization which is an unwavering commitment to excellence as we care for the sick and injured; educate physicians, nurses and other health care providers; and improve access to care in the communities we serve, regardless of a patient's ability to pay for health care.The Training Partner will develop and administer new and ongoing training programs for new and existing Patient Engagement Partners in the Access Center. This role will partner with Access Center performance management and operational leads to facilitate a cohesive training curriculum.

Develops training curriculum, technical and procedural proficiency, and service centric skills for clerical Access Center roles .
Tailors and f acilitates multi- faceted training delivery approaches ( in-person, virtual, electronic, blended, and micro-learnings ) most conducive to effective learning for new hires and existing employees.
Integrates adult learning principles into training courses and supports multiple learning styles using various instruction delivery methods.
Conducts, organizes, and supports new hire orientation and foundational training courses.
Partners with other stakeholders to establish and maintain necessary training environments (physical space, technology, fictitious training environments , etc.) .
Partners with Network Instructional Design and Learning Technologies Department to leverage SLUHN’s learning management system (LMS) for training program development, delivery, and reporting needs, as appropriate .
Ensures training content and materials (i.e., knowledge base article s ) represent current processes, technology, and clerical responsibilities.
Partner s with operational leaders and Quality Assurance team to identify team skill and knowledge gaps and facilitate new or additional training sessions .
Conducts role-playing to facilitate learning and development of interpersonal skills (e.g., negotiation, teamwork and conflict management) .
Authors and maintains skill development modules and job aids.
Assists with instructional design and development projects.
Coordinates logistics and timing of classes and class registrations .
Develops and maintains competency testing and documentation.
Other duties as assigned.

Education

Bachelor’s degree in Education, Human Resources or related field required.

Training And Experience

Minimum 2-5 years of experience as a Customer Service Trainer or similar role required .
Prior experience in sales or customer service required.
Familiarity with interactive learning activities required.
Prior experience and knowledge of medical health record systems preferred.

Preferred Competencies

Excellent communication, facilitation, and presentation skills
Focused on compliance
Demonstrates continuous growth
Quality-driven
Service-oriented
Excels at time management

Physical And Sensory Requirements

Requires sitting for up to 8 hours per day, 2 hours at a time. Standing for up to 4 hours per day, 3 hours at a time. Requires occasional fingering, handling, and twisting and turning while entering data into the computer. Occasionally requires lifting, carrying, pushing and pulling objects weighing up to 25 pounds. Occasionally requires reaching above shoulder level. Must have the ability to hear as it relates to normal conversation, seeing as it relates to general, peripheral and near vision, visual monotony.

Please complete your application using your full legal name and current home address. Be sure to include employment history for the past seven (7) years, including your present employer. Additionally, you are encouraged to upload a current resume, including all work history, education, and/or certifications and licenses, if applicable. It is highly recommended that you create a profile at the conclusion of submitting your first application. Thank you for your interest in St. Luke's!!

St. Luke's University Health Network is an Equal Opportunity Employer.
Show less ",1,0,0.17
28,Human Resources,"Technology, Information and Internet",Internship,"As a member of the personal training team you will leverage your love of fitness and take ownership your clients success. Your friendly and outgoing nature will serve you well as you build relationships and engage with current and potential training clients. You will work within a team concept to ensure all company clients achieve success, through one on one coaching, small group training, and HYPE large group workouts. Top industry pay for those who keep their clients active. We will ask you to be flexible with your schedule to meet the needs of our 7 day a week operation. We offer a positive, energetic and fast-paced environment and you will earn well-deserved incentives through your ability to make our clubs better. Come grow with us!

Locations in Wallingford, Middletown, Newtown, Brookfield, Ridgefield, Torrington, New Milford, and coming soon to Danbury.

Requirements

National Certification or college degree in Exercise Science or related course of study.
Show less ",1,0,0
29,Other,Internet Publishing,Internship,"If you are interested in working with an amazing team, with full training from the ground up, weekly pay, and flexible hours, read below.




We are looking to hire 3 new team members by the end of this week. When you apply, please check your email for interview options.




Our ideal candidate is a person who is flexible, adaptable and trainable. A person that is looking for a long term career fit and wants to get their foot in the door with a company to grow is important to us.




Position Benefits:




Full training provided
No experience needed
Great compensation
Great weekly pay and bonuses
A dynamic team environment
The opportunity for growth; we promote from within!!!




What we are looking for in you:




Communication skills
Basic computer skills
Willing to talk to new people
Outgoing and friendly personality
Detail oriented
Eager and willing to learn




We pride ourselves in great company culture and leadership programs with constant mentor-ship to help our managers develop themselves into stronger team leaders.




If you feel that you possess the qualities that we are looking for and would like to see if you are a fit for our company, apply now!




I will set you up with an interview at the soonest available date.




Powered by JazzHR




DVuSJYKbOJ
Show less ",1,0,0
30,Human Resources,Government Administration,Internship,"Help Help Requirements Conditions of Employment

You must be a U.S. citizen to be considered for this position.
You must successfully pass a background investigation.
Travel will be required.
You must be able to obtain and maintain a Government credit card.
Selective service registration is required for males born after 12/31/59.
Please review ""Other Information"" section for additional key requirements.

To ensure the accomplishment of our mission, DHS requires every employee to be reliable and trustworthy. To meet those standards, all selected applicants must undergo, successfully pass, and maintain a background investigation for Public Trust as a condition of placement into this position. This may include a credit check after initial job qualifications are determined, a review of financial issues, such as delinquency in the payment of debts, child support and/or tax obligations, as well as certain criminal offenses and illegal use or possession of drugs (please visit: Mythbuster on Federal Hiring Policies for additional information). For more information on background investigations for Federal jobs please visit OPM Investigations .

Please ensure you meet the qualification requirements described below.

Qualifications

The qualification requirements listed below must be met within 30 days of the closing date of the announcement.

You qualify for this position at the IC-13 level (starting salary $112,015) if you possess the following: One full year of specialized experience equivalent to the next lower grade (GS-12) in the Federal Service. This experience may have been gained in the federal government, a state or local government, a non-profit organization, the private sector, or as a volunteer; however, your resume must clearly describe at least one year of specialized experience. Specialized experience for this position includes:

Managing the life cycle of training and/or exercise programs; and
Coordinating training activities, including working with subject matter experts to develop curriculum and schedule trainings; and
Applying training techniques/skills to deliver instruction to adult learners; and
Analyzing trends to provide recommendations for corrective action.

And

Individual Occupational Requirements

Undergraduate and Graduate Education: Major study -- education or a subject area related to the position to be filled.

Or

Specialized Experience: Experience that demonstrated a practical knowledge of the subject area of the position and of the methods and techniques of instruction. Examples of qualifying specialized experience include:

Teaching or instructing in an adult education program, secondary school, college, military installation, or industrial establishment in the appropriate field(s).
Supervising or administering a training program.
Development or review of training/course materials, aids, devices, etc., and evaluation of training results.
Work in the occupation or subject-matter field of the position to be filled that required training or instructing others on a regular basis.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Your application must show that you meet all requirements for this position. You may be found “not qualified” if you do not possess the minimum competencies required for the position.

NOTE: Qualifications are based on breadth/level of experience. In addition to describing duties performed, applicants must provide the exact dates of each period of employment (from MM/DD/YY to MM/DD/YY) and the number of hours worked per week if part time. As qualification determinations cannot be made when resumes do not include the required information, failure to provide this information may result in disqualification. Applicants are encouraged to use the USAJOBS Resume Builder to develop their federal resume. For a brief video on How to Create a Federal Resume, click here. NOTE: If you are using the USAJOBS Resume Builder, please insert the dates of employment in MM/DD/YY format at the top of the “Duties, Accomplishments, and Related Skills” text field for each period of employment included on your resume.

Current or former FEMA Reservists/DAE employees: To accurately credit your experience for these intermittent positions, make sure to list the dates (from MM/DD/YY to MM/DD/YY) of each deployment, along with the job title and specific duties you were responsible for during each deployment. Failure to provide this information may result in disqualification.

Education

NOTE: If you are qualifying based on education and/or are selected for a position which requires a college degree to meet minimum qualification requirements, you will be required to submit your official college transcript(s) at time of selection.

Additional Information

If you receive a conditional offer of employment for this position, you will be required to complete an Optional Form 306, Declaration for Federal Employment , and to sign and certify the accuracy of all information in your application, prior to entry on duty. False statements on any part of the application may result in withdrawal of offer of employment, dismissal after beginning work, fine, or imprisonment.
DHS uses E-verify, an internet based system, to confirm the eligibility of all newly hired employees to work in the United States. Learn more about E-Verify , including your rights and responsibilities.
This announcement may be used to fill one or more vacancies.
STAFFORD ACT EXCEPTED SERVICE APPOINTMENTS: Cadre On Call Response Employee (CORE) is an appointment type granted under the Robert T. Stafford Disaster Relief and Emergency Assistance Act, Section 306 (b), which authorizes FEMA to appoint such temporary employees as necessary to accomplish work authorized under the Act. Appointments under this authority within FEMA are made to the excepted service and are nonpermanent in nature.
All candidates must be able to deploy with little or no advance notice to anywhere in the United States and its territories for an extended period of time. Deployments may include working in excess of eight hours a day, or in excess of 40 hours per week, including weekends and holidays, and under stressful, physically demanding, and austere conditions. When activated and deployed, you serve in a federal travel status and are entitled to lodging, transportation and per diem reimbursements for authorized expenses in accordance with federal travel regulations.
If selected for this position, and you have not previously completed these requirements, you are subject to (1) completion of a 2 day onboarding program at your primary duty location; and, (2) completion of a subsequent, multiple day orientation program within 90-120 days of hire, at a location to be determined. Travel associated with the orientation portion of this requirement may be at FEMA’s expense.
Applying to this announcement certifies that you give permission for DHS to share your application with others in DHS for similar positions.

Read more

Help Help A career with the U.S. government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Opens in a new window Learn more about federal benefits .

DHS offers competitive salaries and an attractive benefits package, including: health, dental, vision, life, and long-term care insurance; retirement plan; Thrift Savings Plan [similar to a 401(k)]; Flexible Spending Account; Employee Assistance Program; personal leave days; and paid federal holidays. Other benefits may include: flexible work schedules; telework; tuition reimbursement; transportation subsidies; uniform allowance; health and wellness programs; and fitness centers. DHS is committed to employee development and offers a variety of employee training and developmental opportunities. For more information, go to the DHS Careers website and select “Benefits.” Disabled veteran leave will be available to any Federal employee hired on or after November 5, 2016, who is a veteran with a service-connected disability rating of 30 percent or more.

Review our benefits

Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. Contact the hiring agency for more information on the specific benefits offered.
Show less ",1,0,0.08
31,Education and Training,"Technology, Information and Internet",Internship,"About The Shipyard

The Shipyard is a leading, independent agency that builds performance-driven brands audiences can’t help but love.

By applying modern mindsets to established models, we fuel brand and marketing decisions that are more courageous and more validated.

Our ability to align bold creativity with individual consumer motivations lets us do more than hope for brand love – we methodically engineer it throughout the consumer journey. That’s how we activate the synergistic power of brand building and performance marketing.

Engineering Brand Love through the courageous ambitions of our people and our clients.

The agency has significant momentum and is on a roll with new business. Our team continues to expand across four cities (Columbus, Sacramento, and San Diego), and we’re still growing.

Come join our team!

Summary

The Shipyard is currently seeking candidates to fill several summer internship positions across all offices (Columbus, OH, Sacramento, CA, and San Diego, CA).

Our goal is to provide candidates with an opportunity to gain real-world experiences with a fully integrated, digitally savvy ad agency, specifically with our Account Management, Strategy, Business Development, Creative, Media, and Project Management teams. We aim to create more opportunities for growing diverse talent to have exposure, experience, and access to jobs within the marketing and advertising space.

While the internship is for a semester (3-6 months), some have established a career at The Shipyard. Creative and curious students interested in marketing, advertising, communications, project management, or data analytics are encouraged to apply through our careers page.

What To Expect

Summer interns will get an overview of each department and will have the opportunity to shadow various meetings and workings sessions, partnering with team members on tasks and assignments allowing them to contribute to the overall project/campaign.

Each student will be dedicated to a specific department/function and assigned a supervisor to provide general guidance and mentorship while learning about the agency and how we work cross-functionality, having an opportunity to explore and learn about all pieces within an advertising agency.

At the end of the program, each intern will put together a presentation providing an overview of their experience and key insights they have gained regarding a career in marketing.

We truly believe that a hands-on learning approach is essential to the success of our interns, therefore, we require candidates to be able to work on-site in our San Diego office.

The expectation is that each student will work approximately 20-25 hours per week. The internship will take place over the duration of the summer. Students will be compensated $16-18 per hour for their participation in this program.
Show less ",1,0,0
32,Management and Manufacturing,Internet Publishing,Internship,"Job Description: Housekeeping Assistants are a valuable member of our health care team who work to ensure that the facility is maintained in a clean, safe and comfortable manner.




About us: Summit Place West is an assisted living facility located in Indianapolis, Indiana. Summit Place West is seeking Housekeeping Assistants to become a part of our team where our primary goal is to provide exceptional care to our residents.




About the Role: Summit Place West is seeking Housekeeping Assistants:




To clean, wash, polish, sanitize, deodorize and disinfect all areas and items in the facility using proper cleaning and disinfecting solutions and procedures.
To ensure that work areas are maintained in a clean, safe, comfortable and attractive manner, clearly marked with caution or safety signs as required.
To ensure that work areas are free of all hazardous objects and that all equipment, tools, chemicals and supplies are properly stored and secured at all times.
To ensure the work and cleaning schedules are followed.
To ensure that equipment, work and supply carts are properly cleaned and stored.




About you: The ideal candidate would have the following skills and experience.




Completion of elementary education or otherwise show ability to read, write and follow oral and written directions in English.
Ability to read and write in English, ability to communicate with residents, families, personnel and support agencies and ability to remain calm under stress.
Bending, lifting, walking, grasping, fine hand coordination, ability to distinguish smell, taste and temperatures, ability to hear and respond to pages.




We’d love for you to grow with us! Summit Place West offers:




Tuition Assistance Programs
Student loan Repayment Program
Career advancement Opportunities: We’d love to help train and get you certified into a new career!




Summit Place West offers the above and many other benefits and perks!




If you are ready to join the Summit Place West Family, please apply online today!




Summit Place West is an equal opportunity employer and gives employment and promotional consideration without regard to race, color, sex, religion, age, national origin, marital or veteran status, disability, sexual orientation, gender identity, or any other protected class as defined by local, state, or federal law.




Powered by JazzHR




7ist7RYgdg
Show less ",1,0,0
33,Production,"Technology, Information and Internet",Internship,"Hello Sunshine is on a mission to change the narrative for women. Founded by Reese Witherspoon, Hello Sunshine is a media company that puts women at the center of every story we create, celebrate and discover. We tell stories we love–from big to small, funny to complex–all shining a light on where women are now and helping them chart a new path forward.

Hello Sunshine is looking for interns to work with our Production Services team this summer. Summer internships are full-time and take place June - August (exact dates to be determined). Internships are paid.

What You Will Do

Assist with pre-production and production projects including planning, budgeting, scheduling and maintaining workflows
Work alongside creative, finance, and business affairs teams to ensure production runs smoothly
Gain hands-on industry experience
Foster skillsets and further your personal career development


Requirements

We are looking for smart, driven, individuals who are eager to learn more
Excellent communicators with proficient writing and critical thinking skills
Applicants should be proactive, detail-oriented, and able to multi-task
Previous Film, TV, or production internship experience is preferred
Must be going into Junior Year or further in Undergrad, a Graduate Student, or Recent Graduate
Must be at least 21 years of age
Must be available full-time (40 hours per week)
Must reside in Los Angeles for the duration of the internship on your own accord


At Hello Sunshine, we want team members with diverse and distinctive voices, dedicated to the mission of changing the narrative for women. Hello Sunshine is an equal opportunity employer, committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification, in accordance with applicable federal, state, and local laws.
Show less ",1,1.28,0
34,Marketing and Sales,"Advertising Services, Musicians, and Entertainment Providers",Internship,"Summer Intern, Digital Marketing (Crypto.com Arena)




For more than 20 years, AEG has played a pivotal role in transforming sports and live entertainment. Annually, we host more than 160 million guests, promote more than 10,000 shows and present more than 22,000 events around the world. We are committed to innovation, artistry, and community, and leverage the power of our 300+ venues, leading sports franchises, marquee music brands, integrated entertainment districts, premier ticketing platform and global sponsorship activations, to create memorable moments that give the world reason to cheer.




Our business is interwoven with the human mind and heart, and we strive to build a diverse and inclusive company that reflects the artists, athletes, and fans that we host; reach beyond traditional boundaries to support the communities in which we operate; and minimize our impact on the environment by adopting sustainable practices throughout our business operations.




If you want to be challenged to up your game and make a difference, then join us in giving the world reason to cheer!




About Crypto.com Arena




Since its November 1999 Grand Opening, the AEG owned, and operated Crypto.com Arena has set industry standards for world-class sports and entertainment events and an unrivaled commitment to delivering to its fans best-in-class quality of service and a guest experience second to none. As the home of four professional sports franchises – the NBA’s Los Angeles Lakers and LA Clippers, the NHL’s LA Kings and the WNBA’s Los Angeles Sparks – the downtown Los Angeles arena has proven to be a home court advantage for the local teams who have earned nine championships since moving to the L.A. LIVE adjacent venue. For more than 23 years, the iconic sports and entertainment showplace has continued to distinguish itself as the host of numerous major, high-profile events of national and international distinction including the 2004, 2011 & 2018 NBA All-Star Games, 2002 & 2017 NHL All-Star Games, 2000 Democratic National Convention, 2009 World Figure Skating Championships and 20 of the last 22 GRAMMY Awards shows. Crypto.com Arena has also been marked with performances and special events that brought international stature to the award-winning venue including concerts starring Taylor Swift, Beyoncé, Prince, U2, Paul McCartney, Garth Brooks, Usher, Jay-Z, Kanye West, Keith Urban, Roger Waters, Britney Spears, Katy Perry, Ed Sheeran, Kendrick Lamar, Michael Bublé, Carrie Underwood and Justin Timberlake, as well as world championship boxing, family shows and special events.




Job Summary




AEG Internship Program offers a real-world experience that allows college students to learn the business of sports and live entertainment. The Digital Marketing intern will collaborate with various departments and learn how to produce and execute digital marketing campaigns for live events through social media, email marketing, and website management. This role will showcase an inside look at the competitive field of live-event marketing.




Responsibilities




Assist with digital asset management
Contribute to all stages of digital marketing campaigns for events across different venues
Conduct market research and contribute marketing content ideas
Communicate with external community partners on behalf of the company
Coverage of live events as needed




Qualifications




Currently pursuing a bachelor’s degree in a relevant field
Proficient in MS Office Products experience (Excel, PowerPoint, Word, Outlook, Teams, etc.)
Passion for sports and live entertainment
Passion for activism, community building, and advocacy
Highly organized, resourceful, and dependable with excellent interpersonal skills and oral and written communication skills
Excellent and effective verbal and written communication skills, along with heightened interpersonal skills
Must be able to pivot with grace to accomplish prioritized tasks in a high-paced, results oriented environment
Ability to multitask on various daily duties and ad-hoc assignments
Ability to work independently and complete duties within deadlines




Intern Perks




Outstanding opportunity to get an inside view across the entire AEG global portfolio: sports, entertainment districts, live music and events, arenas, clubs, and theaters.
Resume review with AEG Talent Acquisition team
Corporate networking




Pay Scale: $17.00- $19.00




AEG reserves the right to change or modify the employee’s job description whether orally or in writing, at any time during the employment relationship. AEG may require an employee to perform duties outside his/her normal description.




AEG is committed to developing a diverse workforce reflective of the marketplace and the communities in which we do business. We believe a diverse workforce is not merely an advantage; it is mandatory for any company to be successful in today's business climate.




Anschutz Entertainment Group is an equal opportunity employer and will not discriminate against any individual, employee, or application for employment on the basis of race, color, marital status, religion, age, sex, sexual orientation, national origin, handicap, or any other legally protected status recognized by federal, state or local law.




This Employer is subject to the Fair Chance Initiative for Hiring Ordinance (FCIHO) (LAMC 189.00)
Show less ",1,0.25,0.88
35,"Marketing, Public Relations, and Writing/Editing",Higher Education,Internship,"Apply now Job no: 526316




Work type: Student Ast




Location: Main Campus (Gainesville, FL)




Categories: Education/Training/Instructional Design, Information Technology




Department: 14200500 - IT-AT CITT




Classification Title




OPS Intern or Student Intern




Job Description




UF Information Technology (UFIT) is currently seeking a talented and highly motivated part-time time Web Assistant Intern to join Academic Technology, a unit within UFIT for the spring semester. The intern will assist web designers with creating visually appealing websites and use web accessibility tools to proof, detect and correct errors in web content. Work location: The Hub, room 221.




The Key Responsibilities And Characteristics Of This Position Are




Review web content and use accessibility tools to create websites that are ADA compliant
Edit websites in web content management system using HTML and CSS
Ability to deliver quality customer service




The Key Learning Outcomes For The Student Intern Are




Demonstrate openness, inclusiveness, sensitivity, and the ability to interact respectfully with all people and understand individuals’ differences to communicate complicated or technical ideas to a broad group of people 
Learn and analyze web content and use SiteImprove accessibility tool to create websites that are ADA compliant
Learn and construct websites in web content management system using HTML and CSS
Develop an understanding of career field of interest, including the skills, responsibilities, and career trajectory of professionals; specifically, by creating and editing web content
About UF Information Technology




The UF Information Technology division is comprised of eight departments reporting to the Vice Reporting to the Vice President and Chief Information Officer, UF Information Technology is comprised of eight departments: Academic Technology; Applications, Development, and Integrations; Business Center; Customer Experience and Resource Planning; Data Platform and Analytics; Information Security Office; Infrastructure and Communication Technology; and Research Computing. With established governance advisory committees and a set of well-defined, transparent processes aiding decision-making, UFIT strives to provide exceptional IT services in support of UF’s mission. For more information about UFIT and its goals and governance, visit http://www.it.ufl.edu/vp-cio-office/strategic-plan/ .




Learn more about UFIT at https://it.ufl.edu/ and @GoGatorsUFIT.




About The University Of Florida




UF is one of the nation’s top-5 universities and a dynamic and rewarding place to work. The University seeks to recruit and retain a diverse workforce as a reflection of its commitment to serve a diverse global community. Plus, UF is in Gainesville, one of Florida’s most livable cities. Known for its natural attractions (wetlands, forests, springs, wildlife) and cultural offerings (music, theater, visual arts, and historic districts), the area also is gaining a reputation as a thriving hub for high-tech start-ups, as well as invention and research collaborations. We are excited about what’s happening here and know you will want to be a part of it.




UF Information Technology is committed to attracting, hiring, and retaining a diverse workforce and values diversity of thought, background, and experience.




Achieving a top-5 public university ranking means we make it a priority to employ and work with people with diverse experiences, backgrounds, and perspectives to discover new ways to leverage technology for teaching, learning, research, and the business needs of a comprehensive land-grant institution.




Every Gator has a part to play, and we invite you to join us as we build a community founded on belonging, inclusion, and the freedom to thrive.




Expected Salary




$12.00 per hour




Minimum Requirements




UF Student Assistant




This position is open to all students who are eligible to work on campus and will be employed through student Other Personnel Services (OPS) and must maintain a minimum 2.0 grade point average.




OPS Intern




High School diploma or equivalent.




Preferred Qualifications




The ideal candidate will possess the following experience and skills:




Ability to work with various teams
Great communication skills
Knowledge of web programming languages such as HTML and CSS




Special Instructions To Applicants




Applicants are required to submit with their application:




Cover Letter
Resume or CV




Application must be submitted by 11:55 p.m. of the posting end date.




Health Assessment Required: No




Advertised: 30 Mar 2023 Eastern Daylight Time




Applications close: 13 Apr 2023 Eastern Daylight Time




Back to search results Apply now Refer a friend




AddThis Sharing Buttons




Share to WhatsApp WhatsApp WhatsApp Share to Facebook Facebook Facebook Share to LinkedIn LinkedIn LinkedIn Share to Email App Email App Email App Share to Copy Link Copy Link Copy Link
Show less ",1,0,0
36,Other,Internet Publishing,Internship,"If you are interested in working with an amazing team, with full training from the ground up, weekly pay, and flexible hours, read below.




We are looking to hire 3 new team members by the end of this week. When you apply, please check your email for interview options.




Our ideal candidate is a person who is flexible, adaptable and trainable. A person that is looking for a long term career fit and wants to get their foot in the door with a company to grow is important to us.




Position Benefits:




Full training provided
No experience needed
Great compensation
Great weekly pay and bonuses
A dynamic team environment
The opportunity for growth; we promote from within!!!




What we are looking for in you:




Communication skills
Basic computer skills
Willing to talk to new people
Outgoing and friendly personality
Detail oriented
Eager and willing to learn




We pride ourselves in great company culture and leadership programs with constant mentor-ship to help our managers develop themselves into stronger team leaders.




If you feel that you possess the qualities that we are looking for and would like to see if you are a fit for our company, apply now!




I will set you up with an interview at the soonest available date.




Powered by JazzHR




h1bKOfhxCG
Show less ",1,0,0
37,Management and Manufacturing,Hospitals and Health Care,Internship,"Description

As a Clinical Lab Tech Apprentice, you will perform a wide variety of technical procedures, including sample processing, reagent preparation, and data entry. You will be provided with practical laboratory experience and didactic lectures to help train and prepare you for the Clinical Cytogeneticist Scientist license exam. Note: This training program has been approved by the California Department of Public Health. Duration of program is 12 months. Salary Range: $30.24 - $36.12/hour
Show less ",1,0,0
38,Other,Internet Publishing,Internship,"If you are interested in working with an amazing team, with full training from the ground up, weekly pay, and flexible hours, read below.




We are looking to hire 3 new team members by the end of this week. When you apply, please check your email for interview options.




Our ideal candidate is a person who is flexible, adaptable and trainable. A person that is looking for a long term career fit and wants to get their foot in the door with a company to grow is important to us.




Position Benefits:




Full training provided
No experience needed
Great compensation
Great weekly pay and bonuses
A dynamic team environment
The opportunity for growth; we promote from within!!!




What we are looking for in you:




Communication skills
Basic computer skills
Willing to talk to new people
Outgoing and friendly personality
Detail oriented
Eager and willing to learn




We pride ourselves in great company culture and leadership programs with constant mentor-ship to help our managers develop themselves into stronger team leaders.




If you feel that you possess the qualities that we are looking for and would like to see if you are a fit for our company, apply now!




I will set you up with an interview at the soonest available date.




Powered by JazzHR




dYoGrAgy0Y
Show less ",1,0,0
