"",Job Function,Industry,Seniority,Job Description,Segment,female,male
12,Legal,"Technology, Information and Internet",Associate,"What is Aspirion?

Aspirion is an industry-leading provider of complex claims management services. We specialize in Motor Vehicle Accidents, Worker’s Compensation, Veterans Administration and Tricare, Complex Denials, Out-of-State Medicaid, and Eligibility and Enrollment Services. Our employees work in an environment that is both challenging and rewarding. We ask a lot out of our team members and in return we offer flexibility, autonomy, and endless opportunities for advancement. As we are committed to growth within the complex claims industry, we offer the same growth to our employees.

What do we need?

Aspirion’s Legal Assistant performs a variety of tasks to support Aspirion’s Attorneys in their efforts to pursue proper reimbursement on behalf of hospitals. Accountable for contacting insurance carriers to follow up on attorney accounts, provide accurate and thorough feedback, and properly notate internal and external systems. Responsible for assigned projects.

What will you provide?

Contacts insurance companies for status of claim and appeal submissions, assist with moving accounts through the insurance carriers’ claim processing systems.
Adheres to the policies outlined in the Legal Assistant Claim Status Protocol. Refer to the “Legal Assistant/Assistance Daily Call Notes Policy.”
Gathers and arranges account documentation, including medical records, for attorney or clinician review and case / appeal preparation.
Organizes and maintains documents in a paper or electronic filing system.
Checks client systems to determine the status of the attorneys’ client information requests and update the internal Bill Phase as appropriate.
Receives Incoming Faxes that are tracked, notated, and uploaded to internal and external document imaging systems.
Receives Voice Mail Messages that are tracked and notated in internal and external systems.
Maintains personal credentials (username and password) for Aspirion client systems.
Maintains working knowledge of and adheres to assigned clients’ process and protocols.
Assists Aspirion’s attorneys with special client projects.
Write concise, logical, and grammatically correct reports.
Speak clearly and distinctly on the phone.
Ability to handle large call volumes in an effective and timely manner.
Ability to problem solve, prioritize duties and follow-through completely with assigned tasks.
Work as part of a team or collaborate with colleagues.
Proficient in Microsoft Word, Excel and other desktop software.


Requirements

High School Diploma or equivalent required. Some college coursework in Legal Studies and/or Health/Business administration preferred.
1-3 years medical claims and/or hospital collections experience preferred.
This is an entry level non-exempt position.


Benefits

At Aspirion we invest in our employees by offering unlimited opportunities for advancement, a full benefits package, including health, dental, vision and life insurance upon hire, matching 401k, competitive salaries, and incentive programs.

AAP/EEO Statement

Equal Opportunity Employer/Drug-Free Workplace: Aspirion is an Equal Employment Opportunity employer. We adhere to a policy of making employment decisions without regard to race, color, age, sex, pregnancy, religion, national origin, ancestry, medical condition, marital status, gender identity citizenship status, veteran status, disability, or veteran status. Aspirion has a Drug-Free Workplace Policy in effect that is strictly adhered to.
Show less ",1,0,0
13,Information Technology,"Technology, Information and Internet",Associate,"The position’s main responsibility is to manage a variety of data sources and conduct research initiatives as directed by leadership. This role will work with other researchers in the team on specific data queries, provide periodic updates on key statistics from multiple data sources and perform other activities as needed, including survey development and research paper writing. The Senior Research & Data Analyst will also play a major role in building, improving and updating key data sources used by researchers and serve as go-to claims data expert.

Requirements

Bachelor's degree in statistics, economics, data analytics, epidemiology, data science, data engineering, computer science, market research or other quantitative discipline.
A minimum of 3 years of proven experience in/with building datasets using multiple input files and managing or analyzing claims data or similar large datasets.
Excellent communication, analytical and interpersonal skills.
The ability to shift between multiple projects, work with different team members, seek feedback and clarification, be detail oriented, and think of creative and innovative ways to improve processes and deliverables.
Proficiency in SAS software and Microsoft Office Suite.
Show less ",1,0,0.56
14,Sales,Staffing and Recruiting,Associate,"We, here at Babich & Associates, are seeking driven recruiters who are interested in a long-term career, to round out our departments. We are particularly interested in recruiters for our Administrative, Banking,Technical, IT departments. This year we have formed an ESOP, which means that the company will soon be owned by the people that work here. Participation in the ESOP will provide well over $1 million upon retirement for some. Our average recruiter age is 54 and our recent retiree was with the organization for 21 years, we value loyalty.




Requirements:




Good sales ability
Willingness to work with people over an extensive period of time, is essential




Making $150,000 to $200,000 is very reasonable to do. The first year’s earnings average about $80,000 to more than $100,000. This is an inside sales position that includes an exceptional training program.




At Babich & Associates, the people in the organization are wonderful to work with, supportive, autonomous, and hassle free. If you are a good salesperson with the interest of a long-term career, and enjoy serving people in finding employment as well as companies discovering people; then this is the place for you. (On-Site Position)

Show less ",1,0,0
15,"Human Resources, Administrative, and Customer Service",Staffing and Recruiting and Hospitals and Health Care,Associate,"Are you looking for a challenging and rewarding career opportunity? Would you like to positively impact patients in healthcare settings? Do you enjoy a fast-paced environment and having ownership over your work? If this sounds like you, consider applying with us today!




Elite Medical Staffing is an established healthcare staffing agency providing nurses and allied healthcare staff to a variety of clients. From long-term care to hospitals, we strive to exceed customer expectations and provide the highest quality staffing solutions. We continue to grow and build our internal structure to support more staff working with our clients.




Job Description – Human Resources Coordinator

The HR Coordinator Role is responsible for a variety of daily, weekly, and monthly tasks and transactions required to keep the HR department functioning effectively. These tasks include data entry into the HRIS (ADP), I-9 and E-verify completion, verifications of employment and income, unemployment requests for information, and answering general questions from employees through phone calls, emails, and text messages. etc. The HR Coordinator will also run point on logistics for internal recruitment and will work in collaboration with other members of the HR department, reporting to the HR Business Partner. The ideal candidate will have some HR experience and be comfortable working on multiple ongoing tasks to support a growing healthcare staffing firm.




Benefits

Benefits include medical, dental, vision, 401(k) with employer match, PTO and sick time, paid holidays, floating holidays, voluntary life insurance, disability, accident, Healthiest You telemedicine, and pet insurance.




Responsibilities

Maintain accurate and up-to-date human resources files, records, and documentation for employees
Serve as the first point of contact for frequently asked questions from applicants and employees relative to standard policies, benefits, hiring processes, payroll questions, etc.
Maintain the integrity and confidentiality of sensitive information at all times
Audit HR files and records to ensure proper completion and compliance
Provide additional clerical support to the HR department as needed including processing mail
Assist with payroll functions including answering employee questions, fixing errors, and hiring new employees into ADP (HRIS)
Assist with year-end reporting, compliance projects and open enrollment
Complete employment verifications, unemployment requests, and process other HR-related mail/requests for information
Create monthly employee engagement calendar with employee birthdays, anniversaries, and activities
Post internal roles on job boards and internal website, assist with sourcing and evaluating candidates
Screen internal candidates and make recommendations for next steps to hiring managers including facilitating scheduling using Calendly
Notarize documents as needed for clinical staff (license renewals, background check forms, etc.)
Other duties as assigned




This is a full-time, exempt position (on-site in our Lake Mary office), and our office hours are Monday through Friday, 8 am to 5 pm.




Job Skills

Outstanding written and verbal communication skills
Excellent interpersonal and customer service skills
Ability to multitask and prioritize multiple
Adaptable to new environments and frequently changing processes
Excellent organizational skills and attention to detail
Working understanding of human resources principles, practices, and procedures
Ability to maintain a high level of accuracy in a fast-paced environment
High degree of professionalism
Problem-solving mindset
Conflict resolution skills
Proficient in computer skills including Microsoft Office products required, HRIS experience preferred
Self-starter, able to take proactive action with minimal prompting
Positive attitude is a plus




Education and Experience

Bachelor’s degree or equivalent experience in Human Resources, Business Administration, or related field preferred
1 year of prior Customer Service/Hospitality/Retail experience required
1 year of prior Human Resource experience preferred
Registered Notary Public is a plus
General knowledge of employment law and best practices







About Us: Elite Medical Staffing is an established leader in the healthcare staffing industry. Our focus is first and foremost on patient care. We believe that with the superior customer service of our branch personnel, partnered with our experienced clinicians, we are uniquely positioned as the premier provider of healthcare staffing solutions. We’ve earned a reputation for providing the most qualified clinicians with a variety of assignments in the markets we serve. Each of our clinicians is thoroughly screened to provide only the highest standards of patient care. We partner with a variety of clients, providing opportunities in assisted living facilities, hospitals, skilled nursing settings, clinics, and more!




Elite Medical Staffing is an Equal Opportunity Employer. Elite Medical Staffing does not discriminate based on race, religion, color, sex, gender identity, sexual orientation, age, disability, national origin, veteran status, or any other protected characteristic. Employment decisions are based on qualifications, merit, and business need.

Show less ",1,0,0.14
16,Management and Manufacturing,Hospitals and Health Care,Associate,"Description

Nearly half of patients needing medical equipment at discharge don’t get it in time. The ordering process is too convoluted and is still primarily handled by fax. These inefficiencies lead to higher costs of care and poorer patient outcomes. In the most extreme cases, this equipment means life or death.

At Parachute, it is our mission to make sure that every patient gets what they need when they need it. We achieve this by driving efficiency through digital connectivity into every aspect of the ordering process, making it delightfully simple. In order to see our mission through, we connect with both facilities and suppliers to ensure patients are getting the equipment they need to maintain a healthy and fulfilled life.

As a key member of the operation teams, you will help grow and improve best practices for building and maintaining relationships with our facility partners.

Requirements

What You’ll Do:


Place outbound phone calls to new clinical facility partners to educate them on the Parachute Platform and help them with platform adoption/usage.
Conduct end-user training - roll up your sleeves to lead demos & trainings tailored for each facility partner to ensure end users have appropriate support
Continuously support our Facility Partners as needed
Participate in digital transformations as you onboard facilities, partnering with their leaders to drive rapid growth of digital ordering across the organization
Suggest process improvements to make our facility onboarding more effective
Listen to management/user’s product feedback to highlight the pros/cons of the product and flag feedback internally for continual improvement.
Work to build & refine internal facility growth operational processes, including building processes by working in HubSpot and using data to make us more efficient and effective, and the process of working with Marketing to develop materials that effectively show our facility partners the value of the Parachute Platform.
Provide excellent ongoing service through empathy, active listening skills, resourcefulness, and a desire to ensure the best possible outcomes for our Facility partners.

Preferred Requirements


1-2 Years of work experience in Sales, Customer Success, Account Management, or similar roles.
Bachelor’s Degree or equivalent
Desire to work in a startup environment with a proactive and hungry mindset and ability to pivot quickly based on company needs
Critical thinking skills with attention to detail
Passionate about improving patient outcomes in an inefficient industry
Process-oriented; develop roadmaps to operationalize account strategy
Customer-centric with expertise in account or client management
Demonstrated self-starter within a cross-functional team
Problem solver; adaptable with a relentless solutions mindset
Strong communicator with and extract and synthesize info from experts
An intellectual curiosity to explore the various areas of a tech startup changing the healthcare landscape.
Enthusiastic about using technology to better patient outcomes
Fast learner who can come up to speed on detailed topics quickly

About You


Excellent communication skills and ability to understand our facility partners’ unique businesses through listening and tailoring a solution that fits their needs.
Coachable. You actively improve from feedback and have a strong urge to get better.
Relentless and curious, taking initiative to go the extra mile for our facility partners and our internal teams, always asking questions with a mindset of constant improvement.
Trustworthy and reliable; demonstrated ability to build relationships with facility partners and prioritize their needs in order to follow through with helping improve their business of helping patients.
Willingness to roll your sleeves up.
Experienced in sales is a plus, but not required.
GSuite experience preferred.
Experience using Excel, Tableau, HubSpot, and JIRA, a strong plus
Experienced with SaaS products (healthcare a plus!) and a fast learner.
Highly motivated with a strong sense of ownership and desire to make an impact and crush expectations.
Strong business acumen with ability to translate strategy to prioritized tactics


Benefits


An opportunity to work on a platform that is scaling rapidly and truly revolutionizing healthcare
The opportunity to run a process within one of the most strategic and innovative departments in a health-tech startup
Work alongside an experienced, mission-oriented team (Plated, Pivotal Labs, Athenahealth, J2, Tumblr, Epic)
A chance to join a high-growth company at an early stage
The ability to impact the growth of our company, Parachute values all comments and suggestions
Transparency across teams and interaction with multiple departments
Great compensation and benefits package, including a year-end performance-based bonus, fully-paid medical, dental, and vision insurance
401(k) retirement plan
Flexible vacation policy
Fully remote company with a tech stipend

Base Salary

$58-$75k


We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal opportunity workplace.
Show less ",1,0,0.13
17,Administrative,"Technology, Information and Internet",Associate,"Prepare monthly and weekly invoicing to Solutions and Service customers. Assist with the preparation and distribution of AIA formatted invoices.
Effectively communicate with Operations Managers, Project Managers, and Accounting regarding contract documents, change orders / other modifications, approvals, and any additional services related to billings.
Work with Operations, Service and Accounting to facilitate client collections and cash application.
Project entry into AX when a new project is booked.
Schedule and prepare for job turnover meetings between Sales and Solutions, or between Solutions and Service.
Assist with the monthly forecasting and reporting processes.
Generate Purchase Orders and document goods receipt in AX.
Price service slips for T&M and preventative maintenance.
Monitor time sheet submissions and communicate any missing or incorrect information to the appropriate manger.
Receive incoming supplier/subcontractor invoices, verify accuracy and readiness to pay with Project Manager, and assist Accounting team with processing for payment.
Manage the RMA process.
Assist with the administration of the master labor schedule.
Finalize project close-out documents (Warranty Letters, As-Built, O&M documents).
General administrative and office support for Division staff.


Requirements

Associates degree, including college courses in accounting or business preferred.
Intermediate to advanced computer literacy, including experience with ERP/IT systems – Dynamics AX experience preferred.
Displays strong written and verbal communication skills, as well as strong organizational skills.
Ability to work independently, take initiative, manage priorities, and see projects through to completion.
Working knowledge of basic accounting functions (AP, Percentage of Completion method) and ability to coordinate with multiple internal departments (including Operations and Accounting).


Benefits

Medical Insurance

Dental Insurance

Vision Insurance

Basic Life Insurance

Voluntary Life Insurance

Short Term & Long Term Disability

Paid Vacation

Paid Sick Time

Paid Holidays

401K with Company match
Show less ",1,0,0
18,Accounting/Auditing,"Technology, Information and Internet",Associate,"Concord is a full-scope loan servicer delivering compliant, flexible, and scalable portfolio servicing solutions to meet the demands of loan originators and capital providers – and their customers – in multiple asset classes. Come Join our team where you will be working with some amazing people!

Under the direction of the Director of Internal Audit, the Internal Auditor is responsible for ensuring that policies and procedures are being followed consistently throughout the company in order to verify the accuracy and reliability of internal controls, recommend changes to improve process effectiveness, efficiency and mitigate risk. The nature of this position requires inside contact with company employees at all levels as well as contact with outside client representatives, vendors and other business-related representatives

Audits – perform standard internal audits with direction from Director of Internal Audit - assist with audit setup, process/procedure setup in areas lacking controls, verification and monitoring of departmental reconciliations performed on an ongoing basis to ensure accuracy and completeness.
Quality Assurance- Review daily transactions for Client Experience Support, Shared Services and Call Center. Validate process and procedures for consistency among groups/clients.
Recommend new approaches, policies and procedures to effect continual improvement and efficiency of company operational procedures. Identify opportunities for process and control enhancements to ensure risks are adequately mitigated.
Review, modify and document changes to audit procedures as directed.
Use appropriate judgement in upward communication regarding identified inconsistencies.
Ability to react to change productively and handle other tasks as assigned.


Requirements

An accounting or finance degree or equivalent combination of education and work experience in banking and auditing preferred.
Proficient in Word, Excel and Microsoft Outlook.
Knowledge of Salesforce system is a plus.
Must be accurate, detail oriented, self- motivated, possess excellent organizational skills and demonstrate the ability to manage multiple tasks.
Ability to effectively present information, both written and oral; respond to questions from company management and staff.
Proven self-starter with high motivation and initiative, with orientation to accuracy and detail.
Strong critical thinking skills.
Ability to communicate results constructively and effectively and able to work well with others.
Ability to read, write and speak English fluently, Bilingual (English/Spanish) a plus.


Benefits

Health Care Plan (Medical, Dental & Vision)
Retirement Plan (401k, IRA)
Life Insurance (Basic, Voluntary & AD&D)
Paid Time Off (Vacation, Sick & Public Holidays)
Short Term & Long Term Disability
Training & Development
Hybrid work environment
Free Food & Snacks
Wellness Resources
Show less ",1,0,0
19,Accounting/Auditing,"Technology, Information and Internet",Associate,"Regular Full-TimeClerical

San Francisco, CA, US

Salary Range: $46,231.00 To 55,477.00 (USD) Annually

Payroll Assistant

You’re a payroll professional looking to use your experience to do meaningful work. GGRC is committed to assisting people with intellectual and developmental disabilities lead lives of liberty and opportunity. We are looking for a Payroll Assistant to provide support to our Payroll Supervisor.

When you are considering a new job, it’s normal to have tons of questions. Here are a few things we get asked all the time:

_________________________

Where will the Payroll Assistant work?

This position will work from GGRC’s San Francisco Office.

What makes GGRC’s Team so special?

The people! GGRC values diversity, we believe in creating an environment where people of all backgrounds can collaborate to find solutions to complex problems. We are community minded and passionate.

GGRC values each person as a full, robust, and unique individual and interacts with each person in a manner that is respectful and responsive. We endeavor to place each person at the center of his, her or their own life. We approach each person as an expert on his, her or their own life and identity with a clear and attentive inquiry into what is important to, as well as important for, that one person (whether coworker or person-served, family member or other stakeholder).

Our flexible culture allows our professionals to live a balanced lifestyle between their work responsibilities and personal commitments.

Are you ready to learn more?

Requirements

What will the Payroll Assistant do?

Audit and reconcile 230 plus electronic timecards and time off request each pay period for accurate time recording and approvals
Assist with semi-monthly employee compensation calculations, including overtime, leave of absence and other payroll-related deductions.
Respond to, investigate and accurately resolve employee issues, questions, or pay statement discrepancies in a timely and confidential manner.
Support internal and external payroll inquiries and requests related to HR.
Respond to ADP related employee issues, including password reset and log-in troubleshooting.
Maintain journal entries and update general ledger for all payroll/benefits related expenses and income.
Train new employees on ADP and Concur Expense Reports.
Assist with payroll-related audits.
Assist with day-to-day operations of payroll functions and duties.
Serve as payroll back-up for payroll supervisor.
Communicates with the HR Department to ensure the integrity of the payroll data, including data related to new hires, terminations, transfers, and rate changes.
Participate in special projects and assist with additional duties or task as assigned.


Who are we looking for?

Familiarity with payroll systems such as ADP.
High Competency/Advance knowledge and skills using Excel
Exquisite math and numerical skills.
Outstanding organizational and time management skills.
Excellent communication abilities with aptitude in problem-solving.
Payroll experience preferred (processing payroll, taxes, garnishments, etc)
Familiarity with general accounting principles
Intermediate familiarity with MS Word®, MS Excel®, MS PowerPoint®, MS Outlook® or similar software applications.


How to Apply:

GGRC values diversity; people of all backgrounds are encouraged to apply. Please complete the application and submit your most recent resume. If you feel that the questions do not accurately capture what you have to offer Golden Gate Regional Center, you are also welcomed to attach a cover letter. Applications are being reviewed on a rolling basis so we encourage you to submit yours soon. We look forward to reading your application.

Employees are required to have the Covid-19 vaccine unless they have a religious or medical exemption.

Golden Gate Regional Center is an Equal Opportunity Employer.

San Francisco Applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Benefits

What are the Payroll Assistant's benefits to working at GGRC?

We offer a comprehensive benefits package including:

Medical and Dental benefits with a generous employer contribution and additional employer paid Life, Disability and Vision coverage
10% employer contribution to a 403(b) retirement account to help you save for the future!
GENEROUS TIME OFF BENEFITS!!! No really, we mean generous: 13 vacation days, 15 sick days, 10 paid holidays, 4 personal holidays, 3 winter holidays, and up to 5 paid days for continuing education
We also offer opportunity for advancement in the organization and generous employee referral bonus!
Show less ",1,0.86,0.29
20,Other,"Technology, Information and Internet",Associate,"About Tava

Tava Health is a venture-backed telemedicine startup that partners with employers to provide convenient, high-quality, accessible mental health care to employees and their families.

As we continue to grow, our ability to support and delight our customers is critical. As a Customer Success Manager (CSM) at Tava, you will help us refine how we partner with Human Resources and Benefits leaders to ensure that their employees are receiving the maximum value out of their therapy benefit.

What We Are Looking For

We are looking for a Support Associate to ensure our clients and providers are successful. When a client is matched with a provider on our platform, a lot of thoughtful orchestration takes place behind the scenes to make both the client and provider journeys feel seamless.

In this role, you will work closely with our operations team, giving you unique exposure to business operations, as well as provider and customer success. Because we are a startup, we are looking for someone willing to learn on the job who is highly organized, dependable, self-driven, low-ego, and excellent interpersonally.

Responsibilities

Act as the initial support contact for our clients and providers.
Provide thoughtful/empathetic phone, email, and chat communication to clients and providers.
Assist clients with navigating their clinical journey from sign-up to completion of therapy, including follow-up to help clients schedule appointments.
Advocate for clients and providers by capturing feedback and working cross-functionally, ensuring their needs and concerns are communicated internally.
Provide troubleshooting and technical support to both clients and providers.
Escalate concerns appropriately and in a timely manner.
Exhibit a high level of familiarity with our applications and their functionality.
Answer onboarding-related questions of new providers, as necessary.
De-escalate dissatisfied clients and providers and, when applicable, quickly elevate internally.
Manage various operational tasks associated with supporting/tracking clients and providers.
Process provider offboarding and assist with connecting clients with new providers.
Act as initial contact for clients referred through insurance directories and assist clients with payer-related questions.
Verify client eligibility and communicate changes to eligibility in a timely manner.


Requirements

Low-ego, customer-centric attitude
Outstanding written and verbal communication
High attention to detail/accuracy
Self-motivated team player who thrives in multi-tasking environment and can adjust priorities
Strong de-escalation skills (and ability to discern when to escalate a concern or complaint)
Bonus: Exposure to health insurance industry and past experience in customer-facing, project management, behavioral health, communications, or other roles with demonstrated ability to increase customer satisfaction


All of that said, we are open-minded about who we hire for this role. We’re looking for someone who is invigorated by our mission and this specific opportunity, not just someone who simply checks all the boxes. As long as you are smart, disciplined, and persistent enough to quickly learn on the job, please apply!

WHY YOU’LL LIKE WORKING WITH US

Enjoy working remotely (anywhere in the contiguous 48 US states) in this full-time, salaried position. Tava offers a highly competitive benefits package including parental leave, plenty of paid holidays and PTO, medical, dental, and vision insurance, and (of course) a generous mental health benefit.

Tava is an Equal Opportunity Employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, marital, or disability status.


Show less ",1,0,0
21,Administrative,"Technology, Information and Internet",Associate,"SUMMARY: We Are currently seeking a qualified Administrative Assistant to provide manufacturing and office support. In addition, this person will work closely with the manufacturing team to ensure accurate data recording and on time shipping goals are met.

DUTIES AND RESPONSIBILITIES:

General office duties as required.
Recording Environmental Data.
Assisting with production planning and scheduling.
Creating manufacturing orders, tracking production goals and associated time studies.
Scheduling Annual & Bi-Annual Inspections and Calibrations
Entering required information into Gensuite Software.
Printing and verifying shipping paperwork.
Follow up on issued purchase orders, deliveries and released PO’s.
Cycle Counts.
Assisting production employees with manufacturing order questions or updates.
Approximately 20% of the day will be spent on the production floor setting.
Performs other related duties as required or directed.


Requirements

High School Diploma or GED required.
Secondary education, training or an equivalent combination of education and experience required.
Three to five years related experience is desired.
Versatility, flexibility, and a willingness to work within constantly changing priorities with enthusiasm is a must.
Strong written and oral communication skills.
Strong organizational, problem-solving, and ability to complete projects and support management with production and product issues.
Ability to manage priorities and workflow.
Must be proficient in MS Excel and Word applications.
Previous MRP experience a plus.


Benefits

At Worthen Industries we are the best in what we do; because we believe that our people are precious, and their families are precious. With a wellness coach on staff, and a focus on personal growth and personal lifestyle, we truly support you as an employee. Our benefits package include paid vacation, health insurance, 401k plan, profit sharing and other voluntary benefits.

If you believe that you are a great fit for our organization and this position. Please apply online!
Show less ",1,0.34,0
22,Marketing and Sales,"Technology, Information and Internet",Associate,"The Marketing Coordinator will be a hybrid office/remote role that will report directly to Green Power Energy’s Vice President of Marketing. The Marketing Coordinator will be responsible for tasks related to content creation, social media management, brand management, and more. The overall goal of the position is to assist in generating more business while building the brand, maintaining our reputation, and following our Core Values. Green Power Energy and the solar industry at large are poised for significant growth and the right candidate will be joining the Marketing Team in an exciting work environment.

Responsibilities:
Social Media Coordinator. Create and schedule weekly content. Create content in Canva using original ideas and other content created through collaboration with other team members to incorporate customer photos, videos, drone footage, product offerings, promotions, announcements, and more. Social media content creation includes but is not limited to:
Instagram squares
Social media reels
Social media stories
Customer case studies
Original photos
Additional Content Creation:
Sales decks. Green Power Energy utilizes several customer guides and sales decks which require maintenance and updates through the year.
Flyers. Create flyers in Canva for promotions, sales, events, and more.
Case Studies. It is the goal of Green Power Energy to create at least one new case study every month. The marketing coordinator will interview interested customers while following a company provided template. Assistance can be provided in the accompanying customer and installation photos.
Videos. Simple reels and with the assistance of the Vice President of Marketing more substantial videos like vlogs, animated explainer videos, and customer interviews.
Create and schedule email and text marketing campaigns. At the direction and with the support of the Vice President of Marketing, create and design the marketing campaigns using an all in one marketing platform like Mailchimp. Responsible for organizing the email and text marketing lists and campaigns while monitoring the customer journey and ensuring compliance.
Manage online listings. Ensure consistency across all platforms in regards to descriptions, hours of operation, and photos. Provide updated posts and photos where available and necessary. Respond to customer messages in a timely manner. This includes responding to quote requests from Google My Business, Facebook, Yelp, and others.
Respond to customer reviews in a timely manner and promote the collection of new reviews across our online listings. Green Power Energy may offer promotions to customers for posting reviews. In which case, the Marketing Coordinator will be responsible for making and tracking those payments.
Send e-gift cards to customers for various promotions while tracking and recording promotion payments both completed and pending.
Send referral payments which are to be made twice monthly and push notifications on Green Power Energy’s app.
Manage physical marketing materials. Responsible for the organization and inventory of marketing material inventory across Green Power Energy’s three office locations. In addition to maintaining the inventory, the Marketing Coordinator will be responsible for ordering additional materials as needed. These materials can range all the way from trade show displays to sunglasses.
Coordinating and staffing shows and events. Green Power Energy will set up displays at several festivals, events, and trade shows throughout the year. These events may take place in NJ, CT, PA, or TX. It will be the responsibility of the Marketing Coordinator to staff, set up for, and coordinate these events. Travel accommodations will be provided as needed.
Update Green Power Energy’s marketing budget with items related to the Marketing Coordinators job roles in a prompt manner.
Manage Green Power Energy’s Calendly accounts. This includes updating descriptions, and notifications, thank you pages, and ensuring constant “availability” of appointments to new website visitors.
Manage company email signatures and headshots using an intuitive online tool. That means making sure everyone has one that is correct and creating signatures and headshots for new hires.
Submit our yearly application to SolarPowerWorld magazine. An industry publication which ranks solar companies nationwide.
Responsible for the interior decorating of our office locations. Typically this would include creating unique photo walls and implementing decals and various creative items into the decor.
Job roles can evolve beyond what is listed here. It may include more or less depending on Green Power Energy’s workload and the determined skills of the Marketing Coordinator.


Requirements

Proficiency with graphic design software such as Canva.
Proficiency with posting on social media platforms such as Facebook, TikTok, Instagram, Twitter, and Linkedin.
Outstanding creative skills.
Excellent verbal and written communication skills with an emphasis on confidence in communicating with customers.
Exceptional organizational skills. Job tasks will be well defined, organized, and tracked using online marketing collaboration tools. This is for both the benefit of the employee and their manager. It should be clear what you have to work on, what is expected, and when it should be completed.
Ability to work independently, while managing multiple tasks and projects.
Highly motivated individual. We are looking for someone to take what we have described above and expand on it. We want someone who comes to us with ideas, shows a passion for the job, and a desire to accomplish goals.


Benefits

W-2 Employee
401k matching program
Paid Time Off (Vacation, Sick & Public Holidays)
Health Care Plan (Medical, Dental & Vision)
Show less ",1,0,0
23,Finance,Consumer Goods,Associate,"Company Description




Bosch Power Tool Accessories




The Accessories business unit of Robert Bosch Tool Corporation offers industry-leading solutions and products to the North American professional contractor & DIY customer segments. We service our user base through strong partnerships with major home improvement retailers, national / regional / local construction distributors, co-op wholesalers and hardware stores, and online channels. We have grown significantly over the past decade in our chosen markets and brands, and have plenty of room for continued growth.




Power Tool Accessories is a closely-connected global division, headquartered outside of Zurich, Switzerland, with manufacturing plants throughout Europe, Asia, and the United States.




Our mission is simple – provide our users with the right power tool accessory to get the job done!




About The Power Tools Division




Robert Bosch Tool Corporation is the world market leader for power tools and power tool accessories. The core success factors are dedicated associates and a furious pace of innovation. We are a $990 million division of Bosch, a multinational engineering and electronics organization and the largest privately held employer in the world. Each year, Bosch launches more than 100 new power tools into the global market.




About BOSCH Group




Bosch technology shapes many areas of life – in your car, at home, or at work. Our products and services are designed to spark enthusiasm, improve quality of life, and help conserve natural resources. We want to deliver top quality and reliability. In short: we want to create technology that is “Invented for life.”




Diversity at Bosch




We appreciate and make use of a diversity of mindsets, experiences, perspectives and life plans, thereby ensuring our long-term business success. This gives us an edge in competition for the best associates, products, and services because “Bosch, invented for Life” refers to not just one, but a whole diversity of solutions. Learn more about diversity at Bosch here.




Job Description




Prepare and analyze monthly and yearly financial reports pertaining to the Accessories (ACNA) business unit for both internal (PTNA) and external (PT) reporting.
Analyze variances compared to prior year and plan.
Ensure consistency, clarity and accuracy in all reporting. Understand and work with complex financial systems.
Support the Finance Manager in the yearly budgeting process for ACNA and provide guidance to other functional managers with regards to the process.
Support the business unit in compiling and interpreting financial data for reporting, planning and decision-making purposes.
Prepare and coordinate presentations for management meetings.
Answer ad hoc requests from North American or divisional management as well as the divisional Finance Group.
Drive process improvements in own area.
Assist with the implementation of new tools and financial concepts.




Qualifications




Bachelor´s degree, Accounting or Finance preferred and 3-6 years of experience and knowledge of accounting and finance combined with practical experience, preferably in consumer goods/manufacturing environment.
Previous experience in financial analysis.
Strong verbal and written communication skills, Team player.
Strong skills in Microsoft Office, Excel and Powerpoint
Hyperion product (essbase, hfm) and SAP experience is preferred




Additional Information




By choice, we are committed to a diverse workforce - EOE/Protected Veteran/Disabled.




BOSCH is a proud supporter of STEM (Science, Technology, Engineering & Mathematics) Initiatives




FIRST Robotics (For Inspiration and Recognition of Science and Technology)
AWIM (A World In Motion)




Indefinite U.S. work authorized individuals only. Future sponsorship for work authorization is not available.
Show less ",1,0,0.18
