,Job Function,Industry,Job Description
26,Finance and Sales,Banking,"Nevada State Bank, a division of Zions Bancorporation, N.A., was founded on Dec. 9, 1959 by 12 businessmen full of Nevada’s pioneering spirit. As a full-service bank, we offer a complete range of consumer , private , and business banking services. Our colleagues regularly volunteer in their communities and have been dedicated to helping make Nevada a better place to live for more than 60 years. By embracing the bank’s Core Values of extraordinary service, adaptability, teamwork, communication, development, accountability, community, and respect—we have built a culture of service and engagement. NSB has a commitment to career development through tuition reimbursement and continuous learning opportunities, in addition to other competitive benefit offerings. We offer medical benefits on day one, 401k matching, and paid holidays. With a strong belief in diversity, equity, and inclusion, NSB offers several colleague-led diversity forums with the intent to ensure representation and cultural sharing among our colleagues. At Nevada State Bank, we truly believe that it matters WHO you work with.

We are now accepting applications for a Teller (Client Service Associate).

The ideal candidate for this position will have the skills and experience necessary to:

Be responsible for accurately processing debit and credit transactions in compliance with established policies and procedures, while maintaining an acceptable balancing record.
Identify and address clients' needs by providing a variety of services which may include opening new accounts, issuing counter checks, performing account maintenance, issuing/activation ATM cards, performing money transfers, ordering checks, receiving loan payments, etc.
Resolve client problems either through direct personal action or referral to alternative branch or bank resources.
Identify and maximize cross-sell banks opportunities through exploring needs.
Perform other duties as assigned.

The Teller (Client Service Associate) Position Requires

Some cashiering, customer service, balancing or other related experience.
Basic knowledge of math, cashiering, balancing, debits, credits, bank products and/or banking.
Solid balancing and customer service skills.
Ability to cross-sell bank products based on client needs.
High School diploma or equivalent.

We offer the following benefits to all employees working 20 or more hours per week:

Medical, Dental and Vision Insurance - START DAY ONE!
Life and Disability Insurance, Paid Parental Leave and Adoption Assistance
Health Savings (HSA), Flexible Spending (FSA) and dependent care accounts
Paid Training, Paid Time Off (PTO) and 11 Paid Federal Holidays
401(k) plan with company match, Profit Sharing, competitive compensation in line with work experience
Mental health benefits including coaching and therapy sessions
Tuition Reimbursement for qualifying employees
Employee Ambassador preferred banking products

Pay range (depending on experience): $17 - $20/hour
Show less "
27,Finance and Sales,Banking,"Workway is a professional staffing firm, working with organizations across the country to place exceptional candidates. No matter what position within the organization, you'll experience tremendous professional satisfaction in an environment where they genuinely support and appreciate each other.




We are looking for a Loan Servicing Admin responsible for specific duties listed below.




Your Specific Duties Will Include




Administrative Duties.
Database maintenance.
Payment posting.
Scanning.
Data entry.
Specific qualifications for the position include:




High school diploma.
1-year admin or clerical experience.
Must be proficient with Word and Excel.
Pay Rate Range: $17.00 - $20.00




Compensation may vary outside of this range depending on a number of factors, including a candidate’s qualifications, skills, competencies and experience, and location. Employees have access to healthcare benefits including medical, dental and vision as well as a 401(k) plan.




Let one of our recruiters assist you in finding and preparing for interviews with our clients. Whether you are interested in a direct hire, temp-to-hire, or temporary position, Workway can help you to put your best foot forward. Contact us today!




Workway, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender, gender identity, national origin, disability, or protected veteran status, or any other characteristic protected by applicable laws, regulations and ordinances. For our complete EEO & Pay Transparency statement, please visit http://www.workway.com/EEO. To receive state and federal compliance posters, e-mail hr@workway.com or call 972.514.1515.
Show less "
28,Other,Banking,"Branch Greeter - Main Branch




Location:




1500 NW 107th Ave, Miami, FL. 33172




Pay




Starting: $17.50




Summary




Provide information to members entering the credit union branches. Must be familiar with DCFCU products and services and display problem-solving ability resulting in member satisfaction.




Essential Duties And Responsibilities Include




Establishes rapport with members by smiling, greeting the member, using the member’s name, and offering additional assistance and thanking the member.
Log-in and direct members to the appropriate person/department (tellers, FSRs or Managers).
Monitor lobby and teller-line traffic to ensure that members are serviced in a timely and efficient manner without excessive wait time.
Help members save time by offering “convenient” credit union services (MyBranch, Teller-line 24, Drive-thru, Call Center, Debit Cards, etc.) to members that are waiting in line.
Possesses thorough knowledge of Dade County Federal Credit Union products and services.
Ensures that all marketing and merchandising materials are up-to-date and displayed in high traffic areas.
Hands out credit union brochures, loan, account, and membership applications to current and potential members.
As time permits, assists the branch with incoming/outgoing interoffice mail, ATM/debit card applications, account inquiries, and other general branch office tasks.
Acknowledges/follows through on member concerns, referring them to higher authority as necessary to ensure member satisfaction.
Oversee the ordering of office supplies and inventory.
Process gift card requests.
Will be thoroughly trained in the area of teller work and will be required to cover and serve as a back up to the teller line as needed.




Requirements




Candidate must have excellent communication, organizational and interpersonal skills.
High School diploma required.
One year experience in the hospitality/retail/financial industry highly desirable.
Candidate must be available to work extended branch and Saturday hours and must be available to travel through branch network to provide coverage to other branches as required .
Bilingual: English/Spanish Highly Desirable




All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.
Show less "
29,Finance and Sales,Banking,"Who We Are & What We Do




If you’re looking for an exciting opportunity, you’re in the right place. Santa Cruz County Bank is a top-rated community bank with a focus on serving the banking needs of businesses and individuals along the Central Coast and in Silicon Valley. We engage in impactful volunteering and support the greater economic vitality within our tri-county reach. Our success is due to our amazing team of exceptional, experienced, knowledgeable, and success-oriented employees.




A Few Honors We’ve Received Locally, Include




We’ve been recognized with numerous community leadership awards and our team gives 500+ hours of volunteer service each year.




GOOD TIMES BEST OF SANTA CRUZ COUNTY Voted “Best Bank”, 11 consecutive years
SANTA CRUZ SENTINEL READERS’ CHOICE Voted #1 Best Bank, 6th year
SANTA CRUZ WAVES MAGAZINE Swellies Award, 4th year
SECOND HARVEST FOOD BANK Big Step and Platinum Award for Holiday Food Drive




About The Role




Under general supervision, service all types of government guaranteed loans to maintain compliance with Bank/SBA/USDA policies. Contact borrowers, escrow and/or title companies and other parties directly involved in all aspects of SBA loan servicing. Obtain documents such as insurance binders or certificates, business licenses, financial statements, tax returns, UCC filings, etc. to ensure loan compliance. Respond to client inquiries regarding new and existing SBA/USDA loans, including requests for demands, releases, subordinations, and substitutions of collateral, moratoriums and loan payoff demand requests.




Update information on the Precision tickler system in relation to business collateral and financial information requirements.
Upon final disbursement of the SBA loan; reviews the SBA loan file and begins following for closing items.
Maintain existing SBA portfolio by obtaining insurance, tickler items, up-dated financial information, and miscellaneous documentation to ensure compliance with Bank and Government Policies.
Upon receipt of business, collateral and financial information documents, reviews documents to ensure accuracy and identifies any adverse changes affecting the loan. Recommends action to be taken on these changes, to management and SBA/USDA when necessary.
Engage third party vendors for items such as ordering certificates of good standing with the State, personal credit reports, appraisals, environmental due diligence and preliminary title reports.
Prepare construction disbursements, wire transfers and Secondary Market reports.
Verify and/or prepare payments, pay-offs, disbursements, adjustments, and remittance to participants in the Secondary Markey. Assure correct monthly billings, rate change notices and delinquency letters and notices.
Run daily, monthly, quarterly, annual reports and other information reports, which are necessary for tracking department status. Also, disseminates information as appropriate to Bank Management and clients
General clerical duties include filing, copying scanning and data entry.
Perform other duties that may be required by the SBA Lending Department.
Responsible for ensuring compliance with all aspects of job related laws and regulations.
Create, file and manage loan credit files, ordering appraisals, environmental reports, preliminary title reports, credit reports, UCC searches, and loan documents. Duties may also include updating customer and insurance information, copying and faxing documents. Ability to run errands when needed.
Show less "
30,Finance and Sales,Banking,"Founded in 1963, FirstBank maintains more than $20 billion in assets and operates over 100 branch locations across Colorado, Arizona and California. Its growth can be attributed to one simple philosophy: do right by customers, communities and employees, which is at the center of the company’s “banking for good” mantra. FirstBank believes that diversity, equity, and inclusion are part of everything we do, both within and outside our company, and prides itself in hiring and training a diverse and talented group. We strive to not only maintain a diverse workforce, but also ensure our employee experience garners a sense of belonging, is inclusive and equitable. FirstBank believes that a company is nothing without the people that comprise it, and prides itself in hiring and training a diverse and talented group. By joining the FirstBank team you will experience its great team culture with ample opportunity for growth. There’s an opportunity for everyone with positions all across the company, from Teller and Call Center to Technology and Lending. Apply today to learn more and join the team!

A Brief Overview

A Personal Banking Representative assists customers by answering inquiries/requests, processing transactions, opening new accounts, and informing on products and services. A Personal Banking Representative is responsible for cross-selling the Bank's products and balancing a cash drawer. The Representative will develop and maintain account relationships by providing solutions and resolving customer problems through quality customer service and product knowledge.

What You Will Do

Assist customers with a wide range of inquiries and requests.
Process deposits/withdrawals and redeem/negotiate cash instruments for consumer and commercial customers while maintaining a balanced cash drawer.
Open new accounts and provide product/service information.
Accept wire order agreements, stop payment requests, and dispute forms and send to appropriate departments for processing.
Process transactions accurately and adhere to all compliance requirements.
Review daily reports and perform maintenance on accounts.
Recognize and develop opportunities for cross-selling FirstBank products and services.
Sell bank products and meet company sales goals.
Demonstrate knowledge and understanding of new account systems and account documentation requirements and disclosures.
Perform other duties and projects as assigned by the market or region.
Understand and comply with all provisions of the Safety in the Workplace policy.
Hours may vary from 35-40/week.

Minimum Requirements

Entry-level job with little or no prior relevant work experience in the function

Preferred Requirements

Cash handling and customer-service experience
Bilingual in Spanish

Knowledge, Skills, And Abilities

Good customer-service skills and the ability to work well with others
Basic mathematic and problem-solving skills
Comfortable in a sales environment
Detail-oriented with the ability to multi-task and change directions quickly

Working Conditions And Physical Requirements

Frequently remains stationary throughout a typical business day
Frequently operates a computer and other office machinery, such as a calculator, copy machine, and computer printer
Occasionally moves about inside the office to access file cabinets, office machinery, and other rooms
Occasionally positions self to access drawers and shelves of various heights
Frequently reaches for and handles paperwork and files
Constantly communicates with customers, coworkers, and management in-person and on the phone
Must be able to exchange accurate information

Salary Range

$20.00 Per Hour

Statement Of Benefits

FirstBank offers a suite of benefits that support our employees’ professional, financial, physical, emotional and spiritual well-being. Benefits currently offered with our positions include: Paid Time Off/paid leave programs, 401K/Employee Stock Ownership, United Healthcare medical, MetLife dental, VSP vision, Employee tuition reimbursement, Volunteer Time Off, Short-Term Disability, Long-Term Disability, and Group Life Insurance/AD&D

This Job May Be Eligible For The

Teller Balancing Incentive Plan
New Accounts Cross-Sell Queue Incentive Plan

FirstBank is an EOE/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, genetic information, disability, veteran status, or any other applicable status protected by state or local law. FirstBank does not permit pay inequities. Anyone who believes they have been subject to pay inequity should immediately report their concerns to the Human Resource Department.
Show less "
31,Accounting/Auditing and Finance,Banking,"PARKWAY BANK

Location: 4800 N. Harlem Avenue

Harwood Heights, IL 60706

Hours: M/T/Th/F: 8:30 a.m. to 4:30 p.m.

Wednesday: 8:30 a.m. to 3:30 p.m.

Parkway Bank is looking for an Accounting Clerk at our Harwood Heights, IL location with at least 1 year in an entry level accounting related position in a banking environment. We have been a leader in community banking for more than five decades and we are committed to growth and consistently offering the best in customer service, financial products, and services. Since first opening our doors in 1964, we continue to maintain a strong presence in communities through donations, volunteer work, and education. Come be a part of our growing team!

This position will perform bookkeeping and accounting tasks such as posting and entering vouchers, making distributions, and posting labor, overheads, and related functions to summaries and subsidiary control records. Reviews materials for accuracy and completeness and makes adjustments following general accounting principles.

Position Responsibilities

Reconciles teller cash closing balances general ledger daily
Reviews and reconciles Loan Control general ledger daily
POD daily
Checks Interface/FIS/Synergy for differences daily
Balance unearned fees general ledger daily
Review and reconcile other bank account statements such as Federal Reserve, BMO, etc.
Review and reconcile Davis cash/coin general ledgers daily; identify and address errors as appropriate
Review batches to ensure accuracy and conduct batch releases daily; identify and address errors as appropriate
Review report weekly and communicate with Federal Reserve
Review and reconcile investment general ledgers; identify and address errors and record accretion and amortization of investments
Address accrued expenses monthly
Review and reconcile all other bank account statements due from banks monthly
Create branch deposits report
Assist in audit for internal auditors by preparing documentations/making copies as well as answering questions
Performs other duties as assigned.

Qualifications

Bachelor’s degree in Accounting or Finance preferred or equivalent work experience
Strong knowledge of Fixed Asset System (FAS) in accordance with Bank Policies and Procedures
At least one year of accounting in a bank environment
PC proficiency including Microsoft Word and Excel
Knowledge of bank operations and procedures
Ability to analyze data and make sound decisions
Effective verbal and written communication skills
Good organizational skills
Ability to work independently and follow through assignments to completion
Ability to operate and understand bank related machines and equipment.
Ability to understand bank documents and reports.
Ability to work and communicate with other departments.
Judgment necessary to process transactions, solve problems, make decisions an react to unusual situation.
Ability to prepare and analyzed reconciliations.
Ability to work under pressure and meet deadlines.
Ability to keep all bank and customer information confidential.
Ability to work quickly and accurately.

Parkway Bank is an Equal Opportunity Employer

Minority/Female/Disability/Veteran
Show less "
32,Finance and Sales,Banking,"Love What you do and make a difference . . .




We are looking for a Customer Service Representative (""CSR""). This is an entry level teller position responsible for day-to-day delivery of exceptional service to our clients. As a CSR you serve a valuable role in our branch by providing a positive first impression through friendly and courteous service while performing efficient and accurate banking transactions.




Consider joining our team if you want




An opportunity to work for an employer of choice that provides a highly engaged work environment where value is placed on simply being nice to our clients and one another
To start a professional career with Monday through Friday work hours and weekends off
A career that provides opportunity for growth; promoting from within is our top priority
A comprehensive benefits package including Health, Dental, and life insurance; Vacation and
Sick Leave; generous retirement contributions; and opportunity to earn a bonus




What you will need to succeed




A smile and great attitude
Highly developed sense of integrity and strong work ethic
Personable and outgoing; able to talk with clients and build rapport and relationships
Great attention to detail and providing accurate service
Technically savvy; able to use multiple computer systems and ability to adapt to change
High school diploma or approved equivalent
Previous experience in customer service, handling cash and/or general clerical duties
Excellent communication skills and personable attitude
Ability to use various technical programs and devices; keyboarding, 10-key, Microsoft Office Suite, Smart phone and digital channels




EEO is The Law - click here for more information




Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled




We are committed to Equal Employment Opportunity and Affirmative Action. We recruit, hire, train and promote persons in all job titles and ensure that all other personnel actions are administered without regard to race, religion, color, national origin, citizenship, sex, sexual orientation, gender identity, age, veteran status, disability, genetic information, or any other protected characteristic. WaFd Bank is committed to providing reasonable accommodations to employees and applicants with disabilities to the full extent required by the Americans with Disabilities Act (ADA). If you feel you need a reasonable accommodation pursuant to the ADA, you are encouraged to contact us at 800.324.9375.




Know Your Rights Workplace Discrimination is Illegal - click here for more information




Pay Transparency Nondiscrimination Provision - click here for more information




WaFd Bank Benefits Summary - click here for more information




USD $32,739.20/Yr.




USD $40,000.00/Yr.
Show less "
33,Other,Banking,"IRA / HSA Account Administrator




231 Hill Rd.




Rome, NY 13441




Position will require in office time but will also allow for remote work as well following a hybrid work model.




Starting Salary - $46,103 to $57,629, actual starting salary will depend on experience.




Who Are We?




AmeriCU is a not-for-profit credit union based in Rome, NY with assets in excess of $2.6 Billion and serving a membership base of over 155,000 members across Central New York, the United States, and beyond. For 70+ years we have been committed to our members, our employees, and our communities. In 2022 we were once again recognized as one of the Best Companies to Work for in New York State, and most recently AmeriCU has once again been recognized as one of the Best Credit Union’s in America by Forbes. This year, only 3.4% of all credit unions earned the recognition of being a best-in-state credit union. In New York, 4 credit unions qualified for the honor - AmeriCU #2 in NYS.




The Position




AmeriCU Credit Union is in search of a IRA/HSA Account Administrator who aligns directly with our mission to provide our members with the right financial services to live life, dream big, and achieve financial success, and our vision to be the most admired organization in every community we serve. As an IRA/HSA Account Administrator you will be responsible for administering all aspects of IRA and HSA accounts. Serve as a focal point in the research, development, implementation and communication of IRA and HSA accounts and support of policies, procedures, solutions, and daily operations as they pertain to IRA and HSA accounts.




What You Will Do




Act as a ""hands on"" point of contact in all aspects for the IRA/HSA program. Responds to issues and questions that are escalated for resolution. Responsibilities will include existing and new product knowledge, keeping abreast of changes and developments in the IRA/HSA product arena. Attends IRA conferences and other training forums and works with the Learning & Organizational Development department to translate regulatory changes to produce front-line training updates.
Perform IRA/HSA tax form research and corrections. Work in collaboration with Member Technology Services regarding the organization's responsibility for IRS reporting and makes adjustments in applicable area/process, such as 1099 and 5498 forms.
Oversee IRA distribution program for individuals requiring age related distributions (RMD) and the yearly calculation, notification, and monitoring of that program. This includes generation of notification letters, responses and follow-up to member questions, and system setup of distributions. Serves as a resource to the staff.
Handle any IRA mail correspondence related to internal and member service requests.
Acquire and maintains necessary working knowledge of Federal and State laws and regulations as well as credit union bylaws and policies, in order to ensure compliance. Serves as primary resource to staff and management in all aspects of IRA/HSA account products.
Work in collaboration with Manager of Product and Process Support to promote and coordinate credit union IRA & HSA deposit products; analyzes and creates reports and metrics to monitor and enhance AmeriCU’s IRA/HSA program.




Come grow with us!




In Addition, We Offer The Following Benefits




Whether you are just starting out or have been working in your field already, we offer opportunities for growth and advancement. It is our goal to hire employees who will provide exceptional service to our members and who value giving back and supporting the communities we serve.




Competitive rates on our Medical, Dental and Vision plans




Generous contribution to your Health Savings Account, if you choose to enroll in one of AmeriCU’s High Deductible Health plans




Paid Holidays




Paid Time off – Vacation, Personal or Sick and Birthday




Employee Appreciation Events




401(k) Matching after 1 year of employment




Employee Assistance Program




Tuition Reimbursement for Full-time employees after 1 year of employment




Life Insurance & Accidental Death & Dismemberment Insurance, free to all Full-time employees




Enhanced Short Term Disability – at no cost to you!




Get to know us more by clicking on the links below. See why YOU should choose AmeriCU!




https://www.americu.org/in-our-community/




https://www.americu.org/why-americu/
Show less "
34,Finance and Sales,Banking,"Compensation




Our lending team is experiencing tremendous growth and we are looking for a results-oriented junior loan officer who can generate new business and referrals and assist our senior loan officers in creating and closing loan packages. Lending or mortgage industry experience is not required but is a tremendous asset. If you are tenacious, driven, and love a fast-paced career that allows your communication and interpersonal skills to truly shine, please start your application today.




55,000 - 65,000




Responsibilities




Assemble financial information to assist with loan applications, prepare loan files, and assess applicants’ financial situation and eligibility
Liaise between realtors, senior MLO / mortgage loan originator, underwriter, mortgage lenders or mortgage bankers, and loan processors on behalf of the applicant as needed to assure the loan transaction is successful
Consult with potential loan applicants - answer questions and provide additional information about home loan products to create personal relationships
Communicate with the senior mortgage loan officer/ MLO to make a recommendation of which mortgage loan products are best suited depending on applicant’s financial status
Meet sales expectations, generate new business, get referrals, and monitor sales pipeline
Qualifications




High school diploma or equivalent required; Bachelor’s degree is desired
Willing to complete training program to obtain NMLS/ MLO/ state license
Experience in real estate, lending institutions, credit unions, financial services, or related fields is desired, but not required
Exceptional communications, sales, relationship, and MS Office skills are necessary
Familiarity with home mortgage program guidelines and various types of loans such as FHA, commercial loans, VA, etc is beneficial, but not require
About Company




Integrity Mortgage Group (IMG) is a growing mortgage banker with a focus on providing creative products to its customers. We put an emphasis on the concept of having a “customer for life”. IMG helps customers find the right solution for their mortgage lending needs. The borrower is our focus, first and foremost, as we provide a means for them to grow and prosper.




Customer for Life




A strong and genuine belief in the “customer for life” principle of doing business is what fuels this company. Referrals from previous customers and local real estate professionals have always delivered the majority of the Company’s production.




More than anything, we deliver an undeniably rich experience for our customers. We believe if our customers leave the process happy, it will return dividends to each and every person involved.
Show less "
35,Education and Training,Financial Services,"Enfusion is a pioneer in developing innovative, native cloud investment management software, analytics, and managed services for asset managers and hedge funds around the globe. We underpin the investment operations of fund managers from our global offices spanning four continents. Our unique, seamless, SaaS-based platform is reshaping the global investment operations landscape by removing traditional information boundaries and uniting the front-, middle- and back-office into one system, with one unified data set.

Passionate about client service, we complement our software solutions with expert middle- and back-office managed services. In fact, we've been recognized as Best Managed Services Provider at the HFM EU Services Awards. We help fund managers around the world streamline their operations, mitigate risk, and improve transparency and reporting so they can confidently focus on what they do best – invest.

As a company, we’re absolutely committed to the growth, development, and well-being of our people. Enfusion is where you can pursue your passion, showcase and further develop your skills, and launch a meaningful and rewarding career. If you're looking for a culture that is inclusive, collaborative, entrepreneurial, values diversity, fosters and rewards creative exploration, and strives to continually exceed client expectations then we're looking forward to hearing from you.

Learn more about Enfusion by visiting www.enfusion.com and apply today!

Reporting to the Global Head of Talent Development in the People (Human Resources) organization, you will analyze, design, develop, implement, and evaluate an enterprise-wide onboarding training program that is repeatable, scalable, and measurable. You’ll work on presentations and prepare subject matter experts (SMEs), who will conduct live training sessions; you’ll act as a coach to our presenters. You will also supplement live training with asynchronous training modules (bespoke to Enfusion as well as third party content) as needed. You are an experienced instructional designer, are familiar with the fintech and capital markets space, love to learn, and work well collaboratively. You know how to work with SMEs to develop engaging and impactful content. You understand how to identify and compel your audience, and you know which solutions work best based on use case.

We are seeking a learning and instructional design professional to collaborate with internal subject matter experts to design and develop a full curriculum of training required to onboard new employees. While a preliminary list of topics for this onboarding training could include company and industry background, capital markets ecosystem, clients, trading workflows, role-specific and function-specific knowledge, and how work gets done at Enfusion; a complete design of the program is the primary focus of this role. Ultimately, Onboarding will include both company-wide training that applies to all and other training specific to roles and the lines of business or functions. Your work will begin as you get to know Enfusion’s business and the people in it.

What You'll Do

Conduct a New Joiner Onboarding persona-based needs assessment by connecting with leaders and employees around the firm, both experienced and new to Enfusion
Profile target learner personas from various backgrounds to understand the audience universe
Form a team of advisors and SMEs to provide insights, critiques, and guidance
Craft an overall design of onboarding content, timing, and delivery approaches based on your learner profiles, needs assessment, conversations with SMEs, and advisory team input
Create new joiner learning paths specific to different departments and roles
Review historical training material to determine if it can be reused or needs to be replaced
Work closely with key members of the TechProduct Content team to support each other’s efforts and align learning content
Build and implement training modules in a prioritized, phased approach
Establish a metrics-based scorecard to report on the progress and impact of our onboarding learning solutions. Based on your evaluation results, you will recommend revisions and work iteratively with your advisors and SMEs to ensure training materials, SME presenters, and business needs are fully aligned.
As a member of the Talent Development team, you will partner with your teammates to provide a holistic and aligned learner experience.

What We Need

7+ years in instructional design, ideally in financial services or fintech
Capital Markets/Hedge fund/Asset Management experience
Three Cs: Consistent, Concise, Clear
Amazing presentation and graphic skills
Strong written and verbal communication skills
Fast learner and collaborative team member
Able to prioritize while working on multiple projects
High energy with a drive to produce and deliver quality in a timely fashion
Platform delivery skills a plus

Tools/Skills

Expertise with presentation software (such as PowerPoint, Canva) and MS Office or Google Suite
Expertise with eLearning authoring tools and ability to evaluate/advise best solution (such as Articulate 360, Captivate)

The salary range for this position is between $100,000 - $150,000 + bonus + benefits.

Note: This good faith pay range is provided in compliance with NYC law and the laws of other jurisdictions that may require a salary range in job postings.

Enfusion offers a competitive compensation and benefits package, retirement and pension plans, and generous Paid Time Off policy; and paid parental leave. Other perks include commuter benefits, and an employee assistance program. All benefits and programs are subject to applicable eligibility requirements.

Enfusion is fully committed to providing equal employment opportunity to job applicants and employees in recruitment, hiring, employment, compensation, benefits, promotions, transfers, training, and all other terms and conditions of employment. Enfusion will not discriminate on the basis of age, race, color, gender, marital status, sexual orientation, gender identity, pregnancy, national origin, religion, veteran status, physical or mental disability, genetic information, creed, citizenship or any other status protected by laws or regulations in the locations where we do business. We endeavor to maintain a drug-free workplace.


Show less "
36,Administrative,Financial Services,"Are you an experienced Executive Assistant?

Do you thrive working in a fast-paced environment?

Would you describe yourself as someone that is detail oriented, extremely organized and has a strong ability to anticipate needs?

If so, this could a great opportunity for you!

LPL Financial (Nasdaq: LPLA) was founded on the principle that the firm should work for the advisor, and not the other way around. Today, LPL is a leader* in the markets we serve, supporting more than 18,000 financial advisors, 800 institution-based investment programs and 450 independent RIA firms nationwide. We are steadfast in our commitment to the advisor-centered model and the belief that Americans deserve access to personalized guidance from a financial advisor. At LPL, independence means that advisors have the freedom they deserve to choose the business model, services, and technology resources that allow them to run their perfect practice. And they have the freedom to manage their client relationships, because they know their clients best. Simply put, we take care of our advisors, so they can take care of their clients.

Job Overview:

In this role, you will provide executive administrative support to the EVP overseeing our Independent Advisor Relationship Management team, including managing meeting scheduling, coordination and preparation of meeting materials, supporting home office needs, managing travel, maintaining calendars and files, and other duties as assigned. A key member of our team, you’ll also be involved in coordinating logistics for virtual and in-person events and overseeing the onboarding of new hires.

Responsibilities:

Handle all day-to-day responsibilities to support the leadership. This includes and is not limited to answering multiple phone lines, scheduling and coordinating meetings, collecting meeting materials and other general administrative functions.
Calendar all meetings and keep executives current with any changes; provide materials, coordinate technology support and order food/beverages where applicable for onsite events.
Anticipate executive’s needs to organize and streamline daily deliverables.
Travel coordination: arranging all aspects of travel including air, lodging, and transportation in conjunction with the corporate travel department.
Management of expenses: organize receipts and input in Concur in a timely manner to ensure meeting billing schedule.
Prepare and review all documents for meetings as well as any department communications.
Project management and coordination of special projects for the key stakeholders.
Serve as a go-to resource for executive and other staff members.
Create solid working relationships with other administrative staff and others within the department.
Work professionally with senior executives and partners, think and work independently, be proactive, handle confidential information and work effectively and efficiently.
Other ad hoc projects as assigned.


What are we looking for?

We want strong collaborators who can deliver a world-class client experience. We are looking for people who thrive in a fast-paced environment, are client-focused, team oriented, and are able to execute in a way that encourages creativity and continuous improvement.

Requirements:

Minimum of 3 years of experience in an executive assistant role.
Extensive experience and comfort working with high level executives; this is a high visibility position.
Proven success working across multiple time zones.
Exceptional knowledge of all Microsoft applications - Excel, PowerPoint, Outlook, Word (MS Office Certification or equivalent operating knowledge preferred).
Ability to prioritize and work efficiently in a fast-paced environment.
Interact well with peers, senior managers, and other leaders in the company.
Excellent organizational and customer service skills.
Excellent oral and written communication skills.
Requires strong attention to detail and ability to prioritize tasks.
Ability to meet deadlines and multi-task in a fast paced environment.
Previous project management experience preferred, but not required.
Ability to go into home office for events or meetings to support leadership needs.


Preferences:

Associate's or Bachelor's degree preferred.


Pay Range:

$25.42-$38.13/hour

The salary range is dependent on a number of factors, including the applicant’s skill, experience, and work location.

Why LPL?

At LPL, we believe that objective financial guidance is a fundamental need for everyone. As the nation’s leading independent broker-dealer, we offer an integrated platform of proprietary technology, brokerage, and investment advisor services. We provide you with a work environment that encourages your creativity and growth, a leadership team that is supportive and responsive, and the opportunity to create a career that has no limits, only amazing potential.

We are one team on one mission. We take care of our advisors, so they can take care of their clients.

Because our company is not too big and not too small, you can seize the opportunity to make a real impact. We are committed to supporting workplace equality, and we embrace the different perspectives and backgrounds of our employees. We also care for our communities, and we encourage our employees to do the same. This creates an environment in which you can do your best work.

Want to hear from our employees on what it’s like to work at LPL? Watch this!

We take social responsibility seriously. Learn more here

Want to see info on our benefits? Learn more here

Join the LPL team and help us make a difference by turning life’s aspirations into financial realities. Please log in or create an account to apply to this position. Principals only. EOE.

Information on Interviews:

LPL will only communicate with a job applicant directly from an @lplfinancial.com email address and will never conduct an interview online or in a chatroom forum. During an interview, LPL will not request any form of payment from the applicant, or information regarding an applicant’s bank or credit card. Should you have any questions regarding the application process, please contact LPL’s Human Resources Solutions Center at (800) 877-7210.
Show less "
