,Job Function,Industry,Seniority,Job Description
26,Information Technology,Telecommunications,Entry level,"Overview and Essential Functions Kanaan Communications is currently seeking to fill Fiber Splicer Technician positions. Summary of Position: A successful Fiber Splicer shall be responsible for proper preparation and splicing of fiber optic cable within a telecommunications system. At a minimum, the position requires a good working knowledge of telecommunications network structure; familiarity with fiber optic cable, splice enclosures and the functionality of each; ability to use OTDR and fusion splicing equipment; ability to read fiber matrices; ability to interpret and analyze data; and, ability to identify and troubleshoot problems. Responsibilities: Completion of low level and high level labor intensive tasks as well as operation of assigned construction equipment. Completion of daily production reports to document work performed. Use of hand tools, ladders, and equipment to assist in the completion of an assigned project. Clean and maintain supplies, tools, equipment, and work areas in order to ensure compliance with safety regulations. Qualifications 1+ years of related work experience. Proficient in the use of hand tools and equipment. (Wrenches, Drills, Ladders, Lanyards, Fork Lifts, Saws, etc.) Proficient in the use of telecom construction equipment. (Aerial Lifts, Dozers, Lashers, Meters, Plows, etc. Successful completion of pre-employment background check, motor vehicle check, drug test, and DOT physical exam, resulting in a valid medical car High School Diploma or GED Must possess a valid driver’s license for at least 2 years Physical Requirements & Working Conditions: Climb into and out of equipment (trucks, cars, backhoes, trenchers, etc.) Must be able to lift/carry 80 lbs. regularly as needed with or without assistance The employee will be sitting, bending, using hands and fingers to handle or feel as well as reaching with hands and arms to spaces both high and low, standing, walking, climbing, balancing, crawling, crouching, lifting, holding, or stooping while on shift Ability to work while wearing safety boots, safety glasses and hardhat Remote work may be required - long driving and sitting will be required in these instances Specific vision abilities required to perform this job include but are not limited to close vision, distance vision, color vision, peripheral vision, depth perception and the ability to adjust focus potentially near and/or far as needed The noise level in the work environment for this position maybe moderate to loud All work is outdoors so employees in this position are regularly exposed to outside weather conditions which can include but is not limited to extreme heat and cold temperatures; inclement weather such as rain, snow, sleet, and dust as well as adverse driving conditions including wet roads, icy roads, and fog Benefits and Company Summary What Kanaan offers: Opportunity to work in a growing company Competitive Pay and weekly paychecks Paid Time Off Paid Holidays Comprehensive Benefits Package: Health Insurance: Medical, Dental, Vision and Prescription Plans Life Insurance Long & Short-Term Disability 401(k) with Company Match Employee Monthly Stock Investment Plan Educational Reimbursement Flexible Spending Accounts Health Savings Account Cigna Critical Illness & Accident Insurance Employee Assistance Program Legal Insurance Plan SurgeryPlus service Teladoc System Who we are: Kanaan Communications, LLC provides a wide range of services to telecommunications providers including engineering services; outside plant construction (Aerial/Underground); plant maintenance; network upgrades including node splits, fiber & coax splicing, and activation/certification work. Kanaan has a specialized power supply team providing maintenance, capital improvements, and on-demand services. Join the Kanaan Communications Team! EEO Our Company is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind including, based on disability and protected veteran status. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, sexual orientation, gender identity, genetic information, religion, national origin, age, disability, veteran status, or any other basis protected by applicable federal, state, or local laws. The Company also prohibits harassment of applicants or employees based on any of these protected categories. It is also the Company's policy to comply with all applicable state and federal laws respecting consideration of unemployment status in making hiring decisions. Please visit the following URL to view the EEO is the Law poster and the Supplement. (https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm) The Company also does not consider criminal convictions to be an absolute bar to employment and will consider qualified applicants with criminal histories. Applicants applying for positions in Illinois are not required to disclose arrests or sealed or expunged records of convictions.
Show less "
27,"Research, Analyst, and Information Technology",Telecommunications,Mid-Senior level,"POSITION SUMMARY In this position, you will work in collaboration with Product Owners to write user stories which accurately relate product functionality from an end-user perspective. You will capture the ""who,"" ""what,"" and ""why"" behind product requirements, and write concise and actionable statements which convey these main points. In this role, you will adhere to Agile methodologies to maintain project schedules and deliver work within strict deadlines. ABOUT US For over 25 years, Rainbow Design Services has grown to be a leading provider of network engineering, data construction services, and software development in the telecommunications industry. Our software development team is currently developing a drafting platform which will allow our client's network assets to be viewed in a real-time, 3D environment. We are seeking a qualified Business Analyst with experience in technical writing (e.g., user stories) and Agile methodologies to help create the best possible end-user experience. RESPONSIBILITIES




Collaborate with product owner(s) to write user stories which focus on the product's end-user experience
Translate technical information and product requirements into clear, simple, and actionable language
Prepare presentations to facilitate ideas, gain stakeholder approval, and report of project milestones
Learn coax and fiber network design theory and apply knowledge of telecommunications industry terminology, symbolism, and equipment functionality to user stories
Adhere to project deadlines and story sequences set forth by primary Product Owner
Other duties as assigned QUALIFICATIONS
Scrum Master Certification (CSM) is a plus
One year to three years' in a Business Analysts role or equivalent experience on a successful project in an Agile environment
Comprehensive understanding of Agile methodologies
Prior experience with technical writing, and a demonstrated ability to distill high-level conceptual information into concise user stories
Knowledge of CATV design theory (fiber and/or coaxial) is a plus
Knowledge of various drafting platforms (e.g., AutoCAD, Bentley MicroStation, SmallWorld, etc.) is a plus
Programming experience is a plus
Advanced written and verbal communication skills
Advanced listening skills BENEFITS & COMPANY CULTURE
Paid Vacation
Paid Personal Days
Paid Holidays
Paid Training
Group Health Insurance (3 plan choices)
Health Savings Account
401k Retirement Plan - Roth option available
Tuition Assistance / Discount
Dental / Vision Insurance
Company-Provided Life Insurance
Company-Provided Short Term Disability
Employee Assistance Program - 100% no cost
Gym Membership Discount OUR CORE VALUES
Sense of Urgency
Mastery of Our Craft
Accountability
Relationships
Teamwork If Rainbow sounds like a fit, visit our website below to download an application. Please send your completed application and a resume to the email address listed on our site. rainbowdesign.net Company Description Rainbow Design Services is a leading provider of network engineering, software development, project management, field services, and CAD/GIS mapping services in the telecommunications industry.




Rainbow Design Services is a leading provider of network engineering, software development, project management, field services, and CAD/GIS mapping services in the telecommunications industry.
Show less "
28,"Marketing, Customer Service, and Management","Advertising Services, Telecommunications, and Retail",Entry level,"The ideal candidate is a highly organized self-starter who is capable of working cross-functionally on the planning and the implementation of marketing projects. You will need to display versatility in order to handle ad-hoc projects as assigned. 

 

Responsibilities
Assist in implementing marketing campaigns
Undertake ad-hoc marketing projects
Manage administrative duties




Qualifications

Bachelor's degree in Business, Marketing or equivalent
Fluency in Microsoft Office suite (Outlook, Excel, Word, PowerPoint, etc.)

Show less "
29,"Project Management, Production, and Information Technology","Advertising Services, Musicians, and Telecommunications",Entry level,"Location: 401 N Michigan Ave, Chicago, IL




Hours: 8:30am - 5:30pm or 10am-7pm




Salary: $48,400 OTE




Working with 36,000 clients in 54 countries across the globe, PHMG is a world-leader in audio branding and cloud based telephony optimisation – trusted by leading brands and SMEs alike to enhance the caller experience at




every opportunity.




To maintain our position at the forefront of our industry – and sustain our continual growth – we’re expanding our




technology consulting team supporting our clients.




As a Project Coordinator you’ll provide technical support during the implementation of bespoke audio branding




services for our clients’ telephony systems. With support from our expert internal engineering team and 3rd party




providers you’ll be committed to delivering the best experience possible, ensuring clients experience the world-class service we’re known for.




Working hand-in-hand with our dedicated Account Managers you’ll gain a detailed understanding of their phone




system and determine the best strategy to upload our productions.




Your work will be directed through our CRM systems and project cases, so we’ll make the best use of your




organisation skills and ability to prioritise your own time. You’ll have a detailed training plan to develop your




technical skills. What we ask is that you bring the passion, hard work and drive to be successful.




What You’ll Be Doing




Organising and coordinating technical implementation work with external sub-contractors, in-house




engineers or other internal teams




Logging into client telephone systems remotely to implement changes to the call flow or to upload new




audio productions




Scheduling remote engineering works on customer sites for field engineers or 3rd party contractors
Managing and updating all project work into the CRM and related project cases




What You’ll Need




Strong communication skills
A highly organised approach to your work
Experience working in an IT/Tech environment performing problem solving tasks or trouble shooting IT




issues




Experience of working in a telecoms environment would be advantageous




Perks Of Working At PHMG




18 days PTO, 2 VTO days, plus 7 federal holidays, and half day following your birthday
Complete health benefits package including employer sponsored life insurance
401K with company matching
Ventra Transit Benefit program
Exciting social scene and lively atmosphere (intramurals, happy hours, etc.)
Dynamic offices with spectacular views of Lake Michigan
Monthly on-site barber and nail beautician
Summer hours
Free onsite gym membership after 3 months




About PHMG




Established in 1998, PHMG has grown from a renowned Manchester-based business to the world’s leading audio




branding agency – working with 36,000 clients in 54 countries across the globe. This expansive client list includes




household names of the calibre of Samsung, Audi and Adidas, as well as SMEs in every sector of the global market. We give each of them a stellar production that combines creative copy, world-class voice artistry and an exclusive Brand-Sound-Track™ – strengthening their business identity in the most memorable, emotive way.




PHMG is committed to employing a diverse workforce. Qualified applicants will receive consideration without regard to race, colour, religion, sex, national origin, age, sexual orientation, gender identity, gender expression, veteran status, or disability. All applicants must possess current US work authorization.




Show less "
30,Information Technology,Telecommunications,Entry level,"Overview and Essential Functions Join our team at Ervin Cable! Primary responsibilities include ability to splice/test/repair cables/wires in both indoor and outdoor settings, read, create and maintain splicing diagrams, maintain activities surrounding the assigned work site(s), and taking splicing field notes. Qualifications 50% travel- will be assigned work in both Purvis and Kiln, MS Previous experience needed Summary of Position: A successful Fiber Splicer shall be responsible for proper preparation and splicing of fiber optic cable within a telecommunications system. At a minimum, the position requires a good working knowledge of telecommunications network structure; familiarity with fiber optic cable, splice enclosures and the functionality of each; ability to use OTDR and fusion splicing equipment; ability to read fiber matrices; ability to interpret and analyze data; and, ability to identify and troubleshoot problems. Essential Functions: In order to perform this job, you must demonstrate, either by training or experience:

the ability to work safely, with or without supervision;
excellent manual dexterity;
the ability to read understand, interpret, input, and analyze data with a high degree of accuracy and completeness;
the ability to fully understand and operate technical equipment, including computers, OTDR and fusion splicing equipment;
the ability to work comfortably in cramped and/or enclosed spaces for extended periods;
the ability to lift and manipulate splice enclosures and other plant and equipment;
the ability to work aloft, either from a ladder, aerial lift device, or by gaffing;
the ability to work standing or seated at a work table, at shoulder height and overhead, for extended periods; Responsibilities:
Completion of low level and high level labor intensive tasks as well as operation of assigned construction equipment.
Completion of daily production reports to document work performed.
Use of hand tools, ladders, and equipment to assist in the completion of an assigned project.
Clean and maintain supplies, tools, equipment, and work areas in order to ensure compliance with safety regulations.
Additional Duties as assigned. Qualifications:
2 years of related work experience.
Proficient in the use of hand tools and equipment. (Wrenches, Drills, Ladders, Lanyards, Fork Lifts, Saws, etc.)
Proficient in the use of telecom construction equipment. (Aerial Lifts, Dozers, Lashers, Meters, Plows, etc.)
Authorized to work in the United States.
Successful completion of pre-employment drug screen, background, and motor vehicle record check. Workplace Environment and Physical Demands: To be considered for this position, a candidate must possess the ability to climb and work aloft either from a ladder or aerial lift device or by gaffing, sit or stand for long periods, work independently, work in cramped and/or enclosed spaces and work alone for extended periods, while using repetitive and/or fine hand movements. Work is performed inside a splicing trailer, outside in all weather conditions, including extreme heat, cold, and precipitation, and in rugged terrain such as back easements, rural locations and at active construction sites. Periodic lifting and manipulating plant and equipment up to 50 pounds is required. Noise level can range from moderate to loud and from intermediate to constant. There may also be extensive driving and/or long periods away from the home location. Applicants are required to pass all company drug testing, submit to a background check and adhere to all OSHA, state, city/municipality safety requirements and training provided by the company as required. _____________________________________________________________________________ Our Company is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind including, based on disability and protected veteran status. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, sexual orientation, gender identity, genetic information, religion, national origin, age, disability, veteran status, or any other basis protected by applicable federal, state, or local laws. The Company also prohibits harassment of applicants or employees based on any of these protected categories. It is also the Company's policy to comply with all applicable state and federal laws respecting consideration of unemployment status in making hiring decisions. Please visit the following URL to view the EEO is the Law poster and the Supplement. https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm The Company also does not consider criminal convictions to be an absolute bar to employment and will consider qualified applicants with criminal histories. Applicants applying for positions in Illinois are not required to disclose arrests or sealed or expunged records of convictions.


Show less "
31,Management and Manufacturing,Telecommunications,Mid-Senior level,"Company Information




Armstrong Utilities, Inc. connected our first cable television customers in 1963, in Butler, Pennsylvania. Since that time, we have continued to keep pace with the technological advancements of this ever-changing industry.




Our first customers received nine channels. Today, Armstrong offers consumers hundreds of viewing options, High Speed Internet service, telephone service and a variety of business products, all over our state-of-the-art broadband network.




Throughout our more than 50 years in cable television, Armstrong has been a leader in innovation. Using fiber optics and advanced technology, our networks are designed to provide leading-edge services and high reliability.




Armstrong has always relied on the great people who work for us. Nationally recognized for customer service excellence, their dedication to the customer has kept us a leader in the industry.




Responsibilities




The Construction Foreman provides the frontline supervision and leadership for the construction crew. Knowledge is required in both aerial and underground construction.
Directs and performs underground construction and maintenance duties involved with HFC, FTTx, and telephone facilities
Operates company vehicles and equipment including, fork lifts, backhoes/trenchers, horizontal direction drill, locators, and other machines
Professional level knowledge of and ability to execute NESC construction guidelines, Armstrong construction practices, and Dig-Safe practices
Set up safe work zone according to federal and state standards
Ensures that vehicles and equipment are properly maintained, licensed, and comply with all DOT standards/laws
Works outdoors in the elements
Thorough understanding of network design prints
Accurately maintains daily work log and inventory
Follows all Armstrong safety policies
Other assigned tasks




Qualifications




High school diploma or equivalent (GED)
Strong leadership skills
Minimum 5 yrs. of CATV/Tele construction experience
Must possess a positive attitude, a strong work-ethic, and a desire to learn
Must be able to travel
Physical capabilities including climbing, lifting, and carrying a minimum of 75 lbs.
Must maintain physical fitness to meet weight limit requirements for ladders and lifts and be able to meet the demands of a labor-intensive job
Must be able to take direction verbally and written and be able to work rapidly under time pressure
Demonstrated ability to make sound judgments and ethical decisions
Available to work after business hours as required, i.e. storm damage
Regular, punctual, and consistent attendance
Class A Commercial License with airbrake and tanker endorsement, DOT medical card, fork lift certification




Armstrong is an Equal Opportunity Employer.




#INDA
Show less "
32,Finance and Sales,Telecommunications,Entry level,"The Financial/Contracts Analyst is a vital part of the Wyyerd team. Wyyerd has near-term plans to dramatically accelerate expansion of our fiber network and, in doing so, construction of new fiber plant will be accelerated. This individual is responsible for working with internal accountants, legal team, design engineers, OSP Project Managers and outside plant contractors to enable rapid deployment of telecom equipment/materials to enable this expansion. Job Description: The Financial Analyst position, will be located at the Pacific Wyyerd National City, CA facility, is responsible for overseeing all the purchasing, contracts, invoicing, cost control, and reporting to continue improving efficiencies and processes. Responsibilities include the following: * Develop and implement reports and metrics to support operational goals, initiatives and objectives. * Work with all groups on Master Contract implementation * Work with teams to develop Purchase Orders/Project Service Agreements * Track, Manage, facilitate review and approval of invoicing between technical team and accounting team * Manage process to administer all invoices for engineering, labor, and material Purchases, working with both technical functions and Accounting teams. * Communicate and drive weekly, bi-weekly, monthly operational report/metrics reviews with a focus on improving and promoting quality as demonstrated by accuracy and thoroughness of analysis/reports. * Create Process and Training documentation as it relates to Wyyerd's needs with the ability to train large audiences on new processes * Project Manage multiple projects and deliverables at once * Analyze financial data and provide forecasting support * Work with IT and Accounting to develop and advance internal systems for required reporting requirements * Prepare reports and projections based on financial data, metrics data, and operations data * Collaborating with team members for the purpose of collecting data and executing the company's mission * Manage multiple material and labor vendors from a Business requirements perspective * Work with teams for all Request for Proposal requirements * Create standard work procedures for internal teams * Collaborate with department managers in knowledge sharing, problem solving, and providing positive leadership within assigned functional areas * Develop and manage quality assurance and cycle count program designed to ensure continuous process improvement * Work with Business Operations to establish and oversee projects dedicated to auditing and assess processes and procedures to ensure effectiveness * Assist with Determine performance metrics to gain visibly to any shortfalls in the processes developed * Assist with Develop and implement a training program for construction contractors to adhere to when within Pacific Wyyerd material storage space. SKILLS, EDUCATION and/or EXPERIENCE: Bachelors degree preferred, or equivalent combination of education and experience A minimum of 5 years of leadership experience in Financial Controls, Invoicing, Accounts Payable, Cost Controls and Purchasing environments, working with Engineering/Construction Functions. Google Docs/Sheets/Slides and MS Excel Presentations including Graphs, Variance Analysis, and top level root cause data Telecom experience highly desired Company Description Wyyerd Fiber, a subsidiary of Wyyerd Group, is a fiber-to-the-premise internet and related services provider. Put simply, Wyyerd Fiber offers faster, more reliable and higher value internet with symmetrical speeds, no data caps, no contracts and no invoice surprises, and Wyyerd Fiber backs it up with superior, local customer service. Wyyerd Fiber offers a full suite of services for residences, businesses, enterprises, carriers and non-profit partners including government and education entities.




Wyyerd Fiber, a subsidiary of Wyyerd Group, is a fiber-to-the-premise internet and related services provider. Put simply, Wyyerd Fiber offers faster, more reliable and higher value internet with symmetrical speeds, no data caps, no contracts and no invoice surprises, and Wyyerd Fiber backs it up with superior, local customer service. Wyyerd Fiber offers a full suite of services for residences, businesses, enterprises, carriers and non-profit partners including government and education entities.
Show less "
33,"Marketing, Public Relations, and Business Development","Advertising Services, Telecommunications, and Manufacturing",Entry level,"Marketing Assistant




**Calling all candidates with a background in or a passion for Marketing. Are you great when working with people? Do you have an attractive personality? Have you studied marketing or worked as a marketing assistant, marketing intern or marketing associate? **




We Create is looking for individuals that believe they are extraordinary at ordinary things to join our Marketing Team in the coming weeks.




**Full Time * Immediate Start * Paid Training * Great Working Environment * + Great Pay**




Marketing Assistant Job Summary:




As an executive marketing assistant, your main duties will include:




Marketing promotional events within retail locations across the New York region
Completing market analysis on behalf of the clients
Whilst at the event you will deliver great customer service to both new and existing clients whilst marketing our clients’ services and products
Ensuring all customers have a great experience and walk away with the best deal possible
Help with the overall design our client's campaigns
Completing a handful of sales transactions daily
Provide experiential services. i.e., pop-ups, live activations, and events
Raise awareness, create user friendly-basis, and doing live activations for our clients




With training you will confidently be able to:

Provide a great and memorable customer experience
Increase customer flow and attract new customers to our event
Offer our clients’ products and services to our customers
Answer specific questions and relate to common concerns
Record sales transactions and customer information as needed




Required Skills and Qualifications:

Excellent communication skills and the ability to interact with a wide range of people (i.e.: the general public) Multi-lingual applicants are always encouraged!
Customer service skills are essential though they don’t have to be linked to any specific customer-oriented work experience
Sales skills are also important, but the sales we generate are “soft” sales based on conversations not strong-arming people into buying
The ability to work independently and manage personal targets with little or no supervision
Driven to achieve personal and professional goals with the work ethic to match
The ability to think on your feet, solve problems and overcome challenges




It’s also important that you:

Are 18+ years of age and have the right to work in the USA
Can stand for long periods of time and work with customers face-to-face
Can work flexible hours and days, including some weekends
Can commute to/from our office in New York (10036)




NEXT STEP

For Consideration: CLICK APPLY and send your resume through to us.




What you need to do: Send us your current contact information. Both cell phone number and email address would be great.




How long will it take? We will be looking to decide on your application within 1 week of submission. Due to the current situation please allow 2 weeks for a final decision to be made.




What we will do: Successful candidates will receive an email from us, which will include an interview invite. Please keep an eye on your email account and your spam/junk folder to ensure you don’t miss your offer.

Show less "
34,Management and Manufacturing,Telecommunications,Entry level,"Reveal your talents as an HTC Construction Worker. As a full-time Construction worker, you will have the opportunity to grow and develop your related skill-sets and uncover your desired career path.




Discover the very best of what the telecommunications world has to offer at HTC. Our Construction Department directly serves our local community by spreading and extending HTC services. Your impact on your community will be meaningful and undeniable. In turn, you will gain cutting-edge training and the opportunity to secure your future.




What’s waiting for you as a Construction Worker? Our Construction workers interpret routine service orders and engineering work orders which diagram how cable is to be laid in trenches, plowed, or erected on pole lines. They assist in the placing of cable within the underground conduit system, placement of direct buried cable using plow, digging, trenching and boring equipment, restoring all disturbed surfaces, such as concrete and bituminous pavement, trims trees and perform other landscaping duties as necessary.




This position may have varied levels of responsibilities and pay opportunities. Consideration of relevant skills, knowledge, and prior experience are factors used to determine selection and placement of applicant.




Based on applicant’s qualifications and departmental needs, the position may be filled in either a part-time or full-time status.
Show less "
35,Manufacturing,Telecommunications,Entry level,"Somos una compañía de tecnología amigable con el ambiente. Nuestra misión es reducir el desperdicio causado por el hiperconsumo.




Requerimientos




Esta posición está considerada como Trabajo Pesado ya que incluye el estar dispuesto y ser capaz de mover pallets y cajas que pesan de 25 a 50 libras la mayor parte del tiempo.
Estar dispuesto a trabajar en una bodega que esta ventilada por ventiladores y no tiene Aire Acondicionado.
Estamos buscando individuos atentos al detalle que se sientan cómodos en el uso de computadores y hojas de cálculo, en un ambiente de bodega/almacén.
Entre las responsabilidades principales deberá cargar y descargar cajas, clasificar aparatos electrónicos de acuerdo con su marca, tamaño, etc. Esto incluye ademas, limpiar, empacar, entre otras actividades relacionadas con bodegas y almacenes.
Imprescindible tener buena vista y coordinación mano-ojo,
Tiene que ser capaz de mantenerse en pie por las 8 horas de la jornada laboral.




Horario de Trabajo: 8:00 am a 5:00 pm.




Dias: Lunes a Viernes.




Paga: $13 por hora




Acerca de Early Upgrade




Early Upgrade fue fundada en el 2009 y se ha desenvuelto desde entonces como un líder del segundo ciclo de vida de los celulares, componentes y electrónicos para el consumidor; siendo expertos en el valor añadido en distribución, reclamación de partes, renovación de equipos, y los programas ITAD de eliminación de datos. Atendemos las necesidades de escuelas, corporaciones, programas de permutas, y venta al por mayor y menor de clientes online al rededor del mundo, desde nuestra sede principal certificada R2, de 120,000 pies cuadrados, en Jacksonville, FL.




About Early Upgrade




Early Upgrade was founded in 2009 and has developed as a leading player across the secondary lifecycle of mobile devices, components, and consumer electronics, with a core expertise in value-add forward distribution, parts reclamation, refurbishment, and IT Asset Disposition programs. We service schools, corporations, trade-in programs, other ITAD organizations, and wholesale and e-tail customers globally, out of our 120,000 square-foot R2 certified headquarters in Jacksonville, FL.
Show less "
36,Management and Manufacturing,"IT Services and IT Consulting, Telecommunications, and Computers and Electronics Manufacturing",Not Applicable,"Job Summary

The Maintenance Technician is responsible for providing safe, efficient and reliable product and service delivery to customers, and identify opportunities for improvement. The Maintenance Technician plans and executes non-Technology Lifecycle Management maintenance activities for a designated location. This person ensures equipment is delivered on time and according to operational demands, and maintains shop and field equipment.

Responsibilities

Participate in pre-job and toolbox meetings with crew members.
Maintain equipment according to procedures, reporting problems or deviations.
Operate equipment according to procedures, competency levels and job requirement.
Identify opportunities to improve the service delivery process.
Participate in failure investigations when relevant.

Minimum Job Qualifications

Associates Degree or Diploma in Technical Subject.
3+ years’ experience as a Maintenance Technician or equivalent.
Strong electrical background.
Good knowledge of Oil and Gas Industry preferred.
Candidates must be able to legally work and reside in the US, without sponsorship.

AutoReqId

68902BR

Title for Posting

Maintenance Technician

PSA/Division

MPS (VALVES)

Division

PRS - MPS (Midstream Production Systems)

Job Discipline

Technology

Employment Status

REGULAR

Basin

AMERICAS LAND

Country

United States

State/Region/Province

Louisiana

City

Ville Platte

Disclaimer

SLB is an equal employment opportunity employer. Qualified applicants are considered without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, veteran or military status, pregnancy (including pregnancy, childbirth and related medical conditions), marital status, or other characteristics protected by law. We are an “Equal Opportunity Employer"". For more information regarding your rights, refer to the latest version of the ""EEO is the Law"" poster, the ""EEO is the Law-Supplement"" poster, and the ""Pay Transparency Nondiscrimination Provision"" located here: https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm

We will endeavor to make a reasonable accommodation / modification to the known physical or mental limitations of a qualified applicant with a disability to assist in the hiring process, unless the accommodation would impose an undue hardship on the operation of our business, in accordance with applicable federal, state, and local law. If you believe you require such assistance to complete this form or to participate in the interview process, please contact accommodationhotline@slb.com to request assistance. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to.

We are committed to a culture where everyone feels like they belong. To learn more about our diversity, equity, inclusion commitments, please visit our Diversity & Inclusion section of our website for more information https://www.slb.com/who-we-are/guiding-principles/diversity-and-inclusion

SLB is a VEVRAA Federal Contractor- priority referral Protected Veterans requested.

#Cameron
Show less "
37,Information Technology,Telecommunications,Entry level,"Overview and Essential Functions This role supports the company’s internal and external clients on a vast array of technical products and/or services. The IT Support Lead will be responsible for troubleshooting and repairing technical products in an effort to resolve problems while supporting all administrative and reporting functions of the group. The Support Lead will monitor all company IT process efficiencies and handle all Support escalations. Qualifications KNOWLEDGE, SKILLS, and & ABILITIES
Knowledge and experience of customer service practices
Technical aptitude with strong PC literacy skills
Ability to learn and apply technical information in a fast-paced, demanding work environment
Able to read, understand, and create technical manuals and procedural documentation
Able to efficiently create and analyze standard and ad-hoc reports
Working knowledge of relevant software, hardware, and other equipment; including but not limited to: ○ Desktop OS (e.g. Microsoft Windows) ○ Productivity software (e.g. Microsoft Office) ○ Printer support (TCP/IP settings, etc) ○ Installing network printers and troubleshooting printer connectivity problems. ○ Password resets, account activation/deactivation ○ Understanding of SMTP, HTTP ○ Able to use Remote Sessions (e.g. LogMeIn Rescue, VNC, etc.) ○ Web-based productivity software (e.g. Google Apps for business) ○ Knowledge of relevant call tracking applications ○ Knowledge of ITSM tools, (e.g. ServiceNow, Remedy, etc.) ○ Knowledge of mobile device support REQUIREMENTS
Troubleshoot, analyze, resolve, track, escalate and accurately document various technical problems
Ensure routine tasks are clearly documented and published in the self help tool
Provides training to users in the use of all hardware and software we support
Provides friendly, courteous, and quality systems support to all users
Motivated to meet or exceed all SLA goals
Respond to incoming telephone calls, voicemail, web-submissions, emails and/or chat for assistance from users experiencing problems
Track and support all IT equipment needs and reporting
Provide Level I/II/III technical support (when applicable)
Monitors open case tickets and works to ensure that set service level agreements are met
Assist with advanced troubleshooting for special projects as directed by the Manager
Analyze and document customer requests in support tracking system
Stay current on and adhere to established policies, procedures and documentation
Run and review custom reports from the asset and ticket management systems
Coordinate phone & ticket queue activities, including resource assignments
Design optimization and/or workflow optimization for various tools used within the Support organization.
Recommends changes in policies/procedures to the Manager
Flexibility to directly assist with any other tasks at the discretion or request from manager WORK CONDITIONS
Reporting to office location Monday-Friday (Selma, TX)
Ability to successfully lift 50lbs
Sitting/Standing/Moving for extended periods of time
Dexterity of hands and fingers to operate a computer keyboard, mouse, and other devices and objects
Participate in and facilitate training sessions, presentations, and meetings. This is an Exempt position, 40 hour per week with occasional overtime required. Benefits and Company Summary Benefits Health Insurance: Medical, Dental, Vision, and Prescription Plans Flexible Spending Accounts Retirement Savings Plan (401K) with company matching. Stock purchase plan Short- & Long-Term Disability Supplemental Life and ADD&D Insurance Paid Holidays & Vacation (PTO) This is an Exempt position, 40 hour per week with occasional overtime required. Company: Texstar Enterprises, LLC (""Texstar"") provides project management, construction, and maintenance services for telecommunications providers in the Southwest and Pacific Northwest regions of the United States. We offer a turnkey solution for network deployment that encompasses every aspect of aerial and underground line construction and all associated maintenance. Headquartered in Selma, Texas. Texstar has been delivering reliable, cost-effective solutions to leading telecommunications providers across the country since 1989. We are fully committed to providing a safe work environment for our employees and continuously strive to exceed the expectations of our customers. Our Company is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind including, based on disability, and protected veteran status. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, sexual orientation, gender identity, genetic information, religion, national origin, age, disability, veteran status, or any other basis protected by applicable federal, state, or local laws. EEO Our Company is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind including, based on disability, and protected veteran status. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, sexual orientation, gender identity, genetic information, religion, national origin, age, disability, veteran status, or any other basis protected by applicable federal, state, or local laws. The Company also prohibits harassment of applicants or employees based on any of these protected categories. It is also the Company's policy to comply with all applicable state and federal laws respecting consideration of unemployment status in making hiring decisions. Please visit the following URL to view the EEO is the Law poster and the Supplement. (https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm)
Show less "
38,Engineering and Information Technology,Telecommunications,Internship,"CellAntenna International , located in Coral Springs, Florida is a well established 20 yr old family owned business. We are looking for Electrical Engineering Student currently enrolled at Florida Atlantic University ( Electric Engineering).




Our company engineers and manufactures special RF and Power related equipment used by customers located worldwide. Our facility is located in Coral Springs Florida. The website for these products can be found at https://cellantennainternational.com .




We are looking for engineering students that have either as a job or hobbyist designed their own PC board. You should have a passion for electronics and are looking for the opportunity to further enhance your abilities. Understanding of components , soldering skills and reading schematics is essential.




As a family owned business, we offer a friendly safe atmosphere , diverse and professional. You will make a difference helping us continue to grow as part of our established technical and engineering team.




What We Offer




You will be part of our R&D engineering teams supervision giving you support.
You will able to explore your programming experience in C# or C++ , or have used MATLAB or OCTAVE
This Internship can lead to full-time employment with our company.
Flexible time schedule to wrap around current course studies.




This position is offered to people located within driving distance of our offices in Coral Springs, Florida. You must be living in this area.




Must be a student in an Electrical Engineering program and is scheduled to graduate 2022 December or later.




located within driving distance of our offices in Coral Springs, Florida.




Knowledge of Circuit board design, soldering and components.




US Citizen
Show less "
