,Job Function,Industry,Seniority,Job Description
18,Project Management and Information Technology,Wholesale Building Materials,Entry level,"Job Summary The Junior Project Manager assists both the Senior Project Manager and Project Manager with administrative duties relative to the successful execution, production, and completion of high quality cabinets and store fixtures for assigned customers. Key Areas of Responsibility * Review plans and drawings to determine the scope of work. * Execute take-offs and write sales orders. * Process stock work orders through the ERP/MRP system. * Prepare material purchase requisitions. * Print pick lists, download, and print drawings from various customer sites, as required. * Complete other assignments, as requested by management. Education, Qualifications & Experience * High school diploma/Associate Degree and/ or one to three years of related experience and training or equivalent combination of education and experience. No certifications required but preferred. * Must be able to read and interpret blueprints - math skills and AutoCAD knowledge a plus. * Must be accurate and detail oriented. * Teamwork, collaboration, planning, and organizing skills are essential. * Effective written and oral communication skills are required. * Experience in a manufacturing environment a plus, preferably in wood cabinets and store fixtures. * Microsoft Office skills and ERP/MRP system knowledge is a plus. Why Work at Leiden Company Leiden Company offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees, creates an environment for continuous learning, and embraces the ideas and diversity of others. All qualified applicants will receive consideration for employment without regard to sex, pregnancy, race, color, creed, religion, national origin, age, disability status, protected veteran status, marital status, sexual orientation, gender identity or expression, or any other legally protected status. Leiden Cabinet is an Equal Opportunity Employer Company Description Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the ""Leiden Company"") has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.




Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the “Leiden Company”) has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.
Show less "
19,Administrative,Construction,Entry level,"North Shore Brickwork is seeking an Administrative Assistant to provide support in our office. This support includes receptionist, office administrative duties, as well as administratively supporting the Operations and Sales teams. This position requires excellent clerical, communication, and writing skills. Knowledge of the Construction/ Masonry Industry is a plus, but not mandatory.




Learn more at: https://northshorebrickwork.com/




Job Responsibilities




Coordinating all office and administrative support duties including answering and directing calls to others as appropriate, making arrangements for meetings and pre-qualification of customers, timekeeping, record management, and other administrative needs.
Create and maintain filing systems, both electronic and physical
Create and bind reports as needed for all departments in the office.




Required Qualifications




High school diploma or equivalency.
Efficient in the use of Microsoft Office/ Google Suite, especially in building and manipulating spreadsheets and databases. Slack, HouseCall Pro experience is preferred but not required.
Excellent communication skills, especially in written correspondence and technical writing.
Must have strong time management and organizational skills in order to cope effectively with deadlines and multiple demands.
Must be detail-oriented, results-driven, and excellent at multi-tasking.
Proficiency in using standard office equipment such as computers, fax, photocopier, scanner, etc.




$20-25/ Hour
Show less "
20,Management and Manufacturing,Construction,Entry level,"Union Driver




This is a seasonal position that we are always accepting applications for.




With over 60 years in the construction industry, C. S. McCrossan is an award winning, family-owned diversified highway/heavy civil general contractor with an outstanding reputation. C. S. McCrossan provides construction infrastructure services to federal, state, county and municipal transportation departments. We are committed to managing our resources for the benefit of our clients and employees, and providing the highest standard of quality and safety in the completion of our projects. We value collaboration and cooperation and believe in extending respect and courtesy to everyone.




Drivers at C. S. McCrossan are responsible for driving a variety of trucks including concrete trucks, dump trucks, boom trucks, fuel trucks, flat beds, low boy trucks, etc.




Drivers may be responsible for transporting heavy equipment from location to location, pulling/extending hoses, cleaning the box of the truck, climbing up to boom seat to transfer materials, and additional tasks related to driving a particular truck as required.
All drivers must apply knowledge of commercial driving regulations and may operate the vehicles for long periods of time.
Drivers must be able to tolerate sitting for long periods during vehicle operation and may be driving over uneven terrain in construction areas.
Additionally, all drivers will complete a pre-trip inspection prior to operation to assure that the vehicle is functioning properly, and must be able to maneuver a truck into positions following signals from other employees.
Ability to lift up to 50 pounds




Qualifications




High school diploma or GED equivalent
Basic reading, writing and math skills.
Strong verbal communication skills, with hand signals.
General knowledge of the heavy highway construction industry
Reliable transportation
CDL license




Safety Responsibilities




Knowledge of and compliance with all Company safety requirements, policies and safety training.




Benefits are provided through the union




Thank you for your interest in this position with C. S. McCrossan. To begin the application process, click the apply button above.
Show less "
21,Management and Manufacturing,Construction,Entry level,"Interested in an outstanding opportunity to become part of a team with a stellar reputation as a community engaged Employer of Choice?

Established in 1905, Consigli has grown over the last 100 years from a local fourth generation family business into one of the largest construction managers and general contractors in the Northeast and Mid-Atlantic regions. In 2018, we transitioned to 100-percent employee-ownership.

Nationally ranked as one of Forbes Best Midsize Employers in 2021 and 2022 and as one of the Best Places to Work by the Boston Globe, the Washington Post, the Hartford Business Journal, and MaineBiz, our culture draws raw talent from college interns to seasoned veterans with substantial years of experience in their field. We credit empowerment, innovation and “thinking great” for our continual growth and success. Most important, we are thankful for our employees and are proud to have one of the most exciting project portfolios in the business.

Assistant Superintendent

Salary Range: $70,000-$77,000

The Assistant Superintendent will assist the Superintendent with managing all construction activities on the project site while ensuring compliance with contract documents including the internal policies and procedures related to the project. This role will help administer and monitor the project safety program; perform daily job site walks and manage select self-perform labor and subcontractor operations to ensure work is completed in accordance with quality standards.

Required Skills

Assistant Superintendents with daily on-site supervision of large commercial construction projects to assure projects are developing according to plans, budgets, and schedules.
Understands building plans and specifications.
Communicating daily with subcontractors, general laborers, clients, owners, etc.
Daily management of construction traders and subcontractors.
Safety standards checks and constant enforcement of safety standards.
Self-starter with ability to set goals and tasks with strong leadership skills.

Required Experience

Bachelors’ degree in Construction Management with 0-3 years’ experience in the construction industry or related fields.
Prior professional experience (internship or full time work) strongly preferred.
Strong interest in Field Operations and on-site management within a construction setting required.
Knowledge of safety standards preferred.
Strong leadership skills with the ability to set goals and meet deadlines.

An Affirmative Action / Equal Opportunity Employer

Consigli provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.
Show less "
22,"Design, Art/Creative, and Information Technology",Construction,Associate,"Grand Homes is a home building company that is expanding our marketing department. We are on the hunt for a part-time Junior Graphic Designer to join our team.

The Role:

We are looking for a Junior Graphic Designer to join our team. As a graphic designer at Grand Homes, you will be a central part of our marketing team, working closely with sales consultants, sales managers, executives, printing companies, architects, and sign companies.




About You:

The ideal candidate for this role will have the following:

1-2+ years of experience in graphic design
Proficiency in all Adobe suites (this is a requirement).
Photoshop & Illustrator
A razor-sharp eye for detail and high standards in the presented final work.
The ability to push the envelope creatively. Delivery of innovative and exciting designs.
Excellent written and verbal communication skills.
A love for working in a fast-paced environment with a close-knit team where new and creative ideas are encouraged.
Knowledge of social media / digital ad design (some HTML).

Core Responsibilities:

You will be responsible for developing assets for the following:

Marketing Campaigns – Grand Openings, Open Houses, Eblasts & Digital Newsletters
Signage – Create, design, and place orders for signage for all communities.
Design and Create neighborhood plat maps.
Floor plan brochures – Coordinate with the architecture department and create all floor plans, order renderings with artists, and design brochures of floor plans for the sales team.
Social Media Campaigns - Create graphics we can use for social media to support different campaigns.
Realtor Event Invitations – Coordinate themes and invitation designs for realtor events and open houses.
Ad-hoc design projects - we often get requests for more ad-hoc projects
Working closely with the in-house team to deliver new project work.

Why Work at Grand Homes:

Grand Homes is one of the fastest-growing homebuilders in the nation. We have been awarded multiple design and architectural awards and have been named America's Best Builder twice!

Our team is the driving force behind the continuing success and growth of Grand Homes. We seek enthusiastic, career-minded individuals to build on our 36-year success story. Grand team members are expected to be hard-working, and in turn, we strive to create an atmosphere that supports and rewards that dedication.

Voted Best Builder in America by Builder Magazine
Lee Evans Award for Business Management Excellence
Featured in D Magazine as one of Dallas' Top Business Leaders
Pacesetters Award by Dallas Business Journal
Named in Top 50 Builders to Work for by Professional Builder Magazine
Show less "
23,Management and Manufacturing,Wholesale Building Materials,Mid-Senior level,"We are currently recruiting for a Plant Manager at our Rapid City, SD plant. The Plant Manager will provide overall leadership of plant operations which includes supporting all aspects of a safe working environment by promoting continuous improvement of plant processes and procedures in order to measure and report results safety and quality standards. This position also ensures the plant operates cost effectively within customer product expectations and Rinker's operating and quality standards. ESSENTIAL FUNCTIONS: 1. Safety - Provide an environment and processes that optimizes safety and preserves the well-being of every employee at the plant.




Champion and own Safety Action Plan processes and procedures to educate, train and confirm employees know and apply Company Safety Action Plan. Conduct weekly tool box meeting with crew.
Prior to daily production meeting, inspect and document work areas for safety conditions, workplace organization, and production readiness and communicate corrective actions required to Plant Manager and Leads during meeting.
Conduct root cause analysis of all accidents/near misses and make corrections immediately.
Participate in close call and post-accident analyses with employees and implement remedial action to prevent recurrences.
Participate in plant self-inspections and employee meetings and implement remedial actions to resolve deficiencies found in all plant, property, and equipment audits.
Outline safety concerns and solutions to be presented at daily production meeting. 2. Operations - Ensure the plant operates cost effectively within customer product expectations and Rinker's operating procedures and quality standards.
Ensure daily work in the plant is completed to achieve the job specifications and time requirements.
Ensure Rinker's operations and quality standards are being consistently met throughout the plant.
Compress cycle times, lead times, and changeover times within areas in the plant to minimize waste.
Provide and execute a process for correcting and solving problems and improving existing methods in the plant. 3. Scheduling - Ensure the employees, materials and equipment are sufficient to accomplish the plants scheduled work.
Ensure each work area is properly staffed, with competent people, for the scheduled work
Ensure required material is available for the scheduled production work.
Ensure the equipment is being maintained and maximum up-time is achieved.
Ensure every Supervisor or Lead understands the work schedule and responsibilities for their respected area.
Maintain a system of open communication with Supervisors or Lead employees. 4. Performance Management - Provide leadership and create a positive work environment. These responsibilities will be carried out in accordance with the company's policies and procedures and applicable laws and regulations. Actions includes employment decisions, performance management, training, safety, onboarding, compliance, annual objective setting and employee development, planning, assigning and directing work, addressing complaints and resolving problems. 5. Administration - Provide data analysis and feedback to work areas that will improve execution within the plant.
Provide a visual reporting system to communicate work area performance.
Ensure company/operations information is clearly communicated to employees.
Follow-through to ensure reports and information are understood and used for those requesting/needing the data.
Maintain competence in Rinker's business systems (JD Edwards, Dispatch App, Reports Module, Microsoft Software, etc.). QUALIFICATIONS/ REQUIREMENTS:
Bachelor's degree or equivalent experience.
5 plus years' experience successfully managing a manufacturing plant or work center of equal or greater size in the concrete or similar industry.
Strong written and verbal communications skills and ability to present oneself and communicate in a professional, positive, and courteous manner with managing internal and external relationships.
Strong knowledge of production management in the concrete industry or equivalent.
Working knowledge of large machine operation, construction of infrastructure, and shipping and fulfillment.
Requires specific knowledge in a manufacturing or technical field.
Must be able to work hours beyond the normal workday as required by the business cycle, customer volume of business, and specific sales efforts underway. It has a moderate demand for tight deadlines.
Emotional Intelligence - Individual must be self-aware, have strong interpersonal skills, is adaptable, and able to collaborate with all levels from production employees to management level.
Results Oriented - Has sound planning skills, knows how to execute against respective action plans, and regularly meets or exceeds target in a timely and cost effective manner.
Demonstrated ability to provide direction, develop and lead a team, provide strategic direction, and inspire t




Rinker Materials – Concrete Pipe Division, a QUIKRETE Company, is one of the nation’s largest and leading manufacturers of concrete pipe and precast products. Founded in 1963 and acquired by QUIKRETE in 2017, Rinker Materials is an industry leader in safety, product innovation, technical expertise, high quality products, and customer service.
Show less "
24,Strategy/Planning and Information Technology,Construction,Entry level,"OCP Contractors Is Currently Seeking Qualified

Journeyman Carpenters

Drywall Finishers

If You Have Experience With

Hanging Drywall

Framing with Metal Studs

Ceiling Installation

Contact our office at 614-884-3900
Show less "
25,Management and Manufacturing,Construction,Entry level,"Here at Precon Marine Inc., we are a leading company in Marine Construction for the Mid Atlantic region. We are hiring both experienced and entry level Construction Worker to help us keep growing. If you're dedicated and ambitious, Precon Marine is an excellent place to grow your career. Don't hesitate to apply.

Responsibilities include:

Ready the construction site each day for the current project by preparing materials, tools, and equipment
Apply new project instructions for each job and make adjustments as direction by the construction manager or supervisor
Wear clean safety equipment, such as ear plugs, safety glasses, gloves, helmets, and boots that are in good repair
Comply with health and safety regulations when operating equipment or walking on the job site even when not on active duty
Maintain a brisk and productive pace of activities to complete all assigned tasks within time constraints
Leave construction equipment and tools clean, organized, and stored in an orderly fashion after each use
Dispose of debris and hazardous materials according to local environmental standards and regulations
Provide assistance to other team members on various tasks if your duties are completed ahead of schedule


Qualifications:

Familiarity with hand tools such as power drills, hammers, and saws
Ability to perform repetitive actions using your hands, arms, wrists, fingers, legs, or other body parts
Commitment to wearing protective safety gear for heat, noise, and prevention of injury on the job site
Desire to work long shifts, usually up to 10 hours, during the day or at night
Good English oral comprehension skills to follow verbal instructions and respond to questions about job tasks
General knowledge of construction operations and procedures
Ability to work well with a team of subcontractors and a supervisor
High school diploma or General Equivalency Diploma (G.E.D.) preferred, but not required
Valid Driver's License preferred
Shipyard Experience preferred
TWIC Card Preferred
Must have own Transportation


Benefits:

Overtime available
Medical, Dental, and Vision Insurance
PTO and Paid Holidays
401(k) with match
Bonus Opportunities
Show less "
26,Administrative,Construction,Entry level,"Are you a motivated self-starter who thrives in a team environment?




Marathon Electrical Contractors LLC is committed to delivering quality products and services to our customers, while providing a workplace that stresses growth and improvement in the quality of life for all employees. Our mission is to be the premier provider of electrical contracting services in the Southeastern United States, while maintaining our core values of Safety, Craftsmanship, Professionalism, Innovation, Value, Teamwork, Service and Opportunities.




The primary duties of the Office Admin will include working with the Corporate office members throughout Marathon Electrical.




This position requires being able to speak, read and write Spanish.




Responsibilities




Assisting with spreadsheets
Assisting with email correspondence
Assisting with day to day office issues
Assisting employees with any problem that needs to be addressed




The Ideal Candidate Will Have The Following Skills




Communication
Office 365
Organization
Good attention to detail
Works well with others
Time management
Problem-solving
Motivation
Adaptability
Technologically savvy
Reporting skills
Research skills
Interpersonal skills




Compensation will be based on experience/qualifications and negotiated at time of interviews. Degrees are not required.




Benefits Include




Competitive Compensation
Health Insurance
Vision & Dental
Short- and Long-Term Disability
Life Insurance
401(k)
Paid Vacation
Good work/home life balance




Marathon Electrical Contractors LLC are an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.




#INDSJ
Show less "
27,Management and Manufacturing,Construction,Entry level,"Journeyman Electricians needed for a commercial construction project in the Lafayette, IN area. You will be responsible for pulling wire and installing romex conduit and installing lighting fixtures. You must have basic hand tools. You will be required to pass a pre-employment drug test and background check upon arrival. Pay Rate: up to $29/hr Per Diem: none Duration: 2 months Please call Grus Construction Personnel for an immediate interview or reply with resume! Phone: 888-230-9908 Fax: 888-230-9909 Email: registration @gruspersonnel.com (please remove spaces) Company Description We believe our mission is two-fold: to staff our client's projects with the highest quality of skilled tradesmen available and to foster an environment in which the quality of our workers continues to increase. We are dedicated to delivering quality and efficiency in one package. Grus offers our workforce the opportunity for permanent employment and a diversified work experience through our many and varied clients. We believe the service Grus provides offers benefits to both the general contractor and the skilled worker. These dual-benefits include: Higher pay and more benefits for our construction personnel. Full-time employment. Grus is constantly planning and scheduling to ensure full-time employment for the worker. Multiple construction projects offering diversified experience opportunities. Skill advancement due to high quality and quantity of our clients--which results in increased pay. Job security and tons of diversified experience. Database filled with tens of thousands of skilled tradesmen eager and qualified for placement. Control over methods, performance standards and schedule.




We believe our mission is two-fold: to staff our client’s projects with the highest quality of skilled tradesmen available and to foster an environment in which the quality of our workers continues to increase. We are dedicated to delivering quality and efficiency in one package. Grus offers our workforce the opportunity for permanent employment and a diversified work experience through our many and varied clients. We believe the service Grus provides offers benefits to both the general contractor and the skilled worker. These dual-benefits include: Higher pay and more benefits for our construction personnel. Full-time employment. Grus is constantly planning and scheduling to ensure full-time employment for the worker. Multiple construction projects offering diversified experience opportunities. Skill advancement due to high quality and quantity of our clients—which results in increased pay. Job security and tons of diversified experience. Database filled with tens of thousands of skilled tradesmen eager and qualified for placement. Control over methods, performance standards and schedule.
Show less "
28,Marketing and Sales,Wholesale Building Materials,Mid-Senior level,"We are looking for a Marketing Manager to join our team! You will be responsible for overseeing marketing policies and programs, as well as identify areas of improvement to increase brand awareness. Responsibilities: * Oversee and coordinate product development and marketing trends * Determine product demand and customer awareness * Develop pricing strategies to maximize return on investment * Coordinate marketing campaigns with sales activities * Review and optimize marketing budget * Monitor and report on customer satisfaction Qualifications: * Previous experience in marketing or other related fields * Strong project management skills * Strong leadership qualities * Deadline and detail-oriented Company Description The Walter Morris Co is a 100 year old manufacturers rep organization covering the New England plumbing and heating wholesale market. We represent 25 manufactures from plumbing supplies to boilers, water heaters, pipe valves and fittings. We are a family run company with our parents and three sons heavily involved in different aspects of the company. We are a hired sales organization with inside sales support and customer service. We warehouse about fifty percent of our products with our 34,000 square foot warehouse. This is a good balance of a young energetic company paired with many years of industry knowledge and relationships. Please see our website to find out more about us www.morrismerchants.com and become a part of an energetic company creating a culture in a changing industry. We also provide a non contributory profit sharing program.




The Walter Morris Co is a 100 year old manufacturers rep organization covering the New England plumbing and heating wholesale market. We represent 25 manufactures from plumbing supplies to boilers, water heaters, pipe valves and fittings. We are a family run company with our parents and three sons heavily involved in different aspects of the company. We are a hired sales organization with inside sales support and customer service. We warehouse about fifty percent of our products with our 34,000 square foot warehouse. This is a good balance of a young energetic company paired with many years of industry knowledge and relationships. Please see our website to find out more about us www.morrismerchants.com and become a part of an energetic company creating a culture in a changing industry. We also provide a non contributory profit sharing program.
Show less "
29,Human Resources,Wholesale Building Materials,Mid-Senior level,"Job Summary Administers various human resources plans and procedures for all company personnel; payroll, benefits administration, recruitment, and employee relations. Ensures compliance with all applicable state and federal employment laws. Key Areas of Responsibility Recruitment * Post jobs on recruiting sites (Indeed, ZipRecruiter, LinkedIn, etc.). * Work directly with corporate recruiting agencies on office and senior level positions for Twinsburg and Strasburg locations. * Engage multiple temporary employment agencies for shop / warehouse positions. * Review applications to match experience with specific job-related requirements. Forward qualified candidates to hiring manager for direction. * Interview, screen, and recruit job applicants to fill entry level, professional, and union job openings. * Prepare offer letters and supporting documentation. * Work with local trade schools and high schools for recruiting and internship purposes. * Oversee training programs through ODJFS, Ohio Means Jobs, Stark & Tuscarawas County. * Maintain compliance with federal and state employment regulations. Payroll Assistance * Review and maintain Corporate Employee Points System. * Compile and record employee time and payroll data. * Compute employees' time worked, production, and commissions. * Compute and post wages and deductions to prepare paychecks. * Compile payroll data such as garnishments, vacation time, and insurance, and 401(k) deductions. * Contact various department supervisors for any missed times. * Process weekly transfer of payroll data to ADP. * Compile internal management reports from payroll system software. * Prepare weekly, monthly, quarterly, and annual (year-end) reports for management (gross payroll, hours worked, vacation accrual, tax deductions, benefit deductions, etc.). Employee Relations * Manage and coordinate all employee incentive programs. * Manage employee relations counseling and exit interviewing. Respond to employee relation issues such as employee complaints, harassment allegations, and civil rights complaints. * Participate in administrative staff meetings and attend other meetings and seminars. * Maintain corporate organization charts and employee directory. * Recommends new approaches, policies, and procedures to effect continual improvements in efficiency of department and services performed. * Prepare and maintain employee files, assuring accuracy, compliance and confidentially. i.e. unemployment claims, verifications, I9 status and State regulations. * Maintain Human Resource Information System records (ADP & Global Shop) and compile reports from database. * Plan and coordinate all corporate events (holiday luncheons, summer outings, Toys for Tots, etc.). * Perform other related duties and projects as assigned, including data compilation and reporting for EEOC, and BWC Programs. * Complete other assignments, as requested by management. Education, Qualifications & Experience * A bachelor's degree and three (3) to five (5) years of Human Resources experience, Professional in Human Resources (PHR) certification preferred. * Considerable knowledge of principles and practices of personnel administration. * Must facilitate management and employee understanding of payroll procedures. * Ability to work proactively and independently in a fast-paced office environment. * Excellent organizational, verbal and written communication skills as well as ability to resolve issues and follow through. * Must be detail oriented. * Proficient in Microsoft Office suite. * General understanding of ERP system functionality and objectives. * Excellent organization and communication skills; Team player with collaboration mind-set. * Close attention to detail. Why Work at Leiden Company Leiden Company offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees, creates an environment for continuous learning, and embraces the ideas and diversity of others. All qualified applicants will receive consideration for employment without regard to sex, pregnancy, race, color, creed, religion, national origin, age, disability status, protected veteran status, marital status, sexual orientation, gender identity or expression, or any other legally protected status. Leiden Cabinet is an Equal Opportunity Employer Company Description Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the ""Leiden Company"") has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large comme




Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the “Leiden Company”) has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.
Show less "
30,Administrative,Construction,Entry level,"El trabajador calificado se comunica con todos los compañeros de trabajo. Toma la dirección de Leads, Capataces, Supervisores, Superintendentes y Gerentes de Proyectos. El trabajador calificado realiza tareas generales rutinarias relacionadas con la construcción. Realiza tareas manuales como levantar objetos pesados, empujar, tirar, transportar materiales, cavar zanjas, desmontar formas, empujar carretillas, romper concreto, astillar, limpiar escombros y llenar recipientes de agua potable. Funciona con herramientas como pico, pala, carretilla, carrito de concreto, azada, martillo, palanca, martillo neumático u otros dispositivos que ahorran mano de obra. Niveles de trabajadores calificados




Trabajador calificado C
Trabajador calificado B
Trabajador calificado A Los empleados serán evaluados una vez al año durante el período de revisión del desempeño. Los empleados pueden subir un (1) nivel cada período de evaluación. Para ser elegible para subir de nivel, el empleado debe haber demostrado la capacidad de que ha dominado las habilidades y conocimientos requeridos. DEBERES/RESPONSABILIDADES PRINCIPALES DEL TRABAJO (basado en el nivel del trabajador):
Siga todos los protocolos y políticas de seguridad
Identificar e informar todos los peligros de seguridad
Siga las instrucciones de los líderes, capataces y supervisores
Ayudar al capataz y otros miembros de la tripulación a completar las tareas
Ayudar a los operadores de grúas con el montaje y desmontaje de grúas
Siempre esté en guardia cuando la persona esté en el pozo
Otras funciones asignadas por la dirección Trabajador calificado C
Limpiar y preparar sitios de construcción
Barrer y mantener limpio el sitio de trabajo
Ayudar con la carga y descarga de materiales y equipos
Enrollar y desplegar mangueras
Excavar zanjas, compactar tierra y agujeros de relleno
Ayudar a los comerciantes calificados en sus deberes
Registrar a los empleados dentro y fuera del pozo / túnel
Usar cinta métrica
Usar herramientas manuales
Otras funciones asignadas por la dirección Trabajador calificado B
Realizar todas las tareas en los niveles de Trabajador Calificado C y Trabajador Común
Usar herramientas eléctricas
Conocer y proporcionar señales adecuadas
Mire hacia adelante y tenga el material dispuesto para el túnel o pozo
Realizar lecturas diarias de gas y oxígeno y registrarlas
Marcar tráfico
Obra en túnel
Barra de refuerzo de corbata
Baje de las herramientas en el eje
Tubería de preparación
Tubo cortado y cónico
Hombre superior
Otras funciones asignadas por la dirección Trabajador calificado A
Realizar todas las tareas en los niveles Trabajador calificado B, Trabajador calificado C y Trabajador común
Construir y desmontar andamios y estructuras temporales
Implementar planes de construcción
Cambios de tubería, instalación de placa de revestimiento
Realizar inspección de aparejos
Establecer láser
Colocar pozos de registro
Crear formularios
Juntar la tubería
Acabado hormigón
Tendido de tuberías
Configuración de conectores
Otras funciones asignadas por la dirección REQUISITOS Y CUALIFICACIONES
Debe estar dispuesto a bajar a pozos, túneles y pozos de registro para completar tareas
Capaz de tomar la dirección del capataz, supervisor, superintendente y gerente de proyecto
Comunícate eficazmente con todos los compañeros de trabajo
Capaz de levantar 50-80 libras continuamente durante todo el día
Capacidad para trabajar noches, fines de semana y días festivos cuando sea necesario
Debe tener transporte propio y buena asistencia
Realizar tareas rigurosas de construcción física
Debe tener capacitación de 10 horas de OSHA CONDICIONES DE TRABAJO Exigencias físicas Las demandas físicas descritas aquí son representativas de las que debe cumplir un empleado para realizar con éxito las funciones esenciales de este trabajo. Se pueden hacer adaptaciones razonables para permitir que las personas con discapacidades realicen las funciones esenciales. Medio ambiente y esfuerzo físico
Capaz de trabajar en un área de construcción al aire libre
Capaz de mantener el enfoque y analizar los datos
Capaz de hablar y comunicarse con soltura
Capaz de subir escaleras y escaleras
Capaz de levantar hasta 50 libras
Capaz de usar las manos para agarrar objetos
Capaz de usar EPP
Capaz de bajar pozos y túneles
Capaz de estar en espacios confinados
Capaz de ver claramente la distancia y las relaciones espaciales para distinguir los objetos tal como son
Esfuerzo físico rutinario. De pie, caminar, escalar durante períodos moderados OTROS DEBERES: Tenga en cuenta que esta descripción del trabajo no está diseñada para cubrir o contener una lista completa de actividades, deberes o responsabilidades que se requieren del empleado para este trabajo. Los deberes, responsabilidades y actividades pueden cambiar en cualquier momento con o sin previo aviso. BRH-Garver Construction, LLC es un empleador que of
Show less "
