,Job Function,Industry,Seniority,Job Description
1,"Design, Art/Creative, and Information Technology",Construction,Entry level,"Busy construction firm specializing in high end residential and commercial construction is looking for a designer/drafter. Qualified candidate:




Must be proficient in AutoCad
Must be proficient in Sketchup and/or Revit
Photoshop experience is a plus
Will use Microsoft Office, Outlook, Excel, and Word
Will be able to take field measurements and translate them into working drawings
Will be documenting job site conditions and features with photographs and sketches
Will conduct product and material searches in relation to projects
Knowledge of cabinetry and woodworking drawings a plus.
Have knowledge of design and trends
Have space planning skills.
Possess strong verbal, written and interpersonal communication skills as candidate will meet with clients, architects, engineers, superintendents, and employees.
Have great attention to detail and the ability to organize documents
Will work on multiple projects with the ability to assess and prioritize tasks, projects and demands in a calm and efficient manner. Candidate must be able to troubleshoot challenges with positivity and enthusiasm. They must take pride in producing models and drawings that accurately convey design and construction intent.
Will create and design plans based on client needs
Will assist in the permitting process via field measurements, obtaining material Notice of Acceptances & specs, drawing plans for submittal
Have a clean driving record. We are an equal opportunity employer and maintain a drug free workplace. Please email resume for consideration. Company Description We are state certified and focus on high end residential and commercial remodels, new construction and service.




We are state certified and focus on high end residential and commercial remodels, new construction and service.
Show less "
2,Management and Manufacturing,Construction,Entry level,"Interested in an outstanding opportunity to become part of a team with a stellar reputation as a community engaged Employer of Choice?

Established in 1905, Consigli has grown over the last 100 years from a local fourth generation family business into one of the largest construction managers and general contractors in the Northeast and Mid-Atlantic regions. In 2018, we transitioned to 100-percent employee-ownership.

Nationally ranked as one of Forbes Best Midsize Employers in 2021 and 2022 and as one of the Best Places to Work by the Boston Globe, the Washington Post, the Hartford Business Journal, and MaineBiz, our culture draws raw talent from college interns to seasoned veterans with substantial years of experience in their field. We credit empowerment, innovation and “thinking great” for our continual growth and success. Most important, we are thankful for our employees and are proud to have one of the most exciting project portfolios in the business.

Assistant Superintendent

The Assistant Superintendent will assist the Superintendent with managing all construction activities on the project site while ensuring compliance with contract documents including the internal policies and procedures related to the project. This role will help administer and monitor the project safety program; perform daily job site walks and manage select self-perform labor and subcontractor operations to ensure work is completed in accordance with quality standards.

Required Skills

Assistant Superintendents with daily on-site supervision of large commercial construction projects to assure projects are developing according to plans, budgets, and schedules.
Understands building plans and specifications.
Communicating daily with subcontractors, general laborers, clients, owners, etc.
Daily management of construction traders and subcontractors.
Safety standards checks and constant enforcement of safety standards.
Self-starter with ability to set goals and tasks with strong leadership skills.

Required Experience

Bachelors’ degree in Construction Management with 0-3 years’ experience in the construction industry or related fields.
Prior professional experience (internship or full time work) strongly preferred.
Strong interest in Field Operations and on-site management within a construction setting required.
Knowledge of safety standards preferred.
Strong leadership skills with the ability to set goals and meet deadlines.

An Affirmative Action / Equal Opportunity Employer

Consigli provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.
Show less "
3,Management and Manufacturing,Construction,Entry level,"Hays and Sons is a full service Disaster Restoration company with over 40 years' experience providing service to our customers during their time of need! We are looking for an experienced Estimator to join our Muncie team. Job duties include: * Development of accurate material take offs from field inspection and use of Matterport software * Utilize Xactimate to develop pricing to ensure optimal margins through material breakouts and other methods of design to optimized profit * Ensure quality servicing of adjusters and customers by monitoring key indicators and reports * Optimal customer communication and service throughout duration of project * Build and maintain relationships with adjusters and key referral sources * Perform thorough inspection within two business days after receiving lead * Provide all necessary details to remote estimator for accurate estimate creation * Assist project managers in the development of budgets, change orders and other items pertinent to assigned jobs * Participate every 6 weeks in on-call rotation Hays+Sons values our employees and we want to ensure that they receive top-notch benefits, not only for our industry, but overall. We offer the following benefits for our full time employees: * Medical, Dental and Vision * Health Savings Account option with Matching Contribution * 401k with matching Contribution * Short and Long Term Disability * Employee Assistance Program (EAP) * TrueU Development Courses for Employee and Family * Term Life and Supplemental Life Insurance * Paid time off and paid holidays * 4 hours of wellness time per month * Company phone, vehicle and laptop If you are interested in joining a fast-paced, ever-growing, family owned disaster restoration company, we would love to hear from you! Qualifications * 2+ years of experience (preferred) * Strong organizational and project management skills * Industry knowledge and ability to read blueprints * Detail-oriented and strong communication skills Company Description Hays and Sons is a full service disaster restoration company. We have been in the business of rebuilding lives for 40 years. Recently voted Top Places to Work in 2022. We currently have 8 locations spread throughout the state of Indiana and one office in Cincinnati, Ohio. If you are interested in joining a fun, fast-paced, independently owned disaster restoration company, we would love to hear from you!




Hays and Sons is a full service disaster restoration company. We have been in the business of rebuilding lives for 40 years. Recently voted Top Places to Work in 2022. We currently have 8 locations spread throughout the state of Indiana and one office in Cincinnati, Ohio. If you are interested in joining a fun, fast-paced, independently owned disaster restoration company, we would love to hear from you!
Show less "
4,Administrative,Construction,Entry level,"Send Resume to: career@cantoniplumbing.com Cantoni Plumbing is seeking to hire an Office Clerk to work in our Corona Office. The Office Clerk will be responsible for filing, scheduling, data entry, obtaining supplies. Support the day-to-day operations and its departments toward the success of the organization. Requirements: Candidate must be organized, have excellent written and verbal communication skills. Must have basic computer skills. This is a great foot in the door into the fascinating construction industry and learn all the sections of what goes on behind the scenes of the plumbing industry. Bilingual is a plus. Responsibilities include the following: ¨ Answer phones and greet office visitors ¨ Create reports and data entry into various applications. ¨ Gather contract documents, assemble file folders and store for compliance ¨ Data entry & tracking into company database and several software programs ¨ Safety paperwork and implementation ¨ Collect and audit 1st aid kits and fire extinguishers ¨ Inventory of office supplies, safety PPE and tools tracking ¨ Maintain all kitchen and restroom goods are always replenished. ¨ Pull city license and maintain current records ¨ Participate in the coordination and tasks of company events, meetings, or celebrations ¨ Collect mail correspondence, sort, and distribute within departments. Shipping of any external mailings. ¨ Recruit and screen for field personnel of job openings ¨ All related special projects or duties assigned by management or business demands. Click the link to find out more about Cantoni Plumbing: www.cantoniplumbing.com Schedule: M-Thurs, 8 a.m. -4:30 p.m., Fri, 7:30 a.m. -4 p.m. Benefits of working at Cantoni Plumbing, Inc: * Competitive hourly rate. We know your time and hard work is valuable. * Vacation and sick time. * 401K with company match. * Exceptional Health/Dental/Vision Insurance Benefits for you and your immediate family * Paid Life Insurance * Employee Referral Bonus * Monday - Friday regular work schedule * Opportunities for career development and advancement within the same company. Let us help you reach your goals within your career. Cantoni Plumbing, is an equal opportunity employer. We do not discriminate in hiring or employment against any individual on the basis of race, color, gender, national origin, ancestry, religion, physical or mental disability, age veteran status, sexual orientation, gender identity or expression, marital status, pregnancy, citizenship, or any other factor protected by anti-discriminatory laws. Company Description Commercial & Light Industrial Plumbing Subcontractor who specializes in : Laboratories, Medical Facilities, Office Buildings, Food Industry, and Tilt-ups.




Commercial & Light Industrial Plumbing Subcontractor who specializes in : Laboratories, Medical Facilities, Office Buildings, Food Industry, and Tilt-ups.
Show less "
5,Engineering and Information Technology,Civil Engineering,Entry level,"FWH Associates is seeking a civil engineer to join our engineering team in Toms River, NJ. Workload will include residential, commercial, and institutional projects. You will work on various aspects of land development including site feasibility, storm water management, grading and drainage design, utility design, soil erosion, sediment control, roadway design and more. You may also work on permitting research, due diligence, application, and reports. Company Description FWH Associates delivers innovative solutions for residential and commercial projects, from initial investigations to full-scale design and execution. FWH also has a company Principal who oversees operations in each major discipline. We do not outsource or delegate our supervisory functions, ensuring that you receive better performance and the personal touch that only in-house company professionals can provide. FWH Associates offers a multi-disciplinary approach to clients with a full range of engineering, architectural, landscape architectural and environmental services.




FWH Associates delivers innovative solutions for residential and commercial projects, from initial investigations to full-scale design and execution. FWH also has a company Principal who oversees operations in each major discipline. We do not outsource or delegate our supervisory functions, ensuring that you receive better performance and the personal touch that only in-house company professionals can provide. FWH Associates offers a multi-disciplinary approach to clients with a full range of engineering, architectural, landscape architectural and environmental services.
Show less "
6,Management and Manufacturing,Construction,Entry level,"Interested in an outstanding opportunity to become part of a team with a stellar reputation as a community engaged Employer of Choice?

Established in 1905, Consigli has grown over the last 100 years from a local fourth generation family business into one of the largest construction managers and general contractors in the Northeast and Mid-Atlantic regions. In 2018, we transitioned to 100-percent employee-ownership.

Nationally ranked as one of Forbes Best Midsize Employers in 2021 and 2022 and as one of the Best Places to Work by the Boston Globe, the Washington Post, the Hartford Business Journal, and MaineBiz, our culture draws raw talent from college interns to seasoned veterans with substantial years of experience in their field. We credit empowerment, innovation and “thinking great” for our continual growth and success. Most important, we are thankful for our employees and are proud to have one of the most exciting project portfolios in the business.

Assistant Superintendent

The Assistant Superintendent will assist the Superintendent with managing all construction activities on the project site while ensuring compliance with contract documents including the internal policies and procedures related to the project. This role will help administer and monitor the project safety program; perform daily job site walks and manage select self-perform labor and subcontractor operations to ensure work is completed in accordance with quality standards.

Required Skills

Assistant Superintendents with daily on-site supervision of large commercial construction projects to assure projects are developing according to plans, budgets, and schedules.
Understands building plans and specifications.
Communicating daily with subcontractors, general laborers, clients, owners, etc.
Daily management of construction traders and subcontractors.
Safety standards checks and constant enforcement of safety standards.
Self-starter with ability to set goals and tasks with strong leadership skills.

Required Experience

Bachelors’ degree in Construction Management with 0-3 years’ experience in the construction industry or related fields.
Prior professional experience (internship or full time work) strongly preferred.
Strong interest in Field Operations and on-site management within a construction setting required.
Knowledge of safety standards preferred.
Strong leadership skills with the ability to set goals and meet deadlines.

An Affirmative Action / Equal Opportunity Employer

Consigli provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.
Show less "
8,Management and Manufacturing,Construction,Entry level,"YONKERS CONTRACTING COMPANY has an immediate opening for a Scheduler with 7+ years' experience creating detailed project schedules in Oracle P6 for mid and large scale industrial, mechanical, commercial and transit projects, as well as experience with heavy, highway, bridge, and civil projects. Summary: This position is responsible for developing and maintaining detailed construction schedules for mid to large scale construction projects, including but not limited to bridges, highways, airports, railways, and rail stations, treatment and processing plants, including building structures, pump stations, power substations and dams. Key responsibilities include: * Develop and maintain critical path schedules in P6, Including the development of bid, and baseline schedules, and the performance of periodic schedule updates in accordance with the owner/client specifications. * Articulate and review the schedules with the project team * Monitor and update construction progress in the schedule, identify, track and assist in the resolution of construction issues/conflicts. * Responsible for creating cost and resource loaded schedules by gathering and validating data and incorporating the data into the project schedules. * In addition to being responsible for scheduling/update analysis reports, the scheduler will be expected to prepare and articulate clear and concise narratives reports in accordance to owner and/or contract requirements. * Perform delay analyses including time impact, and contemporaneous analyses as well as lost productivity analyses. * Preform and assist in the development, preparation and writing of claims and time extension requests. Essential Qualifications: * Proficiency with Primavera P6 * Must have an extensive understanding of the development and maintenance of detailed construction schedules, inclusive of the entire construction process from procurement, construction, close-out, equipment, installation, and commissioning activities. * The qualified candidate must have an understanding and the ability to apply engineering, procurement, and construction terminology, concepts and relationships. * Must be able to read and interpret construction plans, and documents * Experience working on Projects for such or similar agencies as the New York State DOT, Connecticut DOT, New York State Thruway Authority, Westchester County, New York City Authorities and Agencies, Port Authority and Port Authority Divisions, Triborough Bridge and Tunnel Authority, Tri-State Area Transit Agencies, and New Jersey public agencies * Microsoft Office (Excel/Word a must) and comfortable learning new systems * Excellent problem solving, communication, time management and organizations skills * Ability to multi-task, and be a self-starter * Function effectively as part of a team * Degree in Engineering/Civil Engineering or Construction Management and background in construction required. A background in civil, and heavy construction preferred * Must be fully vaccinated for COVID-19 as defined by the CDC and state health authorities Additional Knowledge and Skills (Preferred) * Ø Building Information Modeling (BIM) * Ø Revit * Ø Portfolio Physical Demands Include but are not limited to : * Close visual acuity to perform activity such as: reading construction plans, preparing and analyzing data and figures * Pre-Construction walk-through * Occasional travel to and from job sites, must be able to walk a construction site which includes a variety of physical conditions such as proximity to moving mechanical parts, moving vehicles, electrical current, scaffolding and high places. Company Description ABOUT US Yonkers Contracting Company (Yonkers) is a general contractor focused on building infrastructure projects for public and private clients. A well-established construction organization, Yonkers possesses the technical, financial, and managerial strength built over seventy five years of continuous operation. Our core business lines encompass highways, bridges, rail, transit, water/wastewater and energy/environmental projects, and commercial developments. Yonkers works within all project delivery frameworks, including general contracting and design-build. Bringing the best solution to meet the specific project needs comes from experience. Yonkers' breadth of experience -from simple to complex and small to large projects - enables us to match construction methods and technologies to each project's objectives. Yonkers has a proven ability to lead multi-faceted teams to complete complex projects on aggressive schedules. Yonkers' solution-focused experience combined with our sizable equipment fleet creates the synergy that results in quality projects, delivered on-time and on-budget safely. Yonkers Contracting Company, Inc. (the ""Company"") is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, gender, gender identity




ABOUT US Yonkers Contracting Company (Yonkers) is a general contractor focused on building infrastructure projects for public and private clients. A well-established construction organization, Yonkers possesses the technical, financial, and managerial strength built over seventy five years of continuous operation. Our core business lines encompass highways, bridges, rail, transit, water/wastewater and energy/environmental projects, and commercial developments. Yonkers works within all project delivery frameworks, including general contracting and design-build. Bringing the best solution to meet the specific project needs comes from experience. Yonkers’ breadth of experience –from simple to complex and small to large projects – enables us to match construction methods and technologies to each project’s objectives. Yonkers has a proven ability to lead multi-faceted teams to complete complex projects on aggressive schedules. Yonkers’ solution-focused experience combined with our sizable equipment fleet creates the synergy that results in quality projects, delivered on-time and on-budget safely. Yonkers Contracting Company, Inc. (the “Company”) is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, gender, gender identity, age, national origin, ethnicity, citizenship status, alienage, marital or partnership status, familial status, caregiver status, pregnancy and related medical conditions, status as a veteran or active military service member, disability, predisposing genetic characteristics, genetic information, status as a victim of domestic violence, sexual violence, or stalking, credit history, salary history, unemployment status, protected political activities, or any other characteristic protected by federal, state, or local law, and the Company follows the requirements of applicable law with regard to non-discrimination on the basis of prior criminal conviction and prior arrest. Equal Opportunity Employer – minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity
Show less "
9,"Design, Art/Creative, and Information Technology",Construction,Entry level,"MOSAIC Design + Build is a growing residential design and remodeling firm looking for just the right candidate to join our award-winning team. Candidate must be a team player looking for a career rather than a job. Ideal candidate will be a good fit with our current team and interested in providing only the highest quality work product. Interested candidates will learn about residential construction through mentorship and jobsite exposure. Job Description: * Assist with the development of competent and creative 2D and 3D design for presentations to the Client. * Measure existing spaces, documenting plans and 3d spaces accurately. Make accurate notes, records, sketches and measurements as needed at these meetings. * Prepare plans, elevations and 3-D renderings to company standards as required by project objectives and appropriate to the design phase in process. * Prepare design revisions and assist in pricing exercises with lead Architectural Designer according to company protocol. * Prepare or assist in preparation of construction drawings and work with the Lead Architectural Designer to integrate them into the project Construction Package. * Communicate and work with/assist Clients during project construction as needed. * Assist Designers with the purchasing of finish materials for construction projects. * Work with Designers on the maintenance of design software, design billings, and design protocols. * Schedule and organize Trade Site Visits to assist with Trade walk-throughs and understanding of each project. * Attend industry events as appropriate to networking and advancement of knowledge as it improves company design performance and enhances MOSAIC'S position in the industry and community. When agreed upon, MOSAIC shall provide partial or full funding for these activities. * Attend and participate in company meetings and maintain a 360-degree view of MOSAIC activities. * Visit jobsites during construction as appropriate to stay in touch with the lifespan of MOSAIC projects and to connect with production staff and activities. * Pursue industry continuing education and certification opportunities with the assistance of MOSAIC as approved. Company Description MOSAIC Design + Build is a very collaborative company where everyone is on the same team working toward shared goals. Our work is process oriented, creative and of high quality. We take care of one another, our clients and trade partners.




MOSAIC Design + Build is a very collaborative company where everyone is on the same team working toward shared goals. Our work is process oriented, creative and of high quality. We take care of one another, our clients and trade partners.
Show less "
11,Management and Manufacturing,Civil Engineering,Entry level,"At Whitman, Requardt & Associates, LLP, we are ""People Focused and Project Driven"". We have been in business for more than 105 years and we are known for our quality work and quality employees. This is your chance to join our team - help us to design the infrastructure and buildings that improve the world!

We are currently seeking Construction Engineers to assist our regional Responsible Charge Engineers in the construction management and inspection of Federal, State and local government construction projects throughout Virginia. The Construction Engineer uses engineering principles to solve construction problems in the design, procurement, delivery and close-out of construction projects.

Responsibilities

Responsibilities include progressively increasing involvement in: construction management, including managing inspection services on project; contract management and administration; change management, including evaluation and negotiation of change orders; office engineering, including project records management and materials certification; inspection project elements and testing of materials; project controls, including CPM Scheduling, cost estimating, budgeting and risk management; and project close-out, including finalization of payments and documentation. Work performed under the supervision of a licensed engineer.

Position includes working at client site(s) and construction project locations as assigned.

Requirements

B.S.C.E. or related field with 0-2 years construction engineering experience
Prior experience performing construction engineering, inspection and testing preferred. VDOT, ACI, DEQ and other industry certifications preferred.
Ability to effectively communicate orally/written at all levels of the organization.
Ability to handle multiple assignments.
Positive attitude and willingness to work cooperatively with others

Benefits

WRA recognizes that employees play an important role in its success. Our commitment to full-time employees is reflected in the comprehensive benefits package we offer:

Flexible work schedule options
Competitive salary
Leave accrual and paid holidays
Healthcare benefits
Group Life Insurance, as well as additional optional life Insurance, short and long term disability insurance
Flexible spending accounts for medical and dependent care reimbursement
401(k) Retirement Plan
Tuition Reimbursement
Employee Assistance Program
Parental and maternity leave benefits

WRA is an equal opportunity/affirmative action employer and complies with all applicable anti-discrimination laws.

Applicants must be currently authorized to work In the United States on a full-time basis. We are unable to sponsor or take over sponsorship of any employment visas at this time.

***** Not accepting resumes from 3rd party recruiters for this position *****

Position # 1704
Show less "
12,Other,Construction,Entry level,"We are seeking a Project Coordinator to join our team! Job-Related Skills: * Assist with the bidding process * Obtain work permits * Documentation management and collection on various levels * Ordering and delivery of drawings * Helping our Project Managers and Project Engineers as needed * Capturing weekly progress photos at job sites * Outstanding organizational skills * Able to work autonomously Experience : * Proficient in Microsoft Suite products including Word, Excel, Project, Outlook * Experience with Procore a plus * Comfortable with technology Company Description CrossTown Design + Build is a national commercial General Contractor based in the Chicago area that focuses on private construction projects. We are looking for a Dynamic individual to join our Team as a Project Coordinator. This is an excellent opportunity for the right individual to be an active and key player in the growth of the company as we strive to be ""Best in Class"". We are a young, energetic, and growing company that is capable to complete projects throughout the United States. We invest in our employees and want everyone to succeed. Our portfolio includes Retail, Hospitality, Entertainment, Medical, Educational, Tenant Improvement, and Private Country Clubs, and Craft Breweries.




CrossTown Design + Build is a national commercial General Contractor based in the Chicago area that focuses on private construction projects. We are looking for a Dynamic individual to join our Team as a Project Coordinator. This is an excellent opportunity for the right individual to be an active and key player in the growth of the company as we strive to be “Best in Class”. We are a young, energetic, and growing company that is capable to complete projects throughout the United States. We invest in our employees and want everyone to succeed. Our portfolio includes Retail, Hospitality, Entertainment, Medical, Educational, Tenant Improvement, and Private Country Clubs, and Craft Breweries.
Show less "
14,Management and Manufacturing,Construction,Entry level,"Interested in an outstanding opportunity to become part of a team with a stellar reputation as a community engaged Employer of Choice?

Established in 1905, Consigli has grown over the last 100 years from a local fourth generation family business into one of the largest construction managers and general contractors in the Northeast and Mid-Atlantic regions. In 2018, we transitioned to 100-percent employee-ownership.

Nationally ranked as one of Forbes Best Midsize Employers in 2021 and 2022 and as one of the Best Places to Work by the Boston Globe, the Washington Post, the Hartford Business Journal, and MaineBiz, our culture draws raw talent from college interns to seasoned veterans with substantial years of experience in their field. We credit empowerment, innovation and “thinking great” for our continual growth and success. Most important, we are thankful for our employees and are proud to have one of the most exciting project portfolios in the business.

Assistant Superintendent

The Assistant Superintendent will assist the Superintendent with managing all construction activities on the project site while ensuring compliance with contract documents including the internal policies and procedures related to the project. This role will help administer and monitor the project safety program; perform daily job site walks and manage select self-perform labor and subcontractor operations to ensure work is completed in accordance with quality standards.

Required Skills

Assistant Superintendents with daily on-site supervision of large commercial construction projects to assure projects are developing according to plans, budgets, and schedules.
Understands building plans and specifications.
Communicating daily with subcontractors, general laborers, clients, owners, etc.
Daily management of construction traders and subcontractors.
Safety standards checks and constant enforcement of safety standards.
Self-starter with ability to set goals and tasks with strong leadership skills.

Required Experience

Bachelors’ degree in Construction Management with 0-3 years’ experience in the construction industry or related fields.
Prior professional experience (internship or full time work) strongly preferred.
Strong interest in Field Operations and on-site management within a construction setting required.
Knowledge of safety standards preferred.
Strong leadership skills with the ability to set goals and meet deadlines.

An Affirmative Action / Equal Opportunity Employer

Consigli provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.
Show less "
17,Management and Manufacturing,Construction,Entry level,"Dreamstyle Remodeling, the nation's number one home remodeling company has a great opportunity for a Warehouse Assistant in San Diego. The combination of quality products, skilled professionals, and exceptional service make Dreamstyle Remodeling the best home contractor in the West U.S. and the largest full service remodeling company in the nation. Our San Diego office has a fun and supportive culture that fosters a positive and fun atmosphere for all its employees. We are seeking motivated individuals with for our entry level warehouse roles. These individuals will be responsible for assisting our warehouse manager daily with receiving material deliveries, job material preparation and assisting installers with loading vehicles. Previous warehouse experience is not necessary, but a huge plus. Other desirable qualities include basic plumbing parts knowledge, and forklift experience. We will teach you what you need to know and give you all the tools needed for your success. Compensation is competitive with 401k, full benefits and paid time off. As a growing company, opportunities for advancement are always present. Hourly pay starts at $18-20 an hour DOE. Responsibilities include:




Assists with the organization and maintenance of the company's warehouses. Helps keep a constant eye on product inventory so that the company always has the products it needs, where needed, for scheduled jobs.
Assists with warehouse organization and maintenance.
Helps production crews by coordinating delivery of products and tools to job sites as needed.
Helps with building maintenance issues. Qualifications:
Knowledge of inventory and warehouse practices.
Forklift certified is a plus.
Teamwork centered mindset.
Exerting up to 100 pounds of force occasionally and/or up to 75 pounds of force frequently.
High school diploma or GED preferred.
1+ years of experience in warehousing preferred.
Valid drivers license.
Hours 6:30am to 3:30pm. Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Life Insurance
Disability Insurance
Paid time off Don't miss a great career opportunity with a solid, stable, growing leading company, don't delay apply today! Apply here or Apply online at: America's #1 Remodeler ( Ranked by sales - Remodeling Magazine 3 years in a row ) Dreamstyle Remodeling Inc. is an Equal Opportunity Employer.
Show less "
18,Project Management and Information Technology,Wholesale Building Materials,Entry level,"Job Summary The Junior Project Manager assists both the Senior Project Manager and Project Manager with administrative duties relative to the successful execution, production, and completion of high quality cabinets and store fixtures for assigned customers. Key Areas of Responsibility * Review plans and drawings to determine the scope of work. * Execute take-offs and write sales orders. * Process stock work orders through the ERP/MRP system. * Prepare material purchase requisitions. * Print pick lists, download, and print drawings from various customer sites, as required. * Complete other assignments, as requested by management. Education, Qualifications & Experience * High school diploma/Associate Degree and/ or one to three years of related experience and training or equivalent combination of education and experience. No certifications required but preferred. * Must be able to read and interpret blueprints - math skills and AutoCAD knowledge a plus. * Must be accurate and detail oriented. * Teamwork, collaboration, planning, and organizing skills are essential. * Effective written and oral communication skills are required. * Experience in a manufacturing environment a plus, preferably in wood cabinets and store fixtures. * Microsoft Office skills and ERP/MRP system knowledge is a plus. Why Work at Leiden Company Leiden Company offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees, creates an environment for continuous learning, and embraces the ideas and diversity of others. All qualified applicants will receive consideration for employment without regard to sex, pregnancy, race, color, creed, religion, national origin, age, disability status, protected veteran status, marital status, sexual orientation, gender identity or expression, or any other legally protected status. Leiden Cabinet is an Equal Opportunity Employer Company Description Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the ""Leiden Company"") has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.




Leo I. Leiden began this company in 1941 with an entrepreneurial spirit and 16 years of fine craftsmanship under his belt. Since the very beginning, the engineering and ingenuity of the Leiden Cabinet Company (the “Leiden Company”) has played a part in the growth of large and small companies throughout the United States. In its early days, during World War II, the Leiden Company manufactured wooden products used by U.S. Army personnel. As the retail environment experienced a growth spurt throughout the late 1940's and 1950's, the Leiden Company was there helping stores create and remodel everything from woodwork in large commercial buildings to the intricacies of customized store fixtures. During that period of growth, the Leiden Company secured its first shopping center job and began operating as a solid corporation. Many companies have made it onto the list of the Leiden Company customers over the years. Each and every new client has presented us with unique opportunities to exemplify our expert craftsmanship and attention to detail. Eighty-two years after inception, the Leiden Company is a 100-employee store fixture manufacturing company serving numerous national and local accounts. Headquartered in Twinsburg, we recently added a North Carolina facility to meet our growing client needs. Our Twinsburg and Strasburg locations total 210,000 square feet. We believe Leo I. Leiden would be very proud of us and the entrepreneurial spirit that is still a part of the Leiden Company today.
Show less "
19,Administrative,Construction,Entry level,"North Shore Brickwork is seeking an Administrative Assistant to provide support in our office. This support includes receptionist, office administrative duties, as well as administratively supporting the Operations and Sales teams. This position requires excellent clerical, communication, and writing skills. Knowledge of the Construction/ Masonry Industry is a plus, but not mandatory.




Learn more at: https://northshorebrickwork.com/




Job Responsibilities




Coordinating all office and administrative support duties including answering and directing calls to others as appropriate, making arrangements for meetings and pre-qualification of customers, timekeeping, record management, and other administrative needs.
Create and maintain filing systems, both electronic and physical
Create and bind reports as needed for all departments in the office.




Required Qualifications




High school diploma or equivalency.
Efficient in the use of Microsoft Office/ Google Suite, especially in building and manipulating spreadsheets and databases. Slack, HouseCall Pro experience is preferred but not required.
Excellent communication skills, especially in written correspondence and technical writing.
Must have strong time management and organizational skills in order to cope effectively with deadlines and multiple demands.
Must be detail-oriented, results-driven, and excellent at multi-tasking.
Proficiency in using standard office equipment such as computers, fax, photocopier, scanner, etc.




$20-25/ Hour
Show less "
20,Management and Manufacturing,Construction,Entry level,"Union Driver




This is a seasonal position that we are always accepting applications for.




With over 60 years in the construction industry, C. S. McCrossan is an award winning, family-owned diversified highway/heavy civil general contractor with an outstanding reputation. C. S. McCrossan provides construction infrastructure services to federal, state, county and municipal transportation departments. We are committed to managing our resources for the benefit of our clients and employees, and providing the highest standard of quality and safety in the completion of our projects. We value collaboration and cooperation and believe in extending respect and courtesy to everyone.




Drivers at C. S. McCrossan are responsible for driving a variety of trucks including concrete trucks, dump trucks, boom trucks, fuel trucks, flat beds, low boy trucks, etc.




Drivers may be responsible for transporting heavy equipment from location to location, pulling/extending hoses, cleaning the box of the truck, climbing up to boom seat to transfer materials, and additional tasks related to driving a particular truck as required.
All drivers must apply knowledge of commercial driving regulations and may operate the vehicles for long periods of time.
Drivers must be able to tolerate sitting for long periods during vehicle operation and may be driving over uneven terrain in construction areas.
Additionally, all drivers will complete a pre-trip inspection prior to operation to assure that the vehicle is functioning properly, and must be able to maneuver a truck into positions following signals from other employees.
Ability to lift up to 50 pounds




Qualifications




High school diploma or GED equivalent
Basic reading, writing and math skills.
Strong verbal communication skills, with hand signals.
General knowledge of the heavy highway construction industry
Reliable transportation
CDL license




Safety Responsibilities




Knowledge of and compliance with all Company safety requirements, policies and safety training.




Benefits are provided through the union




Thank you for your interest in this position with C. S. McCrossan. To begin the application process, click the apply button above.
Show less "
